[2026-06-02 06:53:48.963597] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:53.092839] GPU 0     0.000        0.000        0.000        1005         2100         1                           608002821341856             
[2026-06-02 06:53:53.144957] GPU 0     0.000        0.000        0.000        1005         2100         1                           608002879385760             
[2026-06-02 06:53:53.197038] GPU 0     0.000        0.000        0.000        1005         2100         1                           608002930062144             
[2026-06-02 06:53:53.249202] GPU 0     0.000        0.000        0.000        1005         2100         1                           608002981003104             
[2026-06-02 06:53:53.301277] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003032003968             
[2026-06-02 06:53:53.353362] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003082706016             
[2026-06-02 06:53:53.405405] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003133187840             
[2026-06-02 06:53:53.457531] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003183849472             
[2026-06-02 06:53:53.510377] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003234483968             
[2026-06-02 06:53:53.562579] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003285127840             
[2026-06-02 06:53:53.612672] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:53.612788] ID                                                                                                                                 
[2026-06-02 06:53:53.614671] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003335662016             
[2026-06-02 06:53:53.666783] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003401511328             
[2026-06-02 06:53:53.718875] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003452037280             
[2026-06-02 06:53:53.770766] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003502616192             
[2026-06-02 06:53:53.823391] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003554158368             
[2026-06-02 06:53:53.891542] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003606344256             
[2026-06-02 06:53:53.943449] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003657380672             
[2026-06-02 06:53:53.996024] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003707994944             
[2026-06-02 06:53:54.048566] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003764138784             
[2026-06-02 06:53:54.100090] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003814670880             
[2026-06-02 06:53:54.151515] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003865206912             
[2026-06-02 06:53:54.203190] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003916662784             
[2026-06-02 06:53:54.254856] GPU 0     0.000        0.000        0.000        1005         2100         1                           608003967177440             
[2026-06-02 06:53:54.307130] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004017700672             
[2026-06-02 06:53:54.357205] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:54.357340] ID                                                                                                                                 
[2026-06-02 06:53:54.359802] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004068183040             
[2026-06-02 06:53:54.412192] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004118723648             
[2026-06-02 06:53:54.464754] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004169220192             
[2026-06-02 06:53:54.517199] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004219734176             
[2026-06-02 06:53:54.571525] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004286078688             
[2026-06-02 06:53:54.628210] GPU 0     0.000        0.000        0.000        1005         2100         1                           608004336749280             
[2026-06-02 06:53:54.680212] GPU 0     0.000        0.000        0.000        915          2100         1                           608004388020352             
[2026-06-02 06:53:54.732316] GPU 0     0.000        0.000        0.000        915          2100         1                           608004439996736             
[2026-06-02 06:53:54.784566] GPU 0     0.000        0.000        0.000        915          2100         1                           608004490518720             
[2026-06-02 06:53:54.836728] GPU 0     0.000        0.000        0.000        915          2100         1                           608004541051392             
[2026-06-02 06:53:54.888742] GPU 0     0.000        0.000        0.000        915          2100         1                           608004591605728             
[2026-06-02 06:53:54.940803] GPU 0     0.000        0.000        0.000        915          2100         1                           608004642134656             
[2026-06-02 06:53:54.992910] GPU 0     0.000        0.000        0.000        915          2100         1                           608004692666976             
[2026-06-02 06:53:55.044959] GPU 0     0.000        0.000        0.000        915          2100         1                           608004743191872             
[2026-06-02 06:53:55.095147] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:55.095276] ID                                                                                                                                 
[2026-06-02 06:53:55.097100] GPU 0     0.000        0.000        0.000        915          2100         1                           608004811692416             
[2026-06-02 06:53:55.149202] GPU 0     0.000        0.000        0.000        915          2100         1                           608004862232288             
[2026-06-02 06:53:55.201241] GPU 0     0.000        0.000        0.000        915          2100         1                           608004912761440             
[2026-06-02 06:53:55.253299] GPU 0     0.000        0.000        0.000        885          2100         1                           608004970413184             
[2026-06-02 06:53:55.305402] GPU 0     0.000        0.000        0.000        885          2100         1                           608005021001920             
[2026-06-02 06:53:55.357353] GPU 0     0.000        0.000        0.000        885          2100         1                           608005071508640             
[2026-06-02 06:53:55.409370] GPU 0     0.000        0.000        0.000        885          2100         1                           608005122279456             
[2026-06-02 06:53:55.461422] GPU 0     0.000        0.000        0.000        945          2100         1                           608005174631392             
[2026-06-02 06:53:55.513408] GPU 0     0.000        0.000        0.000        945          2100         1                           608005225264064             
[2026-06-02 06:53:55.565295] GPU 0     0.000        0.000        0.000        945          2100         1                           608005275762784             
[2026-06-02 06:53:55.617420] GPU 0     0.000        0.000        0.000        945          2100         1                           608005327295968             
[2026-06-02 06:53:55.669614] GPU 0     0.000        0.000        0.000        945          2100         1                           608005378513568             
[2026-06-02 06:53:55.721622] GPU 0     0.000        0.000        0.000        945          2100         1                           608005429053760             
[2026-06-02 06:53:55.773696] GPU 0     0.000        0.000        0.000        945          2100         1                           608005479553184             
[2026-06-02 06:53:55.823879] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:55.823993] ID                                                                                                                                 
[2026-06-02 06:53:55.825888] GPU 0     0.000        0.000        0.000        945          2100         1                           608005542487584             
[2026-06-02 06:53:55.881841] GPU 0     0.000        0.000        0.000        945          2100         1                           608005593202688             
[2026-06-02 06:53:55.935962] GPU 0     0.000        0.000        0.000        945          2100         1                           608005643862016             
[2026-06-02 06:53:55.988062] GPU 0     0.000        0.000        0.000        945          2100         1                           608005695035616             
[2026-06-02 06:53:56.040083] GPU 0     0.000        0.000        0.000        945          2100         1                           608005745542496             
[2026-06-02 06:53:56.092170] GPU 0     0.000        0.000        0.000        945          2100         1                           608005796076320             
[2026-06-02 06:53:56.144165] GPU 0     0.000        0.000        0.000        945          2100         1                           608005846577792             
[2026-06-02 06:53:56.196843] GPU 0     0.000        0.000        0.000        945          2100         1                           608005897087936             
[2026-06-02 06:53:56.249261] GPU 0     0.000        0.000        0.000        945          2100         1                           608005947640928             
[2026-06-02 06:53:56.301738] GPU 0     0.000        0.000        0.000        945          2100         1                           608005998189024             
[2026-06-02 06:53:56.354209] GPU 0     0.000        0.000        0.000        945          2100         1                           608006048957024             
[2026-06-02 06:53:56.406752] GPU 0     0.000        0.000        0.000        945          2100         1                           608006099671808             
[2026-06-02 06:53:56.459052] GPU 0     0.000        0.000        0.000        945          2100         1                           608006150369952             
[2026-06-02 06:53:56.511791] GPU 0     0.000        0.000        0.000        945          2100         1                           608006200966112             
[2026-06-02 06:53:56.561929] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:56.562042] ID                                                                                                                                 
[2026-06-02 06:53:56.564148] GPU 0     0.000        0.000        0.000        945          2100         1                           608006256587104             
[2026-06-02 06:53:56.617013] GPU 0     0.000        0.000        0.000        945          2100         1                           608006307222656             
[2026-06-02 06:53:56.669291] GPU 0     0.000        0.000        0.000        945          2100         1                           608006357806464             
[2026-06-02 06:53:56.722584] GPU 0     0.000        0.000        0.000        945          2100         1                           608006409521248             
[2026-06-02 06:53:56.775091] GPU 0     0.000        0.000        0.000        945          2100         1                           608006510735040             
[2026-06-02 06:53:56.827159] GPU 0     0.000        0.000        0.000        945          2100         1                           608006561219168             
[2026-06-02 06:53:56.879412] GPU 0     0.000        0.000        0.000        945          2100         1                           608006612938656             
[2026-06-02 06:53:56.931438] GPU 0     0.000        0.000        0.000        945          2100         1                           608006663610176             
[2026-06-02 06:53:56.983548] GPU 0     0.000        0.000        0.000        945          2100         1                           608006714261056             
[2026-06-02 06:53:57.035533] GPU 0     0.000        0.000        0.000        945          2100         1                           608006765409056             
[2026-06-02 06:53:57.087543] GPU 0     0.000        0.000        0.000        945          2100         1                           608006815901568             
[2026-06-02 06:53:57.139627] GPU 0     0.000        0.000        0.000        945          2100         1                           608006866430880             
[2026-06-02 06:53:57.191889] GPU 0     0.000        0.000        0.000        945          2100         1                           608006916976480             
[2026-06-02 06:53:57.243907] GPU 0     0.000        0.000        0.000        945          2100         1                           608006916976480             
[2026-06-02 06:53:57.294050] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:57.294171] ID                                                                                                                                 
[2026-06-02 06:53:57.296271] GPU 0     0.000        0.000        0.000        885          2100         1                           608006983682784             
[2026-06-02 06:53:57.348653] GPU 0     0.000        0.000        0.000        885          2100         1                           608007034234880             
[2026-06-02 06:53:57.400961] GPU 0     0.000        0.000        0.000        885          2100         1                           608007136431520             
[2026-06-02 06:53:57.453435] GPU 0     0.000        0.000        0.000        885          2100         1                           608007187327072             
[2026-06-02 06:53:57.509296] GPU 0     0.000        0.000        0.000        885          2100         1                           608007237842656             
[2026-06-02 06:53:57.564381] GPU 0     0.000        0.000        0.000        885          2100         1                           608007288473504             
[2026-06-02 06:53:57.616986] GPU 0     0.000        0.000        0.000        885          2100         1                           608007338990944             
[2026-06-02 06:53:57.669553] GPU 0     0.000        0.000        0.000        885          2100         1                           608007389564352             
[2026-06-02 06:53:57.722214] GPU 0     0.000        0.000        0.000        885          2100         1                           608007440080192             
[2026-06-02 06:53:57.774624] GPU 0     0.000        0.000        0.000        885          2100         1                           608007491397760             
[2026-06-02 06:53:57.827148] GPU 0     0.000        0.000        0.000        885          2100         1                           608007542037408             
[2026-06-02 06:53:57.879608] GPU 0     0.000        0.000        0.000        855          2100         1                           608007592662464             
[2026-06-02 06:53:57.932153] GPU 0     0.000        0.000        0.000        855          2100         1                           608007643242112             
[2026-06-02 06:53:57.984688] GPU 0     0.000        0.000        0.000        855          2100         1                           608007707157216             
[2026-06-02 06:53:58.034832] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:58.034956] ID                                                                                                                                 
[2026-06-02 06:53:58.037205] GPU 0     0.000        0.000        0.000        855          2100         1                           608007757814912             
[2026-06-02 06:53:58.089681] GPU 0     0.000        0.000        0.000        855          2100         1                           608007808469216             
[2026-06-02 06:53:58.142758] GPU 0     0.000        0.000        0.000        855          2100         1                           608007859862848             
[2026-06-02 06:53:58.195729] GPU 0     0.000        0.000        0.000        855          2100         1                           608007910463136             
[2026-06-02 06:53:58.248213] GPU 0     0.000        0.000        0.000        855          2100         1                           608007960977248             
[2026-06-02 06:53:58.300886] GPU 0     0.000        0.000        0.000        855          2100         1                           608008011536864             
[2026-06-02 06:53:58.353539] GPU 0     0.000        0.000        0.000        855          2100         1                           608008078118560             
[2026-06-02 06:53:58.406585] GPU 0     0.000        0.000        0.000        855          2100         1                           608008128838944             
[2026-06-02 06:53:58.458943] GPU 0     0.000        0.000        0.000        855          2100         1                           608008179484416             
[2026-06-02 06:53:58.511626] GPU 0     0.000        0.000        0.000        825          2100         1                           608008231711072             
[2026-06-02 06:53:58.564091] GPU 0     0.000        0.000        0.000        825          2100         1                           608008282283264             
[2026-06-02 06:53:58.617425] GPU 0     0.000        0.000        0.000        825          2100         1                           608008332914528             
[2026-06-02 06:53:58.671126] GPU 0     0.000        0.000        0.000        825          2100         1                           608008383492224             
[2026-06-02 06:53:58.724896] GPU 0     0.000        0.000        0.000        825          2100         1                           608008434193248             
[2026-06-02 06:53:58.775056] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:58.775186] ID                                                                                                                                 
[2026-06-02 06:53:58.778452] GPU 0     0.000        0.000        0.000        825          2100         1                           608008484879712             
[2026-06-02 06:53:58.832311] GPU 0     0.000        0.000        0.000        825          2100         1                           608008535478176             
[2026-06-02 06:53:58.885814] GPU 0     0.000        0.000        0.000        825          2100         1                           608008587763648             
[2026-06-02 06:53:58.939651] GPU 0     0.000        0.000        0.000        825          2100         1                           608008638340704             
[2026-06-02 06:53:58.993229] GPU 0     0.000        0.000        0.000        825          2100         1                           608008688930304             
[2026-06-02 06:53:59.046880] GPU 0     0.000        0.000        0.000        825          2100         1                           608008739481088             
[2026-06-02 06:53:59.100518] GPU 0     0.000        0.000        0.000        915          2100         1                           608008791410144             
[2026-06-02 06:53:59.159086] GPU 0     0.000        0.000        0.000        915          2100         1                           608008892623424             
[2026-06-02 06:53:59.214314] GPU 0     0.000        0.000        0.000        915          2100         1                           608008943537888             
[2026-06-02 06:53:59.268044] GPU 0     0.000        0.000        0.000        915          2100         1                           608008994268160             
[2026-06-02 06:53:59.321601] GPU 0     0.000        0.000        0.000        915          2100         1                           608009044781792             
[2026-06-02 06:53:59.375369] GPU 0     0.000        0.000        0.000        915          2100         1                           608009095449760             
[2026-06-02 06:53:59.429053] GPU 0     0.000        0.000        0.000        915          2100         1                           608009153373504             
[2026-06-02 06:53:59.482218] GPU 0     0.000        0.000        0.000        915          2100         1                           608009204093344             
[2026-06-02 06:53:59.532319] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:53:59.532460] ID                                                                                                                                 
[2026-06-02 06:53:59.534963] GPU 0     0.000        0.000        0.000        915          2100         1                           608009254712736             
[2026-06-02 06:53:59.587658] GPU 0     0.000        0.000        0.000        915          2100         1                           608009306029248             
[2026-06-02 06:53:59.640497] GPU 0     0.000        0.000        0.000        915          2100         1                           608009356649824             
[2026-06-02 06:53:59.693850] GPU 0     0.000        0.000        0.000        915          2100         1                           608009407198720             
[2026-06-02 06:53:59.747570] GPU 0     0.000        0.000        0.000        915          2100         1                           608009457752256             
[2026-06-02 06:53:59.801162] GPU 0     0.000        0.000        0.000        915          2100         1                           608009508307136             
[2026-06-02 06:53:59.854802] GPU 0     0.000        0.000        0.000        915          2100         1                           608009558863360             
[2026-06-02 06:53:59.908691] GPU 0     0.000        0.000        0.000        915          2100         1                           608009609428416             
[2026-06-02 06:53:59.962294] GPU 0     0.000        0.000        0.000        915          2100         1                           608009661497312             
[2026-06-02 06:54:00.015968] GPU 0     0.000        0.000        0.000        915          2100         1                           608009712161632             
[2026-06-02 06:54:00.069327] GPU 0     0.000        0.000        0.000        915          2100         1                           608009762743040             
[2026-06-02 06:54:00.122802] GPU 0     0.000        0.000        0.000        915          2100         1                           608009813307456             
[2026-06-02 06:54:00.176506] GPU 0     0.000        0.000        0.000        915          2100         1                           608009870862208             
[2026-06-02 06:54:00.229769] GPU 0     0.000        0.000        0.000        915          2100         1                           608009921553280             
[2026-06-02 06:54:00.279894] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:54:00.280033] ID                                                                                                                                 
[2026-06-02 06:54:00.283205] GPU 0     0.000        0.000        0.000        915          2100         1                           608009972183072             
[2026-06-02 06:54:00.336890] GPU 0     0.000        0.000        0.000        915          2100         1                           608010023775712             
[2026-06-02 06:54:00.390618] GPU 0     0.000        0.000        0.000        915          2100         1                           608010124864224             
[2026-06-02 06:54:00.444011] GPU 0     0.000        0.000        0.000        915          2100         1                           608010175443648             
[2026-06-02 06:54:00.497623] GPU 0     0.000        0.000        0.000        915          2100         1                           608010226003040             
[2026-06-02 06:54:00.551086] GPU 0     0.000        0.000        0.000        915          2100         1                           608010276498560             
[2026-06-02 06:54:00.604899] GPU 0     0.000        0.000        0.000        915          2100         1                           608010327075552             
[2026-06-02 06:54:00.658689] GPU 0     0.000        0.000        0.000        915          2100         1                           608010378308416             
[2026-06-02 06:54:00.712073] GPU 0     0.000        0.000        0.000        915          2100         1                           608010428871072             
[2026-06-02 06:54:00.765163] GPU 0     0.000        0.000        0.000        915          2100         1                           608010479419264             
[2026-06-02 06:54:00.818590] GPU 0     0.000        0.000        0.000        915          2100         1                           608010529910144             
[2026-06-02 06:54:00.871747] GPU 0     0.000        0.000        0.000        915          2100         1                           608010591659232             
[2026-06-02 06:54:00.925011] GPU 0     0.000        0.000        0.000        855          2100         1                           608010642338624             
[2026-06-02 06:54:00.978314] GPU 0     0.000        0.000        0.000        855          2100         1                           608010693003776             
[2026-06-02 06:54:01.028490] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:54:01.028621] ID                                                                                                                                 
[2026-06-02 06:54:01.031824] GPU 0     0.000        0.000        0.000        855          2100         1                           608010744423328             
[2026-06-02 06:54:01.085331] GPU 0     0.000        0.000        0.000        855          2100         1                           608010795094112             
[2026-06-02 06:54:01.138947] GPU 0     0.000        0.000        0.000        855          2100         1                           608010845649792             
[2026-06-02 06:54:01.192524] GPU 0     0.000        0.000        0.000        855          2100         1                           608010896176928             
[2026-06-02 06:54:01.246237] GPU 0     0.000        0.000        0.000        855          2100         1                           608010946953216             
[2026-06-02 06:54:01.299876] GPU 0     0.000        0.000        0.000        855          2100         1                           608010997750176             
[2026-06-02 06:54:01.353346] GPU 0     0.000        0.000        0.000        855          2100         1                           608011048390656             
[2026-06-02 06:54:01.406301] GPU 0     0.000        0.000        0.000        855          2100         1                           608011099339712             
[2026-06-02 06:54:01.460158] GPU 0     0.000        0.000        0.000        855          2100         1                           608011149873632             
[2026-06-02 06:54:01.514143] GPU 0     0.000        0.000        0.000        855          2100         1                           608011200403200             
[2026-06-02 06:54:01.567045] GPU 0     0.000        0.000        0.000        825          2100         1                           608011301637152             
[2026-06-02 06:54:01.619799] GPU 0     0.000        0.000        0.000        825          2100         1                           608011352281856             
[2026-06-02 06:54:01.672688] GPU 0     0.000        0.000        0.000        825          2100         1                           608011403722848             
[2026-06-02 06:54:01.725506] GPU 0     0.000        0.000        0.000        825          2100         1                           608011455177760             
[2026-06-02 06:54:01.775628] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:54:01.775700] ID                                                                                                                                 
[2026-06-02 06:54:01.778265] GPU 0     0.000        0.000        0.000        825          2100         1                           608011505698400             
[2026-06-02 06:54:01.830653] GPU 0     0.000        0.000        0.000        825          2100         1                           608011556506112             
[2026-06-02 06:54:01.882730] GPU 0     0.000        0.000        0.000        825          2100         1                           608011607079072             
[2026-06-02 06:54:01.935040] GPU 0     0.000        0.000        0.000        825          2100         1                           608011657712864             
