,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2025-11-20,09:39:41.569,   12.96,   14.36,   12.41,   14.27,   12.36,   14.38,   10.99,   13.42,   11.24,   13.25,   11.26,   13.20,   71.21,   82.88,     18720,  154.09,   10.15,   11.05,   10.24,   11.35,   10.22,   11.25,   10.02,   11.82,    9.66,   11.37,    9.74,   11.08,   60.04,   67.91,     18720,  127.95,    131.25,    150.79,    282.04
2025-11-20,09:39:41.619,    4.19,    9.19,    4.43,    9.16,    4.36,    9.34,    3.80,    8.78,    3.83,    8.80,    3.85,    8.72,   24.47,   53.99,     18740,   78.45,    1.95,    2.06,    2.10,    2.10,    2.10,    2.32,    2.26,    2.45,    1.98,    2.33,    1.91,    2.11,   12.30,   13.36,     18760,   25.67,     36.77,     67.35,    104.12
2025-11-20,09:39:41.669,    3.98,    8.17,    4.26,    8.32,    4.23,    8.33,    3.47,    7.62,    3.43,    7.38,    3.48,    7.53,   22.84,   47.34,     18740,   70.18,    3.44,    4.89,    3.53,    4.93,    3.53,    4.94,    3.08,    5.12,    3.02,    4.90,    2.85,    4.75,   19.45,   29.53,     18720,   48.98,     42.29,     76.88,    119.17
2025-11-20,09:39:41.719,    6.77,   10.62,    6.91,   11.00,    6.80,   10.96,    5.89,   10.00,    5.79,    9.90,    6.07,   10.14,   38.23,   62.62,     18720,  100.85,    4.50,    7.16,    4.66,    7.56,    4.54,    7.27,    3.92,    7.40,    3.61,    7.24,    3.64,    7.24,   24.86,   43.86,     18720,   68.73,     63.09,    106.48,    169.57
2025-11-20,09:39:41.769,    3.82,    8.29,    4.09,    8.38,    3.95,    8.40,    3.41,    7.76,    3.32,    7.60,    3.42,    7.77,   22.01,   48.18,     18720,   70.19,    2.43,    2.89,    2.58,    3.07,    2.53,    2.96,    2.41,    3.08,    2.33,    2.99,    2.21,    2.80,   14.49,   17.79,     18720,   32.29,     36.50,     65.97,    102.47
2025-11-20,09:39:41.819,    3.61,    7.82,    3.90,    8.04,    3.64,    7.93,    2.95,    7.06,    3.21,    7.21,    3.08,    7.14,   20.38,   45.21,     18720,   65.59,    3.28,    4.03,    3.31,    4.06,    3.17,    4.04,    2.78,    3.89,    2.73,    3.93,    2.64,    3.68,   17.90,   23.63,     18720,   41.53,     38.28,     68.84,    107.12
2025-11-20,09:39:41.874,    7.94,   11.57,    7.95,   11.95,    7.87,   12.09,    6.88,   11.16,    6.96,   11.15,    7.02,   11.42,   44.62,   69.33,     18348,  113.95,    5.49,    5.49,    5.59,    5.67,    5.72,    5.58,    5.26,    5.88,    5.07,    5.74,    4.99,    5.65,   32.12,   34.01,     18368,   66.13,     76.74,    103.34,    180.08
2025-11-20,09:39:41.920,    5.85,   11.55,    6.31,   11.97,    6.02,   11.63,    5.18,   10.81,    5.18,   10.73,    5.26,   10.75,   33.79,   67.45,     18800,  101.24,    4.37,    6.06,    4.40,    5.99,    4.49,    5.93,    4.11,    6.11,    3.92,    6.06,    3.69,    5.80,   24.99,   35.95,     18800,   60.94,     58.79,    103.40,    162.18
2025-11-20,09:39:41.970,    2.55,    7.34,    2.88,    7.49,    2.79,    7.50,    2.23,    6.80,    2.27,    6.74,    2.34,    6.95,   15.06,   42.81,     18720,   57.87,    2.14,    2.77,    2.20,    2.83,    2.22,    2.86,    2.10,    2.85,    2.13,    2.96,    1.91,    2.71,   12.69,   16.99,     18720,   29.68,     27.75,     59.80,     87.55
2025-11-20,09:39:42.020,   15.87,   20.65,   15.25,   20.66,   15.74,   20.87,   13.68,   19.60,   13.70,   19.53,   13.92,   19.74,   88.17,  121.06,     18780,  209.23,    8.97,   10.47,    9.13,   10.46,    8.95,   10.18,    8.37,   10.06,    8.61,   10.47,    8.31,   10.24,   52.35,   61.88,     18720,  114.23,    140.52,    182.94,    323.46
2025-11-20,09:39:42.070,   15.16,   24.37,   15.62,   24.65,   15.30,   24.52,   13.50,   22.69,   13.36,   22.62,   13.46,   23.03,   86.41,  141.88,     18740,  228.29,    8.27,    8.62,    8.29,    8.98,    8.00,    8.70,    7.41,    8.90,    7.42,    8.59,    7.00,    8.43,   46.39,   52.23,     18720,   98.62,    132.80,    194.11,    326.91
2025-11-20,09:39:42.121,   35.94,   40.53,   36.37,   40.93,   37.09,   42.00,   33.80,   39.77,   33.54,   39.25,   34.32,   39.72,  211.06,  242.20,     18760,  453.25,   18.82,    8.71,   18.95,    8.74,   19.16,    8.73,   18.81,    8.88,   18.30,    8.51,   18.06,    8.66,  112.11,   52.23,     18760,  164.34,    323.17,    294.43,    617.60
2025-11-20,09:39:42.171,   63.90,   68.47,   63.97,   68.31,   64.07,   69.32,   58.23,   66.47,   58.02,   66.37,   58.69,   66.77,  366.87,  405.71,     18740,  772.59,   18.91,   20.85,   19.17,   21.01,   19.20,   21.08,   18.35,   21.10,   18.43,   20.88,   18.13,   20.96,  112.19,  125.88,     18720,  238.07,    479.07,    531.59,   1010.66
2025-11-20,09:39:42.221,   46.41,   81.16,   46.62,   81.94,   47.26,   83.03,   39.80,   80.24,   39.65,   79.44,   39.56,   79.26,  259.30,  485.06,     18760,  744.36,   12.28,    9.79,   12.21,    9.84,   12.47,    9.88,   11.43,    9.74,   11.39,    9.85,   11.08,    9.42,   70.87,   58.52,     18760,  129.39,    330.17,    543.58,    873.75
2025-11-20,09:39:42.271,   69.84,  118.20,   70.66,  118.92,   71.40,  119.49,   62.21,  117.48,   61.76,  116.89,   61.77,  117.10,  397.63,  708.08,     18700, 1105.71,    9.08,   13.12,    9.31,   12.93,    9.42,   13.18,    8.81,   13.10,    8.78,   13.18,    8.70,   12.96,   54.10,   78.48,     18680,  132.58,    451.74,    786.55,   1238.29
2025-11-20,09:39:42.321,   38.32,   52.77,   38.69,   53.05,   38.14,   52.93,   34.71,   51.41,   34.86,   51.56,   35.07,   51.84,  219.79,  313.56,     18700,  533.36,    9.24,    6.61,    9.50,    6.76,    9.63,    6.76,    9.24,    6.91,    9.11,    6.70,    9.10,    6.50,   55.82,   40.25,     18700,   96.06,    275.61,    353.81,    629.42
2025-11-20,09:39:42.371,   35.34,   47.81,   34.81,   48.20,   34.96,   48.74,   32.13,   47.03,   31.69,   46.53,   31.49,   46.72,  200.43,  285.02,     18720,  485.45,    9.21,    9.59,    9.27,   10.00,    9.56,   10.00,    8.80,   10.02,    8.71,    9.66,    8.39,    9.62,   53.95,   58.89,     18680,  112.84,    254.38,    343.91,    598.29
2025-11-20,09:39:42.421,   25.72,   40.05,   25.97,   39.67,   26.14,   39.98,   23.27,   38.04,   23.21,   38.27,   22.87,   37.80,  147.19,  233.80,     18680,  380.99,    6.04,    7.55,    6.28,    7.71,    6.09,    7.54,    5.33,    7.53,    5.39,    7.46,    5.30,    7.39,   34.42,   45.19,     18680,   79.60,    181.60,    278.99,    460.59
2025-11-20,09:39:42.471,   19.84,   29.50,   20.49,   29.48,   19.97,   29.37,   18.17,   28.06,   18.00,   28.11,   18.18,   28.32,  114.65,  172.83,     18680,  287.49,    4.48,    5.50,    4.36,    5.56,    4.52,    5.61,    4.19,    5.55,    4.10,    5.46,    4.14,    5.38,   25.79,   33.06,     18680,   58.85,    140.44,    205.89,    346.33
2025-11-20,09:39:42.520,   44.15,   54.89,   43.60,   54.03,   43.14,   54.12,   38.19,   52.05,   38.33,   51.96,   38.68,   52.18,  246.09,  319.23,     18620,  565.32,   15.16,   13.58,   15.05,   13.38,   15.10,   13.52,   14.79,   13.49,   15.33,   14.00,   14.32,   13.17,   89.74,   81.14,     18460,  170.89,    335.83,    400.37,    736.20
2025-11-20,09:39:42.570,   27.05,   32.05,   26.43,   32.48,   26.73,   32.16,   24.03,   31.60,   23.35,   31.19,   23.43,   31.34,  151.01,  190.82,     18680,  341.83,    5.35,    3.89,    5.43,    3.79,    5.59,    3.94,    5.84,    4.43,    6.15,    4.68,    5.85,    4.18,   34.21,   24.92,     18640,   59.12,    185.22,    215.74,    400.96
2025-11-20,09:39:42.621,   76.63,  107.75,   77.45,  108.19,   76.72,  108.87,   70.06,  103.73,   69.72,  102.96,   69.83,  103.17,  440.42,  634.67,     18960, 1075.09,   14.29,   15.79,   14.36,   15.92,   14.22,   15.84,   13.47,   16.17,   13.54,   15.92,   13.35,   15.70,   83.24,   95.33,     19060,  178.58,    523.66,    730.00,   1253.67
2025-11-20,09:39:42.672,   51.18,  121.48,   51.23,  121.22,   51.23,  121.08,   44.26,  120.19,   44.12,  119.74,   44.62,  119.99,  286.64,  723.70,     18820, 1010.34,   13.30,   14.46,   13.38,   14.53,   13.42,   14.52,   12.53,   14.90,   12.16,   14.68,   12.09,   14.45,   76.87,   87.54,     18920,  164.41,    363.52,    811.24,   1174.75
2025-11-20,09:39:42.722,   74.68,  117.46,   75.41,  118.73,   75.39,  117.80,   68.84,  116.13,   68.84,  115.88,   69.47,  117.33,  432.63,  703.33,     18700, 1135.97,   12.70,    7.83,   12.88,    7.88,   12.87,    7.96,   12.73,    7.82,   12.91,    8.07,   12.73,    7.69,   76.83,   47.25,     18700,  124.08,    509.47,    750.58,   1260.05
2025-11-20,09:39:42.772,  106.63,   51.97,  106.59,   51.88,  106.44,   51.68,  103.37,   50.87,  103.04,   50.89,  102.90,   50.58,  628.97,  307.87,     18680,  936.84,   18.82,    8.03,   18.97,    7.99,   18.80,    7.99,   18.80,    7.97,   18.81,    8.07,   18.52,    7.78,  112.72,   47.83,     18680,  160.56,    741.69,    355.70,   1097.39
2025-11-20,09:39:42.822,  159.86,  176.41,  160.04,  176.47,  159.49,  176.30,  143.43,  161.89,  142.88,  161.91,  143.43,  162.61,  909.13, 1015.60,     18700, 1924.73,   25.51,   10.59,   26.03,   10.66,   25.81,   10.71,   25.27,   10.81,   24.93,   10.61,   24.68,   10.32,  152.23,   63.69,     18680,  215.92,   1061.36,   1079.29,   2140.65
2025-11-20,09:39:42.872,   87.67,  126.42,   86.91,  126.22,   87.37,  126.53,   78.49,  125.28,   78.22,  125.31,   78.12,  124.82,  496.78,  754.58,     18680, 1251.36,   15.15,   10.16,   15.01,   10.16,   15.26,   10.25,   14.72,   10.24,   14.93,   10.49,   14.37,   10.09,   89.43,   61.40,     18680,  150.83,    586.21,    815.97,   1402.19
2025-11-20,09:39:42.922,   95.32,   98.77,   94.64,   98.51,   94.90,   99.03,   87.81,   97.22,   88.95,   98.01,   88.54,   97.67,  550.16,  589.20,     18720, 1139.37,   35.43,   14.88,   35.56,   14.95,   34.98,   14.15,   35.41,   14.50,   34.93,   14.67,   35.24,   14.78,  211.56,   87.92,     18660,  299.48,    761.72,    677.13,   1438.85
2025-11-20,09:39:42.972,   45.41,   53.98,   45.96,   53.92,   45.57,   54.06,   42.30,   52.24,   42.55,   52.48,   42.92,   52.44,  264.71,  319.13,     18680,  583.85,   13.49,   11.01,   13.78,   11.07,   13.51,   10.92,   12.87,   11.04,   12.85,   11.19,   12.50,   10.49,   79.00,   65.73,     18680,  144.73,    343.71,    384.87,    728.58
2025-11-20,09:39:43.022,   82.17,   88.29,   81.57,   87.56,   83.30,   88.89,   77.16,   86.24,   77.54,   86.65,   76.76,   85.42,  478.52,  523.07,     18660, 1001.58,   23.26,   20.55,   23.48,   20.77,   23.27,   20.20,   22.81,   21.00,   22.32,   20.65,   22.08,   20.55,  137.23,  123.71,     18640,  260.94,    615.75,    646.78,   1262.53
2025-11-20,09:39:43.072,   72.37,   76.15,   72.84,   76.20,   74.62,   77.58,   69.56,   73.25,   68.83,   72.72,   68.80,   72.62,  427.01,  448.52,     18700,  875.53,   14.42,   11.70,   14.43,   11.83,   14.71,   11.91,   14.20,   11.91,   14.21,   11.87,   13.85,   11.49,   85.84,   70.72,     18720,  156.56,    512.85,    519.23,   1032.08
2025-11-20,09:39:43.122,   62.31,   56.76,   62.33,   56.55,   62.33,   57.06,   57.62,   53.39,   57.83,   53.48,   58.05,   53.57,  360.47,  330.81,     18680,  691.28,    7.98,    8.49,    8.24,    8.83,    8.12,    8.44,    7.98,    8.58,    7.95,    8.90,    7.75,    8.70,   48.02,   51.93,     18680,   99.94,    408.48,    382.74,    791.22
2025-11-20,09:39:43.174,   73.78,   75.47,   73.12,   75.40,   74.12,   76.33,   68.01,   71.59,   67.54,   70.98,   67.05,   70.56,  423.61,  440.34,     18664,  863.95,    7.83,    8.35,    8.14,    8.55,    8.24,    8.83,    7.70,    8.68,    7.81,    8.86,    7.38,    8.57,   47.10,   51.83,     18684,   98.93,    470.71,    492.17,    962.88
2025-11-20,09:39:43.224,   73.98,   97.96,   73.15,   97.50,   73.74,   98.05,   68.50,   92.78,   68.96,   93.36,   68.75,   94.02,  427.07,  573.67,     19078, 1000.74,   13.36,   13.45,   13.32,   13.73,   13.25,   13.55,   12.50,   13.98,   12.41,   13.66,   12.24,   13.30,   77.09,   81.66,     19078,  158.76,    504.17,    655.33,   1159.50
2025-11-20,09:39:43.274,  139.71,  129.50,  138.73,  128.40,  140.47,  129.76,  137.85,  128.51,  139.24,  129.38,  137.74,  128.43,  833.75,  773.99,     18740, 1607.73,   10.44,   32.55,   10.48,   32.86,   10.50,   32.52,    9.17,   32.16,    9.22,   32.13,    8.87,   32.00,   58.68,  194.21,     18680,  252.90,    892.43,    968.20,   1860.63
2025-11-20,09:39:43.324,   68.37,   75.23,   68.70,   75.66,   69.84,   76.77,   66.93,   75.31,   65.63,   74.37,   65.85,   74.11,  405.33,  451.45,     18348,  856.77,   41.24,   41.19,   41.33,   40.93,   41.31,   40.78,   34.42,   39.12,   35.07,   38.98,   34.16,   38.57,  227.53,  239.58,     18348,  467.10,    632.85,    691.02,   1323.88
2025-11-20,09:39:43.374,   57.30,   63.38,   57.60,   63.53,   58.66,   65.38,   55.61,   63.40,   55.27,   62.46,   55.38,   62.67,  339.82,  380.82,     18720,  720.64,   30.69,   46.13,   30.10,   45.88,   30.68,   45.88,   26.18,   45.69,   26.63,   46.36,   25.96,   45.61,  170.24,  275.54,     18740,  445.78,    510.05,    656.37,   1166.42
2025-11-20,09:39:43.424,   37.93,   43.77,   37.78,   43.56,   37.61,   44.14,   36.14,   42.70,   36.02,   42.51,   36.30,   42.73,  221.78,  259.42,     18740,  481.20,   16.52,   29.41,   16.87,   29.04,   16.61,   29.02,   14.45,   28.99,   14.01,   29.03,   14.00,   28.52,   92.45,  174.01,     18740,  266.46,    314.23,    433.43,    747.66
2025-11-20,09:39:43.474,   28.97,   38.92,   29.32,   39.17,   29.44,   39.59,   28.39,   38.75,   27.86,   38.21,   28.10,   38.13,  172.09,  232.77,     18720,  404.86,   20.69,   34.05,   20.63,   34.17,   20.84,   34.51,   16.80,   34.00,   17.01,   33.99,   16.71,   33.39,  112.67,  204.11,     18720,  316.78,    284.76,    436.88,    721.64
2025-11-20,09:39:43.524,   28.46,   35.21,   28.45,   35.32,   28.55,   35.52,   27.97,   35.21,   27.61,   34.49,   27.44,   34.34,  168.48,  210.09,     18720,  378.57,   22.26,   40.28,   22.86,   40.76,   22.83,   40.21,   18.51,   39.93,   18.12,   40.02,   17.64,   39.67,  122.22,  240.86,     18680,  363.09,    290.70,    450.95,    741.65
2025-11-20,09:39:43.576,   60.56,   63.12,   60.18,   62.92,   61.17,   64.35,   59.62,   63.06,   59.03,   61.91,   59.10,   62.10,  359.65,  377.46,     18743,  737.11,   23.37,   50.87,   23.58,   51.33,   23.03,   50.51,   18.58,   49.98,   18.43,   50.18,   18.18,   49.77,  125.17,  302.64,     18724,  427.81,    484.82,    680.10,   1164.92
2025-11-20,09:39:43.627,  126.44,   85.32,  126.63,   85.00,  128.74,   86.19,  127.05,   85.03,  128.12,   85.99,  126.95,   85.55,  763.93,  513.08,     18684, 1277.01,  122.41,   53.09,  122.33,   53.24,  121.87,   52.97,  120.54,   52.99,  120.26,   52.93,  119.73,   52.72,  727.15,  317.94,     18685, 1045.10,   1491.08,    831.03,   2322.11
2025-11-20,09:39:43.678,   61.66,   39.46,   61.73,   39.37,   61.82,   39.97,   60.63,   38.79,   60.37,   38.23,   60.02,   38.12,  366.23,  233.95,     18704,  600.18,   54.56,   34.15,   54.73,   34.05,   54.62,   34.02,   50.78,   33.60,   50.75,   33.76,   50.46,   33.04,  315.90,  202.61,     18724,  518.51,    682.13,    436.56,   1118.69
2025-11-20,09:39:43.729,   25.48,   34.98,   25.57,   35.18,   25.61,   35.29,   24.63,   34.61,   24.66,   34.24,   24.72,   34.62,  150.69,  208.91,     18724,  359.60,   20.39,   27.00,   20.45,   27.05,   20.82,   27.30,   17.70,   26.67,   17.54,   26.65,   17.30,   26.36,  114.19,  161.03,     18724,  275.22,    264.87,    369.94,    634.82
2025-11-20,09:39:43.780,   27.24,   30.58,   27.66,   30.85,   27.62,   30.93,   26.79,   30.59,   26.68,   30.15,   26.80,   30.15,  162.78,  183.25,     19060,  346.03,   17.85,   26.02,   17.75,   26.18,   17.14,   25.86,   14.49,   25.33,   15.11,   25.35,   14.89,   25.12,   97.23,  153.88,     19060,  251.10,    260.01,    337.13,    597.14
2025-11-20,09:39:43.830,   24.23,   29.32,   24.30,   28.95,   24.38,   29.21,   23.54,   28.28,   23.55,   28.42,   23.45,   28.53,  143.45,  172.71,     18700,  316.17,   15.33,   19.35,   15.46,   19.74,   15.54,   19.27,   14.16,   19.33,   14.00,   19.47,   13.75,   19.34,   88.24,  116.50,     18700,  204.74,    231.69,    289.21,    520.90
2025-11-20,09:39:43.880,   44.51,   51.97,   44.27,   52.22,   44.60,   52.35,   42.75,   50.50,   42.70,   50.32,   42.88,   50.54,  261.70,  307.89,     18720,  569.59,   26.69,   30.97,   27.53,   31.04,   26.94,   30.93,   24.58,   30.81,   23.90,   30.73,   23.81,   30.43,  153.45,  184.90,     18700,  338.35,    415.14,    492.79,    907.94
2025-11-20,09:39:43.930,   23.66,   30.09,   23.90,   30.38,   23.75,   30.41,   22.96,   29.69,   22.66,   29.35,   22.73,   29.36,  139.65,  179.28,     18680,  318.93,   10.60,   22.99,   11.30,   23.14,   11.21,   23.45,    8.71,   23.05,    8.51,   22.86,    8.45,   22.55,   58.78,  138.05,     18700,  196.83,    198.43,    317.33,    515.76
2025-11-20,09:39:43.980,   12.77,   27.22,   12.70,   26.92,   12.86,   27.46,   11.64,   26.73,   11.66,   26.17,   11.61,   26.48,   73.25,  160.98,     18720,  234.23,   11.78,   16.21,   12.09,   16.07,   12.40,   16.64,   10.09,   15.92,    9.65,   16.01,    9.50,   15.72,   65.52,   96.56,     18700,  162.08,    138.76,    257.54,    396.31
2025-11-20,09:39:44.030,   29.30,   31.51,   28.90,   32.01,   29.30,   32.55,   27.86,   31.65,   27.74,   31.66,   28.24,   32.21,  171.35,  191.59,     18680,  362.94,   20.25,   41.76,   20.55,   42.06,   20.58,   41.99,   16.52,   42.00,   16.82,   42.06,   16.25,   41.89,  110.97,  251.76,     18680,  362.74,    282.32,    443.35,    725.67
2025-11-20,09:39:44.080,   35.14,   43.34,   34.73,   42.86,   34.34,   42.80,   32.24,   40.87,   31.86,   39.81,   31.68,   39.66,  199.98,  249.34,     18700,  449.31,   28.24,   35.22,   27.84,   35.41,   28.02,   35.40,   23.36,   34.60,   23.25,   34.61,   22.71,   34.39,  153.41,  209.63,     18800,  363.04,    353.39,    458.96,    812.36
2025-11-20,09:39:44.130,   23.14,   25.38,   22.68,   25.25,   22.53,   25.23,   20.87,   23.56,   20.86,   23.54,   21.06,   23.78,  131.14,  146.74,     18680,  277.88,   18.74,   30.61,   18.79,   30.44,   18.59,   30.44,   15.44,   30.07,   15.07,   30.08,   14.63,   29.61,  101.25,  181.24,     18680,  282.50,    232.40,    327.98,    560.38
2025-11-20,09:39:44.184,   38.15,   58.43,   38.33,   58.59,   38.89,   59.12,   36.16,   57.43,   35.81,   56.90,   35.95,   56.99,  223.29,  347.46,     18680,  570.75,   27.02,   47.06,   27.06,   47.53,   26.94,   47.31,   21.93,   47.48,   22.16,   46.83,   21.52,   46.64,  146.63,  282.85,     18680,  429.47,    369.92,    630.31,   1000.22
2025-11-20,09:39:44.231,   32.50,   34.09,   32.52,   34.21,   32.38,   34.27,   30.28,   32.51,   30.21,   32.33,   30.34,   32.31,  188.24,  199.72,     18720,  387.97,   27.78,   42.59,   28.23,   42.69,   28.03,   42.62,   24.06,   42.99,   23.84,   42.40,   23.57,   42.15,  155.51,  255.44,     18720,  410.95,    343.75,    455.17,    798.92
2025-11-20,09:39:44.281,   22.22,   36.01,   22.37,   36.62,   22.05,   36.50,   21.21,   35.61,   20.97,   35.35,   21.25,   35.57,  130.08,  215.66,     18680,  345.74,   17.86,   34.67,   17.85,   34.52,   18.21,   34.99,   15.41,   34.50,   15.06,   34.60,   14.91,   34.28,   99.30,  207.56,     18720,  306.85,    229.38,    423.22,    652.60
2025-11-20,09:39:44.331,  120.20,   68.95,  119.65,   68.39,  121.02,   69.03,  118.97,   68.15,  119.46,   68.23,  118.91,   68.29,  718.21,  411.04,     18720, 1129.25,  202.10,  102.71,  202.65,  101.82,  203.84,  102.88,  200.29,  102.43,  199.47,  102.65,  199.45,  101.86, 1207.80,  614.36,     18700, 1822.17,   1926.02,   1025.40,   2951.42
2025-11-20,09:39:44.381,   66.32,   53.83,   66.38,   53.84,   66.74,   54.68,   63.54,   53.10,   63.89,   52.34,   63.37,   52.54,  390.23,  320.33,     18720,  710.56,  217.03,   55.04,  216.14,   55.06,  216.69,   55.08,  214.17,   54.88,  212.81,   54.46,  212.08,   54.48, 1288.91,  328.99,     18720, 1617.90,   1679.14,    649.31,   2328.46
2025-11-20,09:39:44.431,   24.90,   26.93,   24.94,   26.65,   24.56,   26.53,   23.29,   25.08,   23.29,   25.55,   23.26,   25.52,  144.23,  156.26,     18700,  300.49,   27.15,   26.40,   27.00,   26.57,   27.00,   26.61,   24.15,   25.45,   23.48,   25.72,   23.97,   25.68,  152.75,  156.43,     18700,  309.19,    296.98,    312.70,    609.68
2025-11-20,09:39:44.481,   13.24,   33.71,   13.10,   33.67,   13.50,   34.31,   12.13,   32.88,   12.35,   32.55,   12.27,   32.95,   76.58,  200.08,     18720,  276.66,   18.85,   28.04,   18.70,   28.22,   19.03,   28.02,   15.51,   27.65,   15.22,   27.27,   15.11,   26.87,  102.42,  166.07,     18720,  268.49,    179.00,    366.14,    545.15
2025-11-20,09:39:44.531,   15.00,   18.88,   14.92,   18.81,   15.04,   19.10,   13.66,   17.99,   13.24,   17.56,   13.27,   17.32,   85.13,  109.66,     18700,  194.79,   26.33,   45.44,   26.21,   45.72,   26.19,   45.63,   21.12,   45.24,   20.30,   44.72,   20.44,   44.73,  140.60,  271.48,     18720,  412.08,    225.73,    381.13,    606.86
2025-11-20,09:39:44.582,   16.36,   36.16,   16.81,   36.92,   16.70,   36.85,   15.59,   36.09,   15.29,   35.68,   15.50,   35.73,   96.25,  217.43,     18760,  313.69,   26.77,   49.23,   26.33,   49.72,   26.37,   49.63,   21.74,   49.30,   21.86,   48.97,   21.01,   48.61,  144.08,  295.45,     18740,  439.53,    240.33,    512.89,    753.22
2025-11-20,09:39:44.632,    6.65,   12.20,    6.79,   11.94,    6.82,   12.12,    6.27,   11.53,    6.26,   11.37,    6.27,   11.25,   39.06,   70.40,     18700,  109.46,   18.94,   30.47,   18.80,   30.96,   18.92,   30.94,   15.09,   30.20,   15.47,   30.26,   14.79,   29.75,  102.01,  182.57,     18700,  284.58,    141.06,    252.98,    394.04
