[2025-11-20 09:39:41.089984] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:45.960503] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.012642] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.064531] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.116343] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.168183] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.220016] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.271945] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.322126] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:46.322224] ID                                               
[2025-11-20 09:39:46.323604] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.375392] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.427195] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.479071] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.530838] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.582802] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.634452] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.686398] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.738162] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.790044] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.841776] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.893678] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.945444] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:46.997794] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.047924] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:47.048042] ID                                               
[2025-11-20 09:39:47.049921] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.101921] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.154011] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.206124] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.257862] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.309682] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.361410] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.413248] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.465033] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.516758] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.568427] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.620249] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.671976] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.723754] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.773927] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:47.774030] ID                                               
[2025-11-20 09:39:47.775469] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.827241] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.878933] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.930728] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:47.982416] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.034147] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.085866] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.137647] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.189323] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.241073] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.292855] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.344655] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.396403] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.448227] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.498412] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:48.498521] ID                                               
[2025-11-20 09:39:48.500147] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.552199] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.604225] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.656302] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.708339] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.760388] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.812438] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.864520] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.916458] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:48.968399] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.020373] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.072354] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.124355] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.176416] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.226544] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:49.226672] ID                                               
[2025-11-20 09:39:49.228297] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.279970] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.331401] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.383202] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.435239] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.487405] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.539666] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.591873] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.644050] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.696283] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.748452] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.800504] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.852718] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.905063] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:49.955244] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:49.955350] ID                                               
[2025-11-20 09:39:49.957098] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.009472] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.061613] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.113860] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.166359] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.218673] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.271085] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.323938] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.376310] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.428540] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.480862] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.532964] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.585218] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.637509] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.687641] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:50.687749] ID                                               
[2025-11-20 09:39:50.689760] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.741987] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.794278] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.846367] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.898618] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:50.951177] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.004042] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.056973] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.110068] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.163041] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.215837] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.268476] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.321099] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.373586] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.423770] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:51.423879] ID                                               
[2025-11-20 09:39:51.425930] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.478185] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.530486] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.582904] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.635105] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.687314] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.739565] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.791692] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.843952] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.896081] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:51.948273] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.000436] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.052758] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.104938] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.155126] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:52.155236] ID                                               
[2025-11-20 09:39:52.157144] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.209496] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.261543] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.313762] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.365993] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.418303] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.470787] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.523341] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.575384] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.627739] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.679817] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.731828] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.783830] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.835853] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.886027] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:52.886129] ID                                               
[2025-11-20 09:39:52.887646] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.939690] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:52.991605] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.043600] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.095517] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.147494] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.199236] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.251177] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.302936] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.354800] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.406635] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.458505] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.510269] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.562215] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.612381] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:53.612481] ID                                               
[2025-11-20 09:39:53.613942] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.665774] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.717541] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.769360] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.821169] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.873072] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.924848] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:53.976651] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.028343] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.080190] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.131597] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.183211] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.234642] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.286710] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.336882] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:54.336987] ID                                               
[2025-11-20 09:39:54.338635] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.390698] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.442470] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.494072] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.546051] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.597950] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.649681] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.701295] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.753380] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.805403] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.857426] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.909513] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:54.961586] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.013731] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.063872] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:55.064013] ID                                               
[2025-11-20 09:39:55.065786] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.118049] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.170259] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.222445] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.274382] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.326423] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.378622] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.430738] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.482922] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.534938] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.587232] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.639283] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.691256] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.743271] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.793348] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:55.793476] ID                                               
[2025-11-20 09:39:55.795153] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.847049] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.898904] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:55.950794] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.002603] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.054682] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.106514] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.158433] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.210256] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.262030] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.314159] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.366183] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.418428] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.470415] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.520503] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:56.520585] ID                                               
[2025-11-20 09:39:56.522276] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.574258] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.626204] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.677924] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.729942] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.781947] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.834141] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.886108] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.938166] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:56.990398] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.042418] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.094618] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.146643] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.198808] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.248883] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:57.249011] ID                                               
[2025-11-20 09:39:57.250759] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.302940] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.355157] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.407268] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.459315] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.511247] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.563874] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.616186] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.668346] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.720663] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.776305] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.831353] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.883434] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.935816] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:57.986008] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:57.986142] ID                                               
[2025-11-20 09:39:57.987910] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.040129] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.092267] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.144576] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.247335] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.249191] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.301487] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.354143] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.407237] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.460301] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.513521] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.566639] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.619061] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.671421] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.721572] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:39:58.721704] ID                                               
[2025-11-20 09:39:58.723678] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.776181] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.828445] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.880391] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.932690] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:58.984779] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:39:59.037146] GPU 0     0.000        0.000        0.000        
