,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2025-11-20,09:21:13.361,   56.66,  117.29,   56.71,  117.69,   57.61,  118.51,   48.31,  116.32,   47.89,  115.19,   47.99,  115.63,  315.17,  700.62,     18820, 1015.79,   14.82,   14.70,   14.65,   14.55,   15.13,   14.70,   13.61,   14.45,   13.56,   14.25,   13.23,   13.82,   84.99,   86.47,     18840,  171.46,    400.16,    787.09,   1187.25
2025-11-20,09:21:13.412,   38.74,   69.03,   39.12,   69.78,   38.47,   69.99,   36.43,   69.08,   36.18,   68.60,   36.59,   68.87,  225.53,  415.35,     18860,  640.87,    9.11,    7.05,    9.07,    7.04,    9.19,    7.18,    8.73,    7.00,    8.92,    6.90,    8.53,    6.56,   53.55,   41.73,     18900,   95.28,    279.08,    457.08,    736.16
2025-11-20,09:21:13.462,   36.98,   62.42,   36.91,   62.46,   37.20,   63.21,   33.78,   61.61,   33.64,   61.06,   33.61,   61.41,  212.11,  372.18,     18580,  584.29,   11.22,   14.83,   11.61,   14.91,   10.85,   14.84,    9.86,   14.88,    9.83,   14.54,    9.58,   13.95,   62.95,   87.95,     18680,  150.90,    275.07,    460.13,    735.20
2025-11-20,09:21:13.512,   24.76,   45.04,   24.69,   45.84,   24.99,   46.40,   22.96,   45.16,   22.62,   44.42,   22.81,   44.67,  142.82,  271.53,     18680,  414.35,    8.11,   10.30,    8.11,   10.28,    7.86,   10.03,    7.10,    9.96,    7.21,   10.09,    6.85,    9.59,   45.24,   60.25,     18660,  105.48,    188.06,    331.78,    519.83
2025-11-20,09:21:13.562,   16.82,   36.99,   16.50,   37.24,   16.78,   37.15,   15.16,   36.27,   15.13,   35.86,   14.98,   36.33,   95.37,  219.84,     18680,  315.21,    5.13,    5.63,    5.28,    5.75,    5.20,    5.68,    4.58,    5.41,    4.73,    5.56,    4.36,    5.11,   29.29,   33.14,     18700,   62.43,    124.66,    252.98,    377.65
2025-11-20,09:21:13.613,   38.58,   61.56,   36.57,   60.06,   36.45,   60.60,   33.73,   59.82,   32.54,   57.29,   33.15,   58.74,  211.02,  358.06,     19040,  569.08,   11.74,   11.77,   12.35,   12.16,   12.05,   12.10,   11.64,   12.04,   11.46,   11.75,   10.91,   10.97,   70.16,   70.79,     19080,  140.94,    281.18,    428.85,    710.02
2025-11-20,09:21:13.661,   24.10,   47.12,   24.73,   47.95,   24.30,   48.37,   21.44,   47.06,   21.07,   46.35,   20.96,   46.45,  136.59,  283.29,     18300,  419.88,   11.69,   10.34,   11.81,   10.29,   11.63,   10.20,   10.87,    9.82,   11.18,   10.23,   10.92,    9.68,   68.09,   60.55,     18080,  128.64,    204.69,    343.83,    548.52
2025-11-20,09:21:13.712,   42.73,   86.24,   42.41,   86.32,   42.88,   86.62,   38.88,   86.32,   38.81,   85.19,   38.53,   85.35,  244.24,  516.03,     18960,  760.27,   14.37,   13.53,   14.22,   13.47,   14.65,   13.90,   12.61,   12.46,   12.73,   12.60,   12.26,   12.05,   80.85,   78.00,     18920,  158.85,    325.09,    594.03,    919.12
2025-11-20,09:21:13.763,   80.44,  182.97,   80.12,  182.98,   79.67,  183.18,   69.72,  180.74,   69.72,  180.08,   69.76,  180.49,  449.43, 1090.45,     18620, 1539.88,   14.48,   14.27,   14.63,   14.48,   14.35,   14.23,   14.22,   14.28,   14.20,   14.14,   14.40,   14.19,   86.28,   85.60,     18820,  171.88,    535.71,   1176.05,   1711.76
2025-11-20,09:21:13.813,   40.60,  125.93,   41.10,  126.43,   40.87,  127.03,   34.76,  124.98,   34.53,  124.47,   34.80,  124.49,  226.67,  753.34,     18720,  980.00,   10.14,    9.36,   10.06,    9.47,   10.19,    9.63,   10.31,    9.76,   10.27,    9.50,   10.03,    9.37,   61.00,   57.08,     18680,  118.08,    287.67,    810.42,   1098.09
2025-11-20,09:21:13.863,  103.52,  160.77,  103.43,  160.27,  103.28,  160.70,   98.14,  159.00,   98.73,  158.93,   98.66,  158.67,  605.77,  958.33,     18700, 1564.10,   11.62,    9.34,   11.69,    9.28,   11.80,    9.44,   11.78,    9.46,   11.56,    9.37,   11.37,    9.09,   69.81,   55.98,     18720,  125.80,    675.58,   1014.32,   1689.89
2025-11-20,09:21:13.913,  103.48,  116.95,  103.09,  116.83,  103.35,  117.11,  100.06,  115.93,  100.15,  115.58,  100.03,  115.62,  610.16,  698.02,     18720, 1308.18,   17.03,   15.42,   17.10,   15.25,   16.94,   15.19,   16.67,   15.46,   16.65,   15.45,   16.16,   14.98,  100.55,   91.74,     18680,  192.30,    710.72,    789.76,   1500.48
2025-11-20,09:21:13.963,  191.10,  332.04,  191.30,  333.20,  191.07,  333.53,  170.98,  326.71,  170.58,  325.77,  170.24,  325.75, 1085.27, 1977.01,     18680, 3062.28,   26.31,   22.43,   26.16,   22.18,   26.16,   22.14,   25.93,   22.27,   26.17,   22.35,   25.97,   22.05,  156.70,  133.42,     18680,  290.12,   1241.96,   2110.43,   3352.40
2025-11-20,09:21:14.014,   24.03,   46.83,   23.91,   46.78,   23.65,   46.59,   19.61,   46.20,   19.82,   46.45,   19.64,   46.38,  130.66,  279.23,     19060,  409.89,    7.40,    8.94,    7.58,    9.19,    7.19,    8.95,    6.52,    8.87,    6.69,    9.06,    6.07,    8.41,   41.45,   53.43,     19080,   94.88,    172.11,    332.66,    504.76
2025-11-20,09:21:14.064,   27.57,   63.26,   27.39,   63.56,   27.54,   64.18,   23.36,   64.31,   23.67,   63.57,   23.60,   64.05,  153.14,  382.93,     18740,  536.07,    6.90,    7.48,    7.22,    7.42,    7.04,    7.64,    6.43,    7.55,    6.54,    7.46,    6.04,    6.78,   40.16,   44.33,     18680,   84.49,    193.30,    427.26,    620.56
2025-11-20,09:21:14.114,   29.76,   62.09,   29.61,   62.68,   29.60,   62.74,   26.55,   62.13,   26.47,   61.89,   26.87,   62.53,  168.86,  374.05,     18680,  542.91,    5.76,    6.36,    5.89,    6.35,    5.77,    6.39,    5.60,    6.58,    5.59,    6.53,    5.30,    5.99,   33.91,   38.20,     18660,   72.11,    202.77,    412.25,    615.02
2025-11-20,09:21:14.164,   40.27,   66.30,   39.58,   66.01,   40.60,   67.11,   36.36,   66.48,   37.05,   65.94,   36.33,   65.88,  230.19,  397.72,     18660,  627.91,    4.64,    4.26,    4.87,    4.54,    4.80,    4.44,    4.76,    4.58,    4.64,    4.41,    4.31,    3.98,   28.03,   26.21,     18680,   54.23,    258.22,    423.92,    682.14
2025-11-20,09:21:14.214,   57.68,   68.61,   57.61,   69.45,   57.75,   69.54,   53.21,   68.59,   53.25,   68.09,   53.51,   68.21,  333.00,  412.49,     18680,  745.49,    8.47,    8.34,    8.51,    8.11,    8.47,    8.16,    8.14,    8.51,    8.25,    8.50,    7.77,    7.92,   49.61,   49.54,     18680,   99.15,    382.62,    462.03,    844.64
2025-11-20,09:21:14.264,   83.81,   95.59,   84.39,   96.20,   84.30,   96.52,   78.89,   95.49,   79.30,   94.67,   78.82,   94.62,  489.52,  573.09,     18680, 1062.61,   11.83,    9.79,   11.83,    9.60,   11.69,    9.76,   11.23,    9.82,   11.25,    9.94,   11.00,    9.43,   68.82,   58.35,     18660,  127.17,    558.34,    631.44,   1189.78
2025-11-20,09:21:14.328,   51.09,   78.46,   50.59,   78.49,   51.20,   79.02,   47.40,   78.29,   47.70,   77.91,   46.83,   77.89,  294.81,  470.06,     18680,  764.87,    7.23,    5.71,    7.35,    5.84,    7.24,    5.72,    7.15,    5.96,    7.28,    5.90,    6.98,    5.78,   43.23,   34.91,     18680,   78.14,    338.04,    504.97,    843.01
2025-11-20,09:21:14.365,  144.16,  128.93,  143.58,  129.63,  143.59,  129.55,  139.66,  127.94,  139.60,  128.76,  139.99,  129.24,  850.58,  774.04,     18840, 1624.62,   18.39,   45.93,   18.98,   46.09,   18.65,   45.99,   16.55,   45.85,   16.91,   46.04,   16.70,   45.29,  106.18,  275.19,     18960,  381.38,    956.76,   1049.24,   2006.00
2025-11-20,09:21:14.414,   38.13,   62.38,   38.22,   62.18,   38.00,   62.03,   35.17,   60.28,   34.79,   59.76,   34.93,   59.86,  219.25,  366.50,     18680,  585.74,   21.02,   18.89,   21.14,   19.13,   21.50,   19.18,   16.46,   17.90,   16.92,   18.45,   16.20,   17.85,  113.24,  111.40,     18520,  224.64,    332.49,    477.89,    810.38
2025-11-20,09:21:14.464,   21.95,   36.70,   21.86,   36.79,   22.05,   37.08,   20.96,   36.37,   20.94,   36.36,   20.59,   36.02,  128.36,  219.32,     18560,  347.67,   10.65,   17.88,   11.22,   18.38,   10.90,   18.28,    8.46,   17.80,    8.50,   17.63,    8.57,   17.79,   58.29,  107.76,     18560,  166.05,    186.64,    327.08,    513.72
2025-11-20,09:21:14.515,   22.37,   36.71,   22.48,   36.23,   22.27,   36.80,   19.66,   35.10,   20.19,   34.85,   19.81,   34.87,  126.79,  214.56,     18900,  341.35,   11.53,   21.37,   11.70,   21.18,   11.53,   21.37,    9.05,   20.88,    9.22,   20.93,    8.95,   20.76,   61.98,  126.49,     18980,  188.47,    188.77,    341.05,    529.82
2025-11-20,09:21:14.564,   30.48,   49.67,   30.67,   49.94,   30.21,   49.80,   27.94,   48.63,   27.69,   48.24,   27.99,   48.29,  174.99,  294.57,     18600,  469.56,   17.07,   25.22,   17.16,   25.48,   17.72,   25.83,   13.89,   24.80,   14.47,   25.24,   14.12,   24.90,   94.43,  151.48,     18540,  245.91,    269.42,    446.04,    715.46
2025-11-20,09:21:14.615,   22.85,   37.37,   22.96,   36.92,   23.23,   37.67,   20.97,   36.08,   20.95,   35.92,   20.57,   35.58,  131.53,  219.54,     18900,  351.07,   24.12,   34.69,   24.02,   35.06,   23.73,   34.91,   19.72,   34.02,   20.22,   34.37,   19.98,   33.46,  131.80,  206.50,     18900,  338.30,    263.33,    426.04,    689.37
2025-11-20,09:21:14.665,   44.11,   54.63,   43.92,   54.79,   44.06,   55.32,   42.16,   53.65,   42.48,   53.74,   42.47,   53.60,  259.19,  325.72,     18580,  584.91,   12.01,   24.50,   12.18,   25.01,   11.90,   24.61,    9.82,   24.45,    9.87,   24.15,    9.65,   24.42,   65.42,  147.16,     18580,  212.58,    324.61,    472.88,    797.49
2025-11-20,09:21:14.715,  152.61,   93.20,  152.51,   92.77,  152.36,   92.95,  149.35,   90.55,  150.08,   91.03,  150.08,   91.12,  906.99,  551.61,     18580, 1458.60,  131.06,   55.88,  132.48,   55.81,  132.40,   55.88,  130.10,   55.76,  130.01,   56.25,  131.18,   56.06,  787.23,  335.63,     18540, 1122.86,   1694.22,    887.24,   2581.46
2025-11-20,09:21:14.766,   22.35,   34.78,   22.50,   35.29,   22.93,   35.40,   20.74,   34.50,   20.59,   33.94,   20.30,   33.95,  129.41,  207.86,     18920,  337.27,   16.74,   12.83,   17.20,   13.12,   16.97,   13.39,   14.80,   12.74,   14.52,   12.52,   14.94,   12.51,   95.17,   77.12,     18900,  172.29,    224.58,    284.98,    509.56
2025-11-20,09:21:14.816,   13.70,   29.38,   13.53,   29.46,   13.68,   29.94,   12.36,   28.80,   12.54,   28.72,   12.36,   28.61,   78.18,  174.90,     18700,  253.08,   13.46,   11.72,   13.51,   11.84,   13.21,   11.69,   11.62,   11.19,   11.49,   11.14,   11.71,   11.13,   75.00,   68.71,     18720,  143.72,    153.18,    243.61,    396.79
2025-11-20,09:21:14.866,   32.25,   44.55,   31.89,   45.00,   31.83,   45.35,   29.53,   44.56,   29.54,   43.59,   29.34,   43.82,  184.38,  266.87,     18700,  451.24,   19.43,   16.36,   19.41,   16.32,   19.48,   16.14,   17.59,   15.77,   17.62,   15.99,   17.48,   15.69,  111.01,   96.28,     18680,  207.29,    295.39,    363.14,    658.53
2025-11-20,09:21:14.916,   16.82,   32.43,   16.80,   32.75,   16.84,   32.62,   15.95,   32.43,   15.56,   31.76,   15.71,   32.00,   97.68,  193.99,     18720,  291.67,    7.90,    5.80,    8.27,    5.79,    8.52,    6.01,    8.06,    6.01,    8.06,    5.96,    8.02,    5.72,   48.84,   35.29,     18720,   84.12,    146.51,    229.28,    375.79
2025-11-20,09:21:14.966,   29.20,   45.68,   28.99,   45.56,   28.62,   45.73,   27.69,   45.37,   27.71,   44.97,   27.59,   45.16,  169.80,  272.48,     18660,  442.28,   10.99,   10.22,   11.20,   10.21,   11.39,   10.45,    9.96,   10.18,    9.81,   10.26,    9.74,    9.56,   63.10,   60.88,     18660,  123.98,    232.90,    333.36,    566.26
2025-11-20,09:21:15.016,   23.69,   36.69,   23.44,   36.35,   23.54,   36.91,   21.50,   35.15,   21.28,   34.80,   21.32,   35.04,  134.76,  214.94,     18700,  349.70,   11.03,   17.25,   10.55,   17.24,   10.80,   17.28,    8.41,   16.73,    8.97,   17.03,    8.31,   16.49,   58.06,  102.01,     18700,  160.07,    192.83,    316.95,    509.77
2025-11-20,09:21:15.066,   20.77,   35.18,   20.66,   35.27,   21.56,   36.17,   19.11,   34.51,   19.30,   34.18,   19.16,   34.18,  120.56,  209.49,     18680,  330.05,   11.90,   17.64,   11.82,   17.54,   12.13,   17.83,    9.89,   17.53,   10.22,   17.67,    9.52,   16.97,   65.48,  105.17,     18700,  170.65,    186.04,    314.66,    500.70
2025-11-20,09:21:15.116,   35.93,   47.08,   35.70,   47.05,   36.14,   47.88,   32.56,   45.23,   32.82,   45.12,   33.07,   45.48,  206.21,  277.83,     18720,  484.04,   18.43,   33.80,   18.19,   34.07,   18.38,   34.20,   14.05,   33.57,   14.38,   33.35,   13.83,   32.72,   97.25,  201.71,     18700,  298.96,    303.46,    479.54,    783.00
2025-11-20,09:21:15.166,   29.86,   42.04,   29.78,   42.14,   29.42,   42.19,   27.56,   40.45,   27.48,   40.12,   27.81,   40.64,  171.92,  247.59,     18720,  419.51,   15.74,   29.06,   15.82,   29.18,   15.73,   29.38,   12.79,   29.37,   12.59,   29.13,   12.21,   28.75,   84.88,  174.86,     18720,  259.74,    256.80,    422.45,    679.25
2025-11-20,09:21:15.216,   37.46,   52.57,   37.24,   51.66,   38.25,   53.19,   34.15,   49.92,   33.48,   49.29,   33.70,   49.85,  214.29,  306.49,     18700,  520.78,   20.29,   31.05,   20.45,   31.02,   20.40,   31.05,   16.59,   30.38,   16.91,   30.50,   16.00,   30.27,  110.63,  184.28,     18700,  294.91,    324.92,    490.76,    815.68
2025-11-20,09:21:15.266,   39.95,   58.21,   39.38,   58.26,   40.45,   59.50,   36.45,   56.89,   36.38,   56.29,   37.09,   56.91,  229.71,  346.06,     18720,  575.77,   18.44,   30.74,   18.49,   31.14,   18.65,   31.08,   15.01,   30.58,   15.18,   30.64,   14.69,   30.07,  100.45,  184.25,     18720,  284.70,    330.16,    530.31,    860.47
2025-11-20,09:21:15.317,   42.32,   53.24,   42.15,   53.22,   42.19,   53.64,   39.10,   51.28,   39.41,   51.16,   39.88,   51.40,  245.04,  313.95,     18680,  558.99,   30.60,   41.03,   30.38,   41.34,   30.71,   41.26,   28.41,   41.62,   28.42,   40.76,   28.27,   41.63,  176.78,  247.64,     18740,  424.43,    421.82,    561.60,    983.42
2025-11-20,09:21:15.367,  103.33,   81.17,  103.85,   81.91,  104.20,   81.71,  100.62,   79.72,  100.86,   79.50,  101.58,   79.60,  614.45,  483.61,     18820, 1098.06,   86.14,   78.06,   86.73,   78.79,   86.31,   78.44,   81.74,   77.78,   82.22,   77.96,   81.31,   77.24,  504.45,  468.27,     18720,  972.72,   1118.90,    951.88,   2070.78
2025-11-20,09:21:15.419,  157.46,  125.12,  158.22,  125.02,  158.04,  126.76,  153.76,  123.92,  153.57,  123.11,  153.14,  123.15,  934.19,  747.07,     18840, 1681.26,  374.85,   91.62,  374.39,   90.79,  374.78,   91.22,  373.05,   91.87,  373.32,   92.01,  372.67,   91.41, 2243.06,  548.93,     18780, 2791.99,   3177.25,   1296.00,   4473.25
2025-11-20,09:21:15.468,   52.16,   67.25,   54.14,   69.21,   51.89,   67.46,   48.68,   65.48,   48.05,   64.59,   47.69,   64.17,  302.62,  398.17,     18880,  700.78,   61.57,   39.85,   61.72,   40.26,   62.25,   40.60,   56.53,   37.93,   55.98,   37.34,   53.71,   35.31,  351.76,  231.29,     18840,  583.05,    654.37,    629.46,   1283.83
2025-11-20,09:21:15.518,   58.02,   63.45,   61.72,   66.70,   53.48,   58.89,   55.16,   61.18,   54.41,   60.20,   52.43,   58.70,  335.21,  369.11,     18720,  704.32,   51.20,   43.91,   52.10,   44.81,   54.08,   46.90,   46.97,   41.10,   45.94,   39.74,   40.17,   34.59,  290.47,  251.04,     18720,  541.51,    625.68,    620.15,   1245.83
2025-11-20,09:21:15.568,   76.48,   90.98,   76.14,   91.44,   78.02,   93.50,   70.66,   88.96,   71.49,   88.48,   70.65,   88.39,  443.44,  541.75,     18700,  985.19,   62.53,   62.64,   62.80,   62.50,   62.17,   62.94,   56.56,   62.09,   56.56,   61.60,   56.51,   61.16,  357.13,  372.93,     18760,  730.07,    800.57,    914.68,   1715.26
2025-11-20,09:21:15.618,   31.52,   54.78,   31.57,   54.98,   31.42,   54.93,   27.87,   53.72,   27.91,   53.39,   27.84,   53.65,  178.13,  325.45,     18720,  503.58,   23.88,   29.22,   23.63,   29.50,   23.59,   29.58,   19.26,   28.53,   19.35,   27.96,   19.76,   28.60,  129.47,  173.38,     18680,  302.85,    307.60,    498.83,    806.43
2025-11-20,09:21:15.668,   19.83,   25.70,   19.38,   25.58,   18.77,   25.95,   17.77,   25.53,   17.94,   25.52,   18.35,   25.83,  112.03,  154.12,     18720,  266.15,   19.00,   27.23,   19.95,   27.30,   18.80,   26.80,   16.12,   26.74,   15.63,   26.63,   16.03,   26.81,  105.52,  161.51,     18740,  267.04,    217.55,    315.63,    533.19
2025-11-20,09:21:15.718,   12.97,   26.64,   12.98,   26.57,   12.81,   26.27,   11.19,   25.24,   11.33,   24.98,   11.29,   24.73,   72.57,  154.43,     18680,  227.00,   14.97,   25.08,   15.25,   25.39,   14.78,   25.19,   11.92,   24.66,   11.96,   25.02,   12.12,   24.85,   81.00,  150.19,     18680,  231.19,    153.57,    304.62,    458.19
