[2025-11-20 09:21:12.200384] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:16.657402] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:16.707448] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:16.707474] ID                                               
[2025-11-20 09:21:16.708319] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:16.759824] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:16.811848] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:16.863917] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:16.916032] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:16.968251] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.020225] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.072301] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.124428] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.176612] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.228546] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.280651] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.332581] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.384623] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.434792] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:17.434901] ID                                               
[2025-11-20 09:21:17.436684] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.488636] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.540605] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.592604] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.644510] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.696560] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.748464] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.800594] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.852594] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.904547] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:17.956563] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.008641] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.060501] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.112627] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.162801] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:18.162914] ID                                               
[2025-11-20 09:21:18.164667] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.216912] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.268860] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.320961] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.373040] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.425179] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.477209] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.529039] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.580816] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.632568] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.684410] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.736149] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.788055] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.839757] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.889939] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:18.890042] ID                                               
[2025-11-20 09:21:18.891477] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.943441] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:18.995242] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.047042] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.098828] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.150543] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.202338] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.254057] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.305726] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.357563] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.409326] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.461157] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.513458] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.565315] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.615489] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:19.615596] ID                                               
[2025-11-20 09:21:19.617405] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.669787] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.721805] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.773676] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.825427] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.877259] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.929022] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:19.980896] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.032618] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.084515] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.136225] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.188027] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.239742] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.291606] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.341780] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:20.341882] ID                                               
[2025-11-20 09:21:20.343277] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.395147] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.447017] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.499215] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.551388] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.603639] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.655682] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.707723] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.759935] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.812265] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.864329] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.916544] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:20.968697] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.020902] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.071088] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:21.071199] ID                                               
[2025-11-20 09:21:21.072958] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.125251] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.177247] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.229269] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.280959] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.332749] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.384464] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.436505] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.488492] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.540669] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.593488] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.646177] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.698443] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.750896] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.801039] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:21.801151] ID                                               
[2025-11-20 09:21:21.803181] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.855475] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.907588] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:21.959952] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.012048] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.064414] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.116566] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.168866] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.221029] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.273329] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.325434] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.377711] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.429786] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.482207] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.532350] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:22.532463] ID                                               
[2025-11-20 09:21:22.534429] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.586797] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.638822] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.691184] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.743332] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.795489] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.847630] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.899779] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:22.951810] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.004052] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.056195] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.108273] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.160230] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.212219] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.262398] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:23.262500] ID                                               
[2025-11-20 09:21:23.263966] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.315919] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.367814] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.419707] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.471580] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.523468] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.575559] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.627848] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.679803] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.732131] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.784358] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.836311] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.888191] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.940176] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:23.990339] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:23.990441] ID                                               
[2025-11-20 09:21:23.991943] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.043795] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.095607] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.147384] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.199185] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.251316] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.303479] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.355564] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.407850] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.459963] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.511941] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.564007] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.616048] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.668113] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.718244] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:24.718353] ID                                               
[2025-11-20 09:21:24.720147] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.772226] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.824285] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.876241] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.928345] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:24.980399] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.032486] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.084576] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.136649] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.188795] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.240998] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.293171] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.345241] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.397271] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.447416] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:25.450431] ID                                               
[2025-11-20 09:21:25.450473] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.501419] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.553606] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.605739] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.657566] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.709641] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.761528] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.813587] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.865534] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.917909] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:25.970270] GPU 0     0.000        0.000        0.001        
[2025-11-20 09:21:26.022863] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.075294] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.128370] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.178558] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:26.178707] ID                                               
[2025-11-20 09:21:26.181496] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.234770] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.287619] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.340112] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.392203] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.444382] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.496393] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.548479] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.600499] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.653112] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.705826] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.758773] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.811579] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.864671] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.914860] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:26.915010] ID                                               
[2025-11-20 09:21:26.917716] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:26.970830] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.023714] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.076720] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.129886] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.183147] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.236257] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.289527] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.342479] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.395702] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.448571] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.501818] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.554906] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.607797] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.657932] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:27.658074] ID                                               
[2025-11-20 09:21:27.660388] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.712934] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.765233] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.817198] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.869090] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.921618] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:27.973925] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.026523] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.079205] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.132328] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.185471] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.238688] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.291860] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.344904] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.395007] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:28.395152] ID                                               
[2025-11-20 09:21:28.398002] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.451239] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.504400] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.557654] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.610800] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.663906] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.716921] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.770023] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.823095] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.876004] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.929004] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:28.982086] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.035211] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.088285] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.138513] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:29.138668] ID                                               
[2025-11-20 09:21:29.141397] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.194626] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.247608] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.300518] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.353696] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.406685] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.459778] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.512804] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.565934] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.619026] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.672202] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.725438] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.778663] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.831698] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.881889] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-20 09:21:29.882005] ID                                               
[2025-11-20 09:21:29.884368] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.937141] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:29.989684] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:30.042508] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:30.095513] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:30.148603] GPU 0     0.000        0.000        0.000        
[2025-11-20 09:21:30.201677] GPU 0     0.000        0.000        0.000        
