,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2026-06-02,06:18:51.161,   11.95,   11.57,   11.85,   11.61,   11.67,   11.57,   11.27,   11.07,   11.39,   11.35,   11.38,   11.32,   69.51,   68.48,     18740,  137.99,    9.37,   12.42,    8.99,   12.32,    9.02,   12.16,    8.30,   11.87,    8.78,   12.13,    8.31,   11.66,   52.77,   72.55,     18700,  125.33,    122.28,    141.03,    263.31
2026-06-02,06:18:51.211,   10.60,    9.11,   10.97,    9.16,   10.45,    9.05,   10.08,    8.92,   10.19,    8.94,   10.29,    8.89,   62.58,   54.08,     18740,  116.66,   10.52,   12.97,   10.25,   12.56,   10.36,   12.56,    9.06,   12.01,    9.29,   12.41,    9.04,   11.90,   58.53,   74.41,     18740,  132.93,    121.11,    128.49,    249.60
2026-06-02,06:18:51.262,   50.72,   29.47,   54.58,   33.18,   55.43,   34.43,   46.58,   28.15,   50.19,   31.14,   48.48,   29.62,  305.99,  186.00,     18740,  492.00,   14.32,   21.65,   14.56,   21.78,   14.52,   21.71,   12.12,   19.78,   14.39,   22.28,   12.58,   20.06,   82.49,  127.26,     18780,  209.75,    388.49,    313.26,    701.75
2026-06-02,06:18:51.312,   22.54,   16.34,   22.96,   16.55,   24.77,   18.26,   19.69,   14.38,   20.21,   14.84,   21.83,   16.18,  131.99,   96.56,     18780,  228.54,    7.73,   13.82,    8.43,   14.46,    8.46,   14.29,    6.79,   13.11,    7.73,   14.06,    6.89,   13.34,   46.02,   83.08,     18720,  129.10,    178.01,    179.63,    357.64
2026-06-02,06:18:51.362,   21.04,   16.24,   21.09,   16.18,   20.99,   16.44,   19.80,   15.90,   20.03,   16.24,   19.85,   16.12,  122.79,   97.12,     18800,  219.91,   15.28,   18.26,   15.06,   17.88,   15.07,   18.19,   13.91,   17.20,   14.26,   17.49,   13.92,   17.13,   87.51,  106.16,     18820,  193.67,    210.30,    203.29,    413.59
2026-06-02,06:18:51.413,   62.31,   38.82,   63.91,   40.00,   65.57,   41.90,   57.73,   37.06,   57.56,   37.37,   59.16,   38.89,  366.25,  234.04,     18760,  600.29,   19.57,   26.23,   20.00,   26.58,   19.78,   26.56,   17.43,   24.04,   18.74,   25.44,   18.03,   24.63,  113.55,  153.48,     18780,  267.02,    479.79,    387.52,    867.31
2026-06-02,06:18:51.462,   39.62,   25.48,   39.96,   25.70,   40.57,   26.21,   39.07,   26.54,   38.18,   25.55,   37.89,   25.14,  235.28,  154.63,     18480,  389.90,   59.96,   40.96,   59.38,   40.84,   60.91,   42.16,   53.64,   39.33,   54.59,   40.07,   54.10,   39.52,  342.58,  242.87,     18500,  585.45,    577.86,    397.50,    975.35
2026-06-02,06:18:51.512,   51.62,   22.60,   51.52,   22.30,   52.14,   22.72,   50.79,   22.61,   49.98,   22.16,   50.51,   22.16,  306.55,  134.54,     18760,  441.09,   35.82,   41.07,   35.51,   41.09,   35.95,   41.11,   32.86,   40.74,   33.09,   40.93,   32.81,   40.10,  206.03,  245.04,     18760,  451.07,    512.57,    379.58,    892.15
2026-06-02,06:18:51.563,  115.94,   63.21,  117.70,   63.78,  117.66,   63.92,  108.07,   59.69,  108.06,   60.15,  109.50,   61.37,  676.93,  372.13,     18840, 1049.06,   53.67,   68.47,   53.71,   68.87,   54.08,   69.77,   46.73,   66.95,   48.34,   67.97,   47.05,   67.05,  303.57,  409.08,     18820,  712.65,    980.50,    781.21,   1761.72
2026-06-02,06:18:51.613,   92.72,   52.20,   93.48,   52.24,   95.01,   54.41,   84.57,   49.04,   85.71,   50.75,   82.69,   46.69,  534.19,  305.34,     18428,  839.53,   40.51,   63.38,   40.76,   63.92,   39.91,   63.32,   32.65,   60.49,   33.53,   61.54,   32.46,   59.71,  219.81,  372.36,     18448,  592.18,    754.00,    677.71,   1431.71
2026-06-02,06:18:51.663,   37.63,   20.45,   37.64,   20.61,   37.64,   20.68,   36.37,   20.30,   36.53,   20.42,   36.60,   20.24,  222.41,  122.70,     18800,  345.11,   57.37,  113.66,   56.79,  113.41,   57.41,  113.67,   47.82,  113.01,   48.48,  113.64,   47.97,  113.20,  315.85,  680.59,     18760,  996.44,    538.26,    803.29,   1341.56
2026-06-02,06:18:51.713,   35.94,   19.40,   36.28,   19.66,   35.56,   19.84,   34.44,   19.01,   34.76,   19.35,   35.31,   19.13,  212.29,  116.39,     18720,  328.68,   33.43,   48.50,   32.95,   48.84,   33.09,   48.57,   28.99,   47.90,   29.95,   47.80,   28.97,   47.69,  187.38,  289.31,     18760,  476.69,    399.67,    405.69,    805.36
2026-06-02,06:18:51.764,   73.46,   41.97,   75.00,   43.44,   77.18,   47.03,   67.55,   38.53,   68.73,   40.39,   66.48,   37.39,  428.40,  248.75,     18740,  677.15,   36.17,   51.90,   37.28,   53.12,   36.00,   51.92,   32.02,   50.58,   32.93,   51.54,   32.26,   51.10,  206.66,  310.17,     18720,  516.83,    635.06,    558.92,   1193.98
2026-06-02,06:18:51.814,   36.04,   23.00,   37.57,   23.45,   40.93,   27.74,   35.13,   22.80,   36.50,   25.11,   35.10,   23.11,  221.27,  145.21,     18720,  366.48,   27.18,   38.41,   28.13,   38.99,   26.10,   37.41,   23.24,   36.72,   24.79,   38.39,   24.04,   37.58,  153.48,  227.51,     18740,  380.99,    374.75,    372.71,    747.47
2026-06-02,06:18:51.864,   14.92,   12.87,   14.99,   13.17,   14.86,   13.04,   14.25,   12.79,   14.25,   12.93,   14.30,   12.78,   87.58,   77.58,     18720,  165.16,   19.71,   26.52,   19.60,   26.44,   19.27,   26.23,   17.90,   25.71,   18.04,   26.08,   17.62,   25.61,  112.14,  156.58,     18700,  268.71,    199.71,    234.16,    433.87
2026-06-02,06:18:51.913,   53.32,   32.70,   53.79,   32.37,   53.93,   33.26,   51.91,   32.36,   52.27,   32.69,   52.05,   32.09,  317.27,  195.47,     18660,  512.74,   44.49,   56.82,   43.54,   56.39,   43.68,   56.05,   39.22,   55.45,   39.80,   55.86,   38.66,   54.64,  249.39,  335.21,     18540,  584.60,    566.66,    530.68,   1097.34
2026-06-02,06:18:51.963,   74.46,   33.87,   75.55,   34.16,   75.13,   34.41,   70.67,   33.65,   70.44,   33.40,   70.28,   33.45,  436.54,  202.93,     18780,  639.47,   30.79,   37.00,   30.97,   36.64,   30.93,   36.73,   28.66,   35.80,   28.28,   35.64,   28.03,   35.64,  177.66,  217.46,     18760,  395.12,    614.20,    420.39,   1034.59
2026-06-02,06:18:52.014,   58.07,   34.66,   58.70,   34.26,   58.19,   34.97,   56.50,   33.98,   55.91,   34.11,   56.62,   33.68,  343.98,  205.67,     18800,  549.65,  132.43,   68.28,  131.21,   67.70,  131.81,   68.54,  128.44,   67.36,  128.60,   67.69,  128.76,   67.75,  781.25,  407.32,     18880, 1188.57,   1125.24,    612.99,   1738.22
2026-06-02,06:18:52.064,  142.33,   22.86,  142.27,   22.45,  142.62,   22.70,  141.92,   22.46,  141.65,   22.54,  141.24,   22.45,  852.02,  135.46,     18480,  987.49,   30.27,   73.45,   29.97,   73.33,   29.62,   73.25,   24.36,   72.35,   25.00,   72.62,   24.59,   71.82,  163.82,  436.83,     18540,  600.64,   1015.84,    572.29,   1588.13
2026-06-02,06:18:52.114,  167.60,   34.15,  168.00,   33.91,  166.74,   34.08,  164.35,   33.21,  164.95,   33.60,  166.01,   33.24,  997.66,  202.17,     18740, 1199.83,   61.42,  153.57,   60.56,  152.87,   60.73,  153.74,   46.72,  150.95,   47.52,  151.87,   46.69,  150.78,  323.64,  913.79,     18780, 1237.43,   1321.30,   1115.96,   2437.26
2026-06-02,06:18:52.164,  145.94,   38.90,  146.78,   39.33,  146.43,   39.19,  143.68,   38.41,  142.53,   38.40,  142.64,   38.22,  868.01,  232.45,     18720, 1100.47,   54.62,  152.45,   53.41,  151.72,   53.77,  151.97,   40.86,  151.17,   42.18,  152.18,   41.29,  150.97,  286.13,  910.45,     18740, 1196.58,   1154.14,   1142.90,   2297.05
2026-06-02,06:18:52.215,   61.11,   25.66,   60.99,   25.73,   60.70,   25.81,   58.49,   24.73,   58.37,   24.81,   58.82,   24.98,  358.50,  151.72,     18740,  510.23,   31.85,   58.37,   31.83,   58.45,   31.67,   58.35,   26.00,   57.82,   26.75,   57.96,   26.17,   57.84,  174.27,  348.79,     18720,  523.05,    532.77,    500.51,   1033.28
2026-06-02,06:18:52.265,   91.84,   37.06,   92.91,   37.54,   92.14,   37.21,   88.97,   36.29,   88.90,   36.36,   88.59,   36.04,  543.36,  220.50,     18900,  763.86,   44.74,   76.60,   44.21,   76.14,   44.77,   76.66,   39.62,   75.74,   40.40,   76.63,   39.55,   75.32,  253.28,  457.09,     18900,  710.38,    796.64,    677.60,   1474.24
2026-06-02,06:18:52.315,   70.62,   31.92,   71.20,   32.00,   70.42,   32.33,   68.08,   31.38,   68.75,   31.52,   68.77,   31.67,  417.84,  190.81,     18780,  608.65,   67.56,   76.59,   67.23,   76.33,   67.37,   76.83,   61.92,   75.93,   62.54,   76.37,   61.63,   75.52,  388.23,  457.57,     18760,  845.80,    806.07,    648.38,   1454.45
2026-06-02,06:18:52.365,  113.90,   41.27,  115.18,   41.75,  114.81,   41.28,  110.96,   40.63,  110.40,   40.82,  110.22,   40.26,  675.46,  246.00,     18720,  921.46,   82.41,   78.18,   82.36,   77.57,   81.81,   77.19,   77.01,   76.07,   78.31,   76.36,   76.90,   75.77,  478.81,  461.14,     18740,  939.94,   1154.27,    707.14,   1861.41
2026-06-02,06:18:52.416,  132.96,   39.00,  133.19,   39.31,  133.38,   38.87,  129.53,   38.21,  129.61,   38.21,  129.48,   37.95,  788.15,  231.55,     18720, 1019.70,   69.80,   94.43,   68.81,   94.00,   68.99,   94.74,   62.59,   93.83,   63.46,   94.97,   63.03,   93.76,  396.69,  565.72,     18700,  962.41,   1184.84,    797.27,   1982.12
2026-06-02,06:18:52.466,  149.66,   60.05,  150.12,   59.97,  149.08,   60.37,  143.19,   58.95,  143.43,   58.95,  143.92,   58.79,  879.40,  357.08,     18760, 1236.48,   92.08,   78.27,   91.39,   78.38,   91.96,   78.33,   82.78,   76.90,   82.70,   76.78,   82.22,   76.10,  523.13,  464.76,     18760,  987.89,   1402.53,    821.84,   2224.37
2026-06-02,06:18:52.516,  132.90,   45.64,  133.42,   45.48,  132.83,   46.08,  126.88,   44.47,  126.84,   45.07,  127.45,   44.96,  780.31,  271.70,     18680, 1052.01,   40.52,   51.09,   40.31,   50.80,   40.16,   51.01,   35.95,   50.08,   36.02,   50.11,   35.40,   49.38,  228.37,  302.47,     18700,  530.83,   1008.68,    574.17,   1582.85
2026-06-02,06:18:52.566,  112.20,   50.69,  112.10,   50.51,  112.32,   50.94,  107.06,   49.32,  107.75,   48.97,  107.88,   49.14,  659.31,  299.56,     18720,  958.87,   49.79,   65.77,   49.56,   65.10,   49.80,   65.62,   44.89,   64.11,   45.51,   64.95,   45.15,   63.96,  284.70,  389.51,     18860,  674.21,    944.01,    689.07,   1633.08
2026-06-02,06:18:52.616,  158.51,   62.48,  159.23,   62.84,  158.57,   63.65,  149.61,   61.04,  150.43,   61.04,  151.27,   60.97,  927.62,  372.02,     18780, 1299.64,   72.43,   62.30,   71.92,   62.07,   72.64,   63.23,   67.65,   60.64,   68.85,   61.43,   67.29,   60.15,  420.78,  369.82,     18740,  790.60,   1348.40,    741.84,   2090.24
2026-06-02,06:18:52.666,  155.53,   60.49,  155.57,   60.83,  154.88,   60.91,  147.52,   58.78,  147.59,   58.96,  148.03,   59.08,  909.11,  359.06,     18700, 1268.16,  317.61,  116.02,  314.81,  114.81,  315.79,  115.08,  311.62,  113.66,  312.92,  114.55,  313.04,  113.48, 1885.79,  687.61,     18780, 2573.40,   2794.90,   1046.67,   3841.56
2026-06-02,06:18:52.716,  107.10,   41.12,  108.29,   41.32,  107.51,   41.11,  104.22,   40.11,  104.17,   40.56,  103.71,   40.10,  635.00,  244.32,     18368,  879.32,   31.28,   27.51,   30.75,   27.25,   31.17,   27.48,   28.75,   26.45,   29.54,   27.10,   29.26,   26.48,  180.76,  162.27,     18368,  343.02,    815.76,    406.59,   1222.35
2026-06-02,06:18:52.767,  103.83,   37.13,  104.27,   37.26,  103.04,   37.01,   98.62,   36.36,   97.82,   36.58,   98.41,   36.30,  605.99,  220.64,     19058,  826.63,   48.45,   60.68,   47.71,   60.44,   47.99,   61.03,   42.81,   59.12,   44.19,   59.56,   42.63,   58.49,  273.78,  359.32,     19058,  633.10,    879.77,    579.96,   1459.73
2026-06-02,06:18:52.817,   62.72,   33.30,   63.13,   33.44,   63.24,   33.72,   60.46,   33.07,   60.47,   33.42,   60.03,   33.07,  370.05,  200.02,     18545,  570.07,   38.26,   41.62,   37.88,   41.36,   38.27,   41.68,   35.59,   40.39,   36.25,   41.24,   35.62,   40.39,  221.86,  246.67,     18388,  468.53,    591.91,    446.68,   1038.60
2026-06-02,06:18:52.867,  713.52,  286.51,  714.62,  287.92,  713.35,  287.21,  689.77,  268.80,  692.39,  269.31,  691.82,  269.48, 4215.47, 1669.21,     18800, 5884.68,   45.95,   52.27,   45.63,   52.10,   45.54,   51.91,   39.99,   50.53,   40.28,   50.79,   40.14,   50.03,  257.54,  307.63,     18720,  565.17,   4473.01,   1976.84,   6449.85
2026-06-02,06:18:52.917,  231.51,   67.12,  232.27,   67.44,  231.51,   67.00,  226.34,   65.83,  226.77,   65.74,  227.25,   65.38, 1375.65,  398.52,     18740, 1774.17,   61.81,   65.42,   60.57,   64.60,   61.34,   65.26,   55.51,   64.12,   56.80,   64.52,   56.28,   64.09,  352.31,  387.99,     18720,  740.30,   1727.96,    786.51,   2514.47
2026-06-02,06:18:52.967,  117.02,   38.78,  117.18,   39.19,  117.54,   39.18,  113.71,   38.46,  113.48,   38.22,  114.16,   38.24,  693.09,  232.07,     18760,  925.16,   58.52,   59.67,   58.61,   60.15,   58.57,   60.34,   53.77,   58.81,   54.81,   59.37,   53.79,   58.31,  338.07,  356.66,     18740,  694.72,   1031.16,    588.73,   1619.89
2026-06-02,06:18:53.017,  106.51,   32.11,  107.56,   32.55,  106.73,   32.08,  102.81,   31.59,  103.23,   31.50,  103.10,   31.73,  629.94,  191.55,     18780,  821.49,   43.40,   51.46,   42.61,   51.64,   43.47,   52.13,   39.47,   50.20,   41.17,   51.41,   39.31,   50.32,  249.42,  307.14,     18760,  556.57,    879.36,    498.69,   1378.06
2026-06-02,06:18:53.068,  118.84,   40.02,  120.02,   40.48,  119.81,   40.09,  115.75,   38.88,  115.34,   38.86,  115.18,   38.16,  704.94,  236.49,     18720,  941.43,   57.30,   43.99,   57.04,   43.97,   57.71,   44.00,   52.89,   42.47,   53.15,   42.58,   51.78,   41.90,  329.88,  258.92,     18720,  588.80,   1034.82,    495.41,   1530.23
2026-06-02,06:18:53.118,   94.23,   49.80,   94.26,   49.49,   94.05,   49.79,   90.66,   49.06,   91.13,   49.41,   91.29,   48.92,  555.62,  296.49,     18645,  852.11,   45.58,   77.58,   45.04,   77.81,   45.08,   77.71,   39.10,   76.20,   40.62,   76.93,   39.49,   76.25,  254.91,  462.47,     18625,  717.38,    810.53,    758.96,   1569.49
2026-06-02,06:18:53.169,  114.63,   37.95,  115.45,   38.25,  115.23,   38.03,  110.89,   37.23,  111.00,   36.92,  111.40,   37.02,  678.60,  225.40,     18760,  904.00,   50.00,   65.23,   49.23,   64.99,   49.93,   65.20,   44.61,   63.76,   45.65,   64.42,   44.63,   63.83,  284.05,  387.43,     18740,  671.48,    962.65,    612.83,   1575.48
2026-06-02,06:18:53.219,   96.00,   37.77,   95.97,   38.26,   96.51,   38.11,   92.49,   37.32,   92.38,   37.22,   92.17,   37.26,  565.51,  225.94,     18720,  791.45,   38.11,   42.37,   37.94,   41.84,   38.09,   42.32,   34.82,   41.00,   36.13,   41.68,   34.83,   40.25,  219.92,  249.46,     18720,  469.38,    785.43,    475.40,   1260.83
2026-06-02,06:18:53.269,   73.34,   27.59,   73.85,   27.64,   73.49,   27.47,   70.82,   26.96,   70.87,   27.04,   71.17,   26.78,  433.54,  163.48,     18740,  597.01,  134.66,   82.64,  134.85,   82.02,  134.95,   82.20,  132.49,   80.70,  133.71,   82.16,  132.44,   80.46,  803.09,  490.19,     18740, 1293.28,   1236.63,    653.66,   1890.29
2026-06-02,06:18:53.319,   63.40,   26.84,   63.89,   26.74,   62.99,   27.05,   60.09,   26.17,   60.31,   26.35,   60.93,   25.97,  371.62,  159.12,     18720,  530.74,  450.28,  117.32,  450.27,  117.26,  451.10,  117.05,  446.08,  115.88,  447.38,  116.97,  445.56,  115.05, 2690.67,  699.52,     18720, 3390.19,   3062.29,    858.65,   3920.93
2026-06-02,06:18:53.369,   38.38,   22.24,   38.45,   22.03,   38.67,   22.74,   36.71,   21.77,   36.89,   22.03,   37.16,   21.60,  226.25,  132.42,     18760,  358.67,   36.86,   37.68,   36.28,   37.96,   36.12,   37.95,   33.64,   36.72,   34.76,   37.33,   34.04,   36.68,  211.70,  224.32,     18720,  436.02,    437.95,    356.73,    794.69
2026-06-02,06:18:53.419,   20.07,   17.88,   20.45,   17.95,   20.27,   18.30,   19.60,   17.98,   19.70,   18.22,   19.90,   17.92,  119.99,  108.25,     18700,  228.25,   89.72,   93.66,   88.92,   92.76,   89.46,   93.62,   78.62,   90.36,   79.77,   90.63,   78.77,   90.09,  505.27,  551.12,     18720, 1056.39,    625.26,    659.38,   1284.64
2026-06-02,06:18:53.470,  113.76,   62.74,  115.03,   62.97,  114.22,   63.04,  106.83,   60.47,  107.38,   60.64,  107.18,   60.38,  664.40,  370.23,     18700, 1034.63,  105.83,   81.32,  106.04,   81.83,  105.83,   81.77,  101.79,   80.77,  102.34,   81.46,  101.48,   80.07,  623.30,  487.21,     18720, 1110.51,   1287.70,    857.45,   2145.14
2026-06-02,06:18:53.520,  132.38,   46.77,  132.86,   46.92,  132.56,   46.94,  127.61,   45.61,  128.29,   45.89,  129.79,   46.10,  783.48,  278.22,     18760, 1061.71,   62.70,   70.43,   62.58,   70.38,   63.65,   71.14,   59.85,   69.38,   60.37,   69.91,   59.24,   69.20,  368.39,  420.45,     18720,  788.84,   1151.88,    698.67,   1850.55
2026-06-02,06:18:53.570,  112.61,   36.92,  113.89,   37.55,  113.66,   37.63,  109.92,   36.71,  110.33,   36.81,  111.20,   36.65,  671.60,  222.27,     18720,  893.88,   67.45,   68.07,   67.38,   68.13,   67.06,   68.02,   65.56,   67.71,   65.83,   67.72,   65.44,   66.78,  398.71,  406.43,     18720,  805.14,   1070.32,    628.70,   1699.02
2026-06-02,06:18:53.620,  106.34,   38.09,  107.11,   38.02,  105.96,   37.88,  103.33,   37.11,  103.28,   37.78,  102.79,   36.92,  628.81,  225.80,     18720,  854.61,   61.88,   78.19,   61.60,   77.72,   62.07,   78.34,   56.92,   76.08,   57.74,   76.63,   57.13,   76.15,  357.34,  463.12,     18740,  820.46,    986.15,    688.92,   1675.06
2026-06-02,06:18:53.670,  105.33,   33.84,  106.83,   33.97,  105.82,   33.84,  100.54,   32.60,  101.14,   33.08,  101.39,   32.70,  621.05,  200.03,     18760,  821.09,   55.08,   78.83,   54.78,   78.85,   55.21,   79.16,   49.46,   77.23,   50.08,   77.58,   49.54,   76.86,  314.16,  468.51,     18740,  782.67,    935.21,    668.54,   1603.75
2026-06-02,06:18:53.720,  113.63,   37.36,  115.54,   37.94,  113.67,   37.85,  110.33,   37.47,  109.92,   37.27,  110.76,   37.32,  673.85,  225.23,     18740,  899.08,   50.12,   75.14,   49.40,   75.36,   49.43,   75.46,   45.50,   74.32,   45.76,   74.43,   44.99,   73.80,  285.21,  448.51,     18720,  733.71,    959.06,    673.74,   1632.80
2026-06-02,06:18:53.771,  129.39,   42.20,  130.39,   42.37,  129.11,   42.19,  124.64,   41.20,  124.61,   41.62,  124.72,   41.28,  762.85,  250.87,     18720, 1013.72,   59.40,   72.02,   59.55,   72.24,   58.60,   71.80,   54.36,   70.48,   55.30,   71.35,   54.82,   70.32,  342.02,  428.20,     18740,  770.23,   1104.87,    679.07,   1783.94
2026-06-02,06:18:53.821,  160.94,   52.81,  162.09,   53.97,  161.64,   53.37,  155.86,   52.03,  155.45,   51.53,  155.33,   52.02,  951.30,  315.72,     18760, 1267.02,  343.99,  169.27,  344.54,  168.35,  345.45,  168.84,  340.70,  167.49,  343.03,  169.10,  341.34,  166.59, 2059.04, 1009.63,     18680, 3068.67,   3010.35,   1325.35,   4335.69
2026-06-02,06:18:53.871,  137.23,   38.65,  137.51,   38.98,  136.82,   38.65,  131.90,   37.66,  132.03,   37.63,  131.95,   37.47,  807.44,  229.06,     18760, 1036.50,  438.76,  103.97,  438.55,  104.38,  438.78,  103.98,  432.57,  102.26,  433.67,  103.34,  432.20,  101.28, 2614.53,  619.22,     18760, 3233.76,   3421.97,    848.28,   4270.25
2026-06-02,06:18:53.921,   73.98,   44.66,   74.48,   44.54,   74.17,   44.40,   69.80,   43.55,   69.42,   43.68,   70.21,   43.72,  432.07,  264.54,     18740,  696.61,   57.74,   67.02,   57.12,   66.66,   57.02,   66.87,   55.63,   65.86,   56.80,   66.89,   55.63,   65.85,  339.94,  399.14,     18720,  739.09,    772.01,    663.69,   1435.70
2026-06-02,06:18:53.971,  106.88,   50.55,  106.73,   50.53,  106.92,   50.98,  101.77,   49.55,  101.66,   49.61,  101.46,   49.41,  625.42,  300.64,     18780,  926.06,   65.01,   75.01,   65.43,   75.53,   65.50,   75.64,   62.70,   74.19,   62.90,   74.42,   61.63,   72.97,  383.18,  447.77,     18720,  830.95,   1008.60,    748.41,   1757.01
