[2026-06-02 06:18:50.477524] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:51.858510] GPU 0     0.000        0.000        0.000        825          2100         1                           606531768221376             
[2026-06-02 06:18:51.911089] GPU 0     0.000        0.000        0.000        825          2100         1                           606531818910720             
[2026-06-02 06:18:51.963549] GPU 0     0.000        0.000        0.000        825          2100         1                           606531870458720             
[2026-06-02 06:18:52.015584] GPU 0     0.000        0.000        0.000        825          2100         1                           606531921029280             
[2026-06-02 06:18:52.067612] GPU 0     0.000        0.000        0.000        825          2100         1                           606531971585152             
[2026-06-02 06:18:52.120036] GPU 0     0.000        0.000        0.000        825          2100         1                           606532022158784             
[2026-06-02 06:18:52.170089] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:52.170212] ID                                                                                                                                 
[2026-06-02 06:18:52.172622] GPU 0     0.000        0.000        0.000        825          2100         1                           606532022158784             
[2026-06-02 06:18:52.225275] GPU 0     0.000        0.000        0.000        825          2100         1                           606532090926912             
[2026-06-02 06:18:52.277766] GPU 0     0.000        0.000        0.000        825          2100         1                           606532141770496             
[2026-06-02 06:18:52.330389] GPU 0     0.000        0.000        0.000        825          2100         1                           606532192408032             
[2026-06-02 06:18:52.383001] GPU 0     0.000        0.000        0.000        825          2100         1                           606532243467296             
[2026-06-02 06:18:52.435597] GPU 0     0.000        0.000        0.000        825          2100         1                           606532344563168             
[2026-06-02 06:18:52.488066] GPU 0     0.000        0.000        0.000        825          2100         1                           606532396888896             
[2026-06-02 06:18:52.540457] GPU 0     0.000        0.000        0.000        795          2100         1                           606532396888896             
[2026-06-02 06:18:52.592922] GPU 0     0.000        0.000        0.000        795          2100         1                           606532503138976             
[2026-06-02 06:18:52.645356] GPU 0     0.000        0.000        0.000        795          2100         1                           606532553753216             
[2026-06-02 06:18:52.697836] GPU 0     0.000        0.000        0.000        795          2100         1                           606532607531808             
[2026-06-02 06:18:52.750239] GPU 0     0.000        0.000        0.000        825          2100         1                           606532658047232             
[2026-06-02 06:18:52.807618] GPU 0     0.000        0.000        0.000        825          2100         1                           606532708739808             
[2026-06-02 06:18:52.859873] GPU 0     0.000        0.000        0.000        825          2100         1                           606532759376768             
[2026-06-02 06:18:52.909981] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:52.910095] ID                                                                                                                                 
[2026-06-02 06:18:52.912378] GPU 0     0.000        0.000        0.000        885          2100         1                           606532811589408             
[2026-06-02 06:18:52.964737] GPU 0     0.000        0.000        0.000        885          2100         1                           606532862252160             
[2026-06-02 06:18:53.017218] GPU 0     0.000        0.000        0.000        885          2100         1                           606532912868672             
[2026-06-02 06:18:53.069640] GPU 0     0.000        0.000        0.000        885          2100         1                           606532965246496             
[2026-06-02 06:18:53.122021] GPU 0     0.000        0.000        0.000        885          2100         1                           606533015907776             
[2026-06-02 06:18:53.174533] GPU 0     0.000        0.000        0.000        885          2100         1                           606533066426624             
[2026-06-02 06:18:53.227024] GPU 0     0.000        0.000        0.000        885          2100         1                           606533116949024             
[2026-06-02 06:18:53.279472] GPU 0     0.000        0.000        0.000        885          2100         1                           606533167498880             
[2026-06-02 06:18:53.332059] GPU 0     0.000        0.000        0.000        885          2100         1                           606533218020064             
[2026-06-02 06:18:53.384827] GPU 0     0.000        0.000        0.000        885          2100         1                           606533268589984             
[2026-06-02 06:18:53.437670] GPU 0     0.000        0.000        0.000        885          2100         1                           606533337229664             
[2026-06-02 06:18:53.490617] GPU 0     0.000        0.000        0.000        885          2100         1                           606533387987968             
[2026-06-02 06:18:53.543583] GPU 0     0.000        0.000        0.000        885          2100         1                           606533438537792             
[2026-06-02 06:18:53.596671] GPU 0     0.000        0.000        0.000        885          2100         1                           606533490324736             
[2026-06-02 06:18:53.646810] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:53.646954] ID                                                                                                                                 
[2026-06-02 06:18:53.649659] GPU 0     0.000        0.000        0.000        885          2100         1                           606533540850528             
[2026-06-02 06:18:53.702417] GPU 0     0.000        0.000        0.000        885          2100         1                           606533591376480             
[2026-06-02 06:18:53.755460] GPU 0     0.000        0.000        0.000        885          2100         1                           606533641922272             
[2026-06-02 06:18:53.808354] GPU 0     0.000        0.000        0.000        885          2100         1                           606533692476576             
[2026-06-02 06:18:53.861325] GPU 0     0.000        0.000        0.000        885          2100         1                           606533743054816             
[2026-06-02 06:18:53.914243] GPU 0     0.000        0.000        0.000        885          2100         1                           606533793616320             
[2026-06-02 06:18:53.966877] GPU 0     0.000        0.000        0.000        885          2100         1                           606533844276640             
[2026-06-02 06:18:54.019734] GPU 0     0.000        0.000        0.000        885          2100         1                           606533894891136             
[2026-06-02 06:18:54.072956] GPU 0     0.000        0.000        0.000        885          2100         1                           606533945550240             
[2026-06-02 06:18:54.125770] GPU 0     0.000        0.000        0.000        885          2100         1                           606533996164864             
[2026-06-02 06:18:54.178492] GPU 0     0.000        0.000        0.000        885          2100         1                           606534060736384             
[2026-06-02 06:18:54.231273] GPU 0     0.000        0.000        0.000        885          2100         1                           606534111395424             
[2026-06-02 06:18:54.283920] GPU 0     0.000        0.000        0.000        885          2100         1                           606534162060928             
[2026-06-02 06:18:54.336735] GPU 0     0.000        0.000        0.000        885          2100         1                           606534213664672             
[2026-06-02 06:18:54.386850] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:54.386993] ID                                                                                                                                 
[2026-06-02 06:18:54.389198] GPU 0     0.000        0.000        0.000        885          2100         1                           606534264322144             
[2026-06-02 06:18:54.447138] GPU 0     0.000        0.000        0.000        885          2100         1                           606534314915392             
[2026-06-02 06:18:54.499778] GPU 0     0.000        0.000        0.000        885          2100         1                           606534365490176             
[2026-06-02 06:18:54.552378] GPU 0     0.000        0.000        0.000        885          2100         1                           606534433747648             
[2026-06-02 06:18:54.604967] GPU 0     0.000        0.000        0.000        885          2100         1                           606534484400832             
[2026-06-02 06:18:54.657595] GPU 0     0.000        0.000        0.000        885          2100         1                           606534535045152             
[2026-06-02 06:18:54.710244] GPU 0     0.000        0.000        0.000        885          2100         1                           606534586021184             
[2026-06-02 06:18:54.763295] GPU 0     0.000        0.000        0.000        855          2100         1                           606534636594784             
[2026-06-02 06:18:54.816242] GPU 0     0.000        0.000        0.000        855          2100         1                           606534687131488             
[2026-06-02 06:18:54.868867] GPU 0     0.000        0.000        0.000        855          2100         1                           606534737655168             
[2026-06-02 06:18:54.920749] GPU 0     0.000        0.000        0.000        855          2100         1                           606534788191008             
[2026-06-02 06:18:54.972480] GPU 0     0.000        0.000        0.000        885          2100         1                           606534838654560             
[2026-06-02 06:18:55.024960] GPU 0     0.000        0.000        0.000        885          2100         1                           606534889248896             
[2026-06-02 06:18:55.078087] GPU 0     0.000        0.000        0.000        885          2100         1                           606534940746240             
[2026-06-02 06:18:55.128237] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:55.128362] ID                                                                                                                                 
[2026-06-02 06:18:55.130793] GPU 0     0.000        0.000        0.000        885          2100         1                           606534991325344             
[2026-06-02 06:18:55.183517] GPU 0     0.000        0.000        0.000        885          2100         1                           606535092392256             
[2026-06-02 06:18:55.236112] GPU 0     0.000        0.000        0.000        885          2100         1                           606535092392256             
[2026-06-02 06:18:55.288954] GPU 0     0.000        0.000        0.000        885          2100         1                           606535159772416             
[2026-06-02 06:18:55.341690] GPU 0     0.000        0.000        0.000        885          2100         1                           606535210442752             
[2026-06-02 06:18:55.394524] GPU 0     0.000        0.000        0.000        885          2100         1                           606535261139744             
[2026-06-02 06:18:55.447407] GPU 0     0.000        0.000        0.000        885          2100         1                           606535312996352             
[2026-06-02 06:18:55.500140] GPU 0     0.000        0.000        0.000        885          2100         1                           606535363558912             
[2026-06-02 06:18:55.552989] GPU 0     0.000        0.000        0.000        885          2100         1                           606535414131392             
[2026-06-02 06:18:55.605755] GPU 0     0.000        0.000        0.000        885          2100         1                           606535515177632             
[2026-06-02 06:18:55.658257] GPU 0     0.000        0.000        0.000        885          2100         1                           606535565703712             
[2026-06-02 06:18:55.710852] GPU 0     0.000        0.000        0.000        885          2100         1                           606535616395168             
[2026-06-02 06:18:55.763597] GPU 0     0.000        0.000        0.000        885          2100         1                           606535667957984             
[2026-06-02 06:18:55.816115] GPU 0     0.000        0.000        0.000        885          2100         1                           606535718478752             
[2026-06-02 06:18:55.866246] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:55.866374] ID                                                                                                                                 
[2026-06-02 06:18:55.868808] GPU 0     0.000        0.000        0.000        885          2100         1                           606535769069664             
[2026-06-02 06:18:55.921463] GPU 0     0.000        0.000        0.000        885          2100         1                           606535819606560             
[2026-06-02 06:18:55.973970] GPU 0     0.000        0.000        0.000        885          2100         1                           606535870121280             
[2026-06-02 06:18:56.026050] GPU 0     0.000        0.000        0.000        885          2100         1                           606535920652480             
[2026-06-02 06:18:56.078613] GPU 0     0.000        0.000        0.000        885          2100         1                           606535971395392             
[2026-06-02 06:18:56.131251] GPU 0     0.000        0.000        0.000        885          2100         1                           606536022496544             
[2026-06-02 06:18:56.183993] GPU 0     0.000        0.000        0.000        885          2100         1                           606536073233024             
[2026-06-02 06:18:56.236557] GPU 0     0.000        0.000        0.000        885          2100         1                           606536123738016             
[2026-06-02 06:18:56.289170] GPU 0     0.000        0.000        0.000        885          2100         1                           606536174358944             
[2026-06-02 06:18:56.341882] GPU 0     0.000        0.000        0.000        885          2100         1                           606536241625824             
[2026-06-02 06:18:56.394673] GPU 0     0.000        0.000        0.000        885          2100         1                           606536292904992             
[2026-06-02 06:18:56.447403] GPU 0     0.000        0.000        0.000        885          2100         1                           606536343414976             
[2026-06-02 06:18:56.500153] GPU 0     0.000        0.000        0.000        885          2100         1                           606536395631232             
[2026-06-02 06:18:56.552767] GPU 0     0.000        0.000        0.000        885          2100         1                           606536446196224             
[2026-06-02 06:18:56.602933] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:56.603172] ID                                                                                                                                 
[2026-06-02 06:18:56.605734] GPU 0     0.000        0.000        0.000        885          2100         1                           606536496827712             
[2026-06-02 06:18:56.658691] GPU 0     0.000        0.000        0.000        885          2100         1                           606536547349184             
[2026-06-02 06:18:56.711369] GPU 0     0.000        0.000        0.000        885          2100         1                           606536598012672             
[2026-06-02 06:18:56.763643] GPU 0     0.000        0.000        0.000        855          2100         1                           606536648642784             
[2026-06-02 06:18:56.816334] GPU 0     0.000        0.000        0.000        855          2100         1                           606536699415200             
[2026-06-02 06:18:56.868610] GPU 0     0.000        0.000        0.000        855          2100         1                           606536750126784             
[2026-06-02 06:18:56.921113] GPU 0     0.000        0.000        0.000        855          2100         1                           606536800855360             
[2026-06-02 06:18:56.973678] GPU 0     0.000        0.000        0.000        855          2100         1                           606536851410336             
[2026-06-02 06:18:57.026263] GPU 0     0.000        0.000        0.000        855          2100         1                           606536902043456             
[2026-06-02 06:18:57.078872] GPU 0     0.000        0.000        0.000        855          2100         1                           606536952599328             
[2026-06-02 06:18:57.131559] GPU 0     0.000        0.000        0.000        855          2100         1                           606537003231456             
[2026-06-02 06:18:57.184154] GPU 0     0.000        0.000        0.000        855          2100         1                           606537053842112             
[2026-06-02 06:18:57.236600] GPU 0     0.000        0.000        0.000        855          2100         1                           606537106519872             
[2026-06-02 06:18:57.289419] GPU 0     0.000        0.000        0.000        855          2100         1                           606537157138880             
[2026-06-02 06:18:57.339598] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:57.339723] ID                                                                                                                                 
[2026-06-02 06:18:57.347415] GPU 0     0.000        0.000        0.000        855          2100         1                           606537258187552             
[2026-06-02 06:18:57.400055] GPU 0     0.000        0.000        0.000        855          2100         1                           606537258187552             
[2026-06-02 06:18:57.453000] GPU 0     0.000        0.000        0.000        855          2100         1                           606537322413632             
[2026-06-02 06:18:57.506026] GPU 0     0.000        0.000        0.000        855          2100         1                           606537373187072             
[2026-06-02 06:18:57.558911] GPU 0     0.000        0.000        0.000        855          2100         1                           606537423839008             
[2026-06-02 06:18:57.611737] GPU 0     0.000        0.000        0.000        855          2100         1                           606537475106624             
[2026-06-02 06:18:57.664456] GPU 0     0.000        0.000        0.000        855          2100         1                           606537525651552             
[2026-06-02 06:18:57.717019] GPU 0     0.000        0.000        0.000        855          2100         1                           606537626770144             
[2026-06-02 06:18:57.769835] GPU 0     0.000        0.000        0.000        825          2100         1                           606537677461120             
[2026-06-02 06:18:57.822596] GPU 0     0.000        0.000        0.000        825          2100         1                           606537728131776             
[2026-06-02 06:18:57.875368] GPU 0     0.000        0.000        0.000        825          2100         1                           606537778702400             
[2026-06-02 06:18:57.928321] GPU 0     0.000        0.000        0.000        825          2100         1                           606537829552000             
[2026-06-02 06:18:57.980914] GPU 0     0.000        0.000        0.000        825          2100         1                           606537880100128             
[2026-06-02 06:18:58.033548] GPU 0     0.000        0.000        0.000        825          2100         1                           606537930666464             
[2026-06-02 06:18:58.083678] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:58.083790] ID                                                                                                                                 
[2026-06-02 06:18:58.086122] GPU 0     0.000        0.000        0.000        825          2100         1                           606537981221472             
[2026-06-02 06:18:58.138905] GPU 0     0.000        0.000        0.000        825          2100         1                           606538032810848             
[2026-06-02 06:18:58.191650] GPU 0     0.000        0.000        0.000        945          2100         1                           606538083401024             
[2026-06-02 06:18:58.244427] GPU 0     0.000        0.000        0.000        945          2100         1                           606538133978336             
[2026-06-02 06:18:58.298201] GPU 0     0.000        0.000        0.000        945          2100         1                           606538184875968             
[2026-06-02 06:18:58.351527] GPU 0     0.000        0.000        0.000        945          2100         1                           606538235607520             
[2026-06-02 06:18:58.404856] GPU 0     0.000        0.000        0.000        945          2100         1                           606538286118304             
[2026-06-02 06:18:58.458569] GPU 0     0.000        0.000        0.000        945          2100         1                           606538336757216             
[2026-06-02 06:18:58.511984] GPU 0     0.000        0.000        0.000        945          2100         1                           606538387319040             
[2026-06-02 06:18:58.565526] GPU 0     0.000        0.000        0.000        945          2100         1                           606538437958944             
[2026-06-02 06:18:58.619036] GPU 0     0.000        0.000        0.000        945          2100         1                           606538488663136             
[2026-06-02 06:18:58.672668] GPU 0     0.000        0.000        0.000        945          2100         1                           606538556755744             
[2026-06-02 06:18:58.725919] GPU 0     0.000        0.000        0.000        945          2100         1                           606538607400864             
[2026-06-02 06:18:58.779344] GPU 0     0.000        0.000        0.000        945          2100         1                           606538657984256             
[2026-06-02 06:18:58.829478] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:58.829613] ID                                                                                                                                 
[2026-06-02 06:18:58.832792] GPU 0     0.000        0.000        0.000        945          2100         1                           606538709731744             
[2026-06-02 06:18:58.886339] GPU 0     0.000        0.000        0.000        945          2100         1                           606538760368160             
[2026-06-02 06:18:58.939870] GPU 0     0.000        0.000        0.000        945          2100         1                           606538810896224             
[2026-06-02 06:18:58.993156] GPU 0     0.000        0.000        0.000        945          2100         1                           606538861524416             
[2026-06-02 06:18:59.046180] GPU 0     0.000        0.000        0.000        945          2100         1                           606538912050752             
[2026-06-02 06:18:59.099754] GPU 0     0.000        0.000        0.000        945          2100         1                           606538962578336             
[2026-06-02 06:18:59.153219] GPU 0     0.000        0.000        0.000        945          2100         1                           606539063613152             
[2026-06-02 06:18:59.205954] GPU 0     0.000        0.000        0.000        945          2100         1                           606539114254880             
[2026-06-02 06:18:59.259315] GPU 0     0.000        0.000        0.000        945          2100         1                           606539164906016             
[2026-06-02 06:18:59.312680] GPU 0     0.000        0.000        0.000        945          2100         1                           606539215440992             
[2026-06-02 06:18:59.366538] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539267321248             
[2026-06-02 06:18:59.420138] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539317853344             
[2026-06-02 06:18:59.473808] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539370766784             
[2026-06-02 06:18:59.527202] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539421529376             
[2026-06-02 06:18:59.577226] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:18:59.577383] ID                                                                                                                                 
[2026-06-02 06:18:59.580371] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539472465824             
[2026-06-02 06:18:59.633833] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539523092864             
[2026-06-02 06:18:59.687626] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539573715968             
[2026-06-02 06:18:59.741234] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539628623744             
[2026-06-02 06:18:59.794867] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539679289184             
[2026-06-02 06:18:59.848270] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539730037024             
[2026-06-02 06:18:59.901734] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539781683264             
[2026-06-02 06:18:59.955281] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539832475712             
[2026-06-02 06:19:00.008761] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539883036352             
[2026-06-02 06:19:00.062140] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539933565984             
[2026-06-02 06:19:00.114927] GPU 0     0.000        0.000        0.000        1005         2100         1                           606539984100416             
[2026-06-02 06:19:00.168411] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540034646304             
[2026-06-02 06:19:00.221793] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540085231072             
[2026-06-02 06:19:00.275201] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540136280576             
[2026-06-02 06:19:00.325353] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:19:00.325580] ID                                                                                                                                 
[2026-06-02 06:19:00.328750] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540237370368             
[2026-06-02 06:19:00.382481] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540287939072             
[2026-06-02 06:19:00.436505] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540342315616             
[2026-06-02 06:19:00.489820] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540392916864             
[2026-06-02 06:19:00.542771] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540443575232             
[2026-06-02 06:19:00.595592] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540494754432             
[2026-06-02 06:19:00.648440] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540545304608             
[2026-06-02 06:19:00.701396] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540595821472             
[2026-06-02 06:19:00.759083] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540646327200             
[2026-06-02 06:19:00.812621] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540696947584             
[2026-06-02 06:19:00.866190] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540747572000             
[2026-06-02 06:19:00.919852] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540798211232             
[2026-06-02 06:19:00.973296] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540849712416             
[2026-06-02 06:19:01.026396] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540900208384             
[2026-06-02 06:19:01.076534] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:19:01.076710] ID                                                                                                                                 
[2026-06-02 06:19:01.079310] GPU 0     0.000        0.000        0.000        1005         2100         1                           606540950765792             
[2026-06-02 06:19:01.132016] GPU 0     0.000        0.000        0.000        1005         2100         1                           606541001266656             
[2026-06-02 06:19:01.184992] GPU 0     0.000        0.000        0.000        1005         2100         1                           606541051777120             
[2026-06-02 06:19:01.237987] GPU 0     0.000        0.000        0.000        975          2100         1                           606541102323360             
[2026-06-02 06:19:01.291483] GPU 0     0.000        0.000        0.000        975          2100         1                           606541152960320             
[2026-06-02 06:19:01.345001] GPU 0     0.000        0.000        0.000        975          2100         1                           606541219745728             
[2026-06-02 06:19:01.398452] GPU 0     0.000        0.000        0.000        975          2100         1                           606541270388512             
[2026-06-02 06:19:01.452257] GPU 0     0.000        0.000        0.000        975          2100         1                           606541321072704             
[2026-06-02 06:19:01.505590] GPU 0     0.000        0.000        0.000        975          2100         1                           606541372609888             
[2026-06-02 06:19:01.558924] GPU 0     0.000        0.000        0.000        975          2100         1                           606541423152128             
[2026-06-02 06:19:01.612145] GPU 0     0.000        0.000        0.000        975          2100         1                           606541473697760             
[2026-06-02 06:19:01.665222] GPU 0     0.000        0.000        0.000        945          2100         1                           606541574781600             
[2026-06-02 06:19:01.717674] GPU 0     0.000        0.000        0.000        945          2100         1                           606541625312672             
[2026-06-02 06:19:01.770532] GPU 0     0.000        0.000        0.000        945          2100         1                           606541675817312             
[2026-06-02 06:19:01.820677] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:19:01.820881] ID                                                                                                                                 
[2026-06-02 06:19:01.823386] GPU 0     0.000        0.000        0.000        945          2100         1                           606541727020128             
[2026-06-02 06:19:01.876236] GPU 0     0.000        0.000        0.000        945          2100         1                           606541777682112             
[2026-06-02 06:19:01.928878] GPU 0     0.000        0.000        0.000        945          2100         1                           606541828264896             
[2026-06-02 06:19:01.981446] GPU 0     0.000        0.000        0.000        945          2100         1                           606541878773728             
[2026-06-02 06:19:02.034399] GPU 0     0.000        0.000        0.000        945          2100         1                           606541936739456             
[2026-06-02 06:19:02.087611] GPU 0     0.000        0.000        0.000        945          2100         1                           606541987322400             
[2026-06-02 06:19:02.140921] GPU 0     0.000        0.000        0.000        945          2100         1                           606542037997216             
[2026-06-02 06:19:02.194671] GPU 0     0.000        0.000        0.000        915          2100         1                           606542090812608             
[2026-06-02 06:19:02.248071] GPU 0     0.000        0.000        0.000        915          2100         1                           606542141439424             
[2026-06-02 06:19:02.301408] GPU 0     0.000        0.000        0.000        915          2100         1                           606542191955776             
[2026-06-02 06:19:02.354971] GPU 0     0.000        0.000        0.000        915          2100         1                           606542242493408             
[2026-06-02 06:19:02.408642] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542293398560             
[2026-06-02 06:19:02.462478] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542343894048             
[2026-06-02 06:19:02.515638] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542394461344             
[2026-06-02 06:19:02.565757] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:19:02.565990] ID                                                                                                                                 
[2026-06-02 06:19:02.568787] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542445595392             
[2026-06-02 06:19:02.621580] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542496216608             
[2026-06-02 06:19:02.674814] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542546778752             
[2026-06-02 06:19:02.727436] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542597472416             
[2026-06-02 06:19:02.780439] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542648009472             
[2026-06-02 06:19:02.833011] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542698652096             
[2026-06-02 06:19:02.886082] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542749182720             
[2026-06-02 06:19:02.938509] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542814144384             
[2026-06-02 06:19:02.991368] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542864792256             
[2026-06-02 06:19:03.044102] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542915459296             
[2026-06-02 06:19:03.096832] GPU 0     0.000        0.000        0.000        1005         2100         1                           606542966506560             
[2026-06-02 06:19:03.149474] GPU 0     0.000        0.000        0.000        1005         2100         1                           606543017036096             
[2026-06-02 06:19:03.202974] GPU 0     0.000        0.000        0.000        1005         2100         1                           606543067582112             
[2026-06-02 06:19:03.255644] GPU 0     0.000        0.000        0.000        1005         2100         1                           606543118082112             
[2026-06-02 06:19:03.305662] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:19:03.305742] ID                                                                                                                                 
[2026-06-02 06:19:03.307562] GPU 0     0.000        0.000        0.000        1005         2100         1                           606543219059168             
[2026-06-02 06:19:03.359489] GPU 0     0.000        0.000        0.000        1005         2100         1                           606543269527712             
[2026-06-02 06:19:03.411765] GPU 0     0.000        0.000        0.000        1005         2100         1                           606543269527712             
