[2026-06-02 06:34:31.116441] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:33.121287] GPU 0     0.000        0.000        0.000        795          2100         1                           607290582457888             
[2026-06-02 06:34:33.176734] GPU 0     0.000        0.000        0.000        795          2100         1                           607290632996224             
[2026-06-02 06:34:33.229150] GPU 0     0.000        0.000        0.000        795          2100         1                           607290685794112             
[2026-06-02 06:34:33.281540] GPU 0     0.000        0.000        0.000        795          2100         1                           607290736539776             
[2026-06-02 06:34:33.333761] GPU 0     0.000        0.000        0.000        795          2100         1                           607290787093216             
[2026-06-02 06:34:33.385831] GPU 0     0.000        0.000        0.000        795          2100         1                           607290838143104             
[2026-06-02 06:34:33.437952] GPU 0     0.000        0.000        0.000        795          2100         1                           607290888662784             
[2026-06-02 06:34:33.490317] GPU 0     0.000        0.000        0.000        795          2100         1                           607290939328768             
[2026-06-02 06:34:33.540514] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:33.540647] ID                                                                                                                                 
[2026-06-02 06:34:33.542569] GPU 0     0.000        0.000        0.000        795          2100         1                           607290989884608             
[2026-06-02 06:34:33.595030] GPU 0     0.000        0.000        0.000        795          2100         1                           607291041748576             
[2026-06-02 06:34:33.647382] GPU 0     0.000        0.000        0.000        795          2100         1                           607291142913024             
[2026-06-02 06:34:33.699712] GPU 0     0.000        0.000        0.000        795          2100         1                           607291195391104             
[2026-06-02 06:34:33.751987] GPU 0     0.000        0.000        0.000        795          2100         1                           607291245968192             
[2026-06-02 06:34:33.804015] GPU 0     0.000        0.000        0.000        795          2100         1                           607291296474528             
[2026-06-02 06:34:33.856215] GPU 0     0.000        0.000        0.000        795          2100         1                           607291347038912             
[2026-06-02 06:34:33.908344] GPU 0     0.000        0.000        0.000        795          2100         1                           607291399064000             
[2026-06-02 06:34:33.960653] GPU 0     0.000        0.000        0.000        795          2100         1                           607291449676320             
[2026-06-02 06:34:34.012907] GPU 0     0.000        0.000        0.000        795          2100         1                           607291500208320             
[2026-06-02 06:34:34.065106] GPU 0     0.000        0.000        0.000        795          2100         1                           607291551461120             
[2026-06-02 06:34:34.117538] GPU 0     0.000        0.000        0.000        795          2100         1                           607291602000096             
[2026-06-02 06:34:34.170678] GPU 0     0.000        0.000        0.000        795          2100         1                           607291652487072             
[2026-06-02 06:34:34.223107] GPU 0     0.000        0.000        0.000        795          2100         1                           607291702997472             
[2026-06-02 06:34:34.273167] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:34.273297] ID                                                                                                                                 
[2026-06-02 06:34:34.275313] GPU 0     0.000        0.000        0.000        855          2100         1                           607291754488096             
[2026-06-02 06:34:34.327598] GPU 0     0.000        0.000        0.000        855          2100         1                           607291805069760             
[2026-06-02 06:34:34.380129] GPU 0     0.000        0.000        0.000        855          2100         1                           607291855609536             
[2026-06-02 06:34:34.432575] GPU 0     0.000        0.000        0.000        855          2100         1                           607291906256224             
[2026-06-02 06:34:34.484989] GPU 0     0.000        0.000        0.000        855          2100         1                           607291956755296             
[2026-06-02 06:34:34.537401] GPU 0     0.000        0.000        0.000        855          2100         1                           607292007255424             
[2026-06-02 06:34:34.589524] GPU 0     0.000        0.000        0.000        855          2100         1                           607292057759712             
[2026-06-02 06:34:34.641839] GPU 0     0.000        0.000        0.000        855          2100         1                           607292108310688             
[2026-06-02 06:34:34.694406] GPU 0     0.000        0.000        0.000        855          2100         1                           607292158886880             
[2026-06-02 06:34:34.746732] GPU 0     0.000        0.000        0.000        855          2100         1                           607292210317888             
[2026-06-02 06:34:34.799063] GPU 0     0.000        0.000        0.000        855          2100         1                           607292261786784             
[2026-06-02 06:34:34.856273] GPU 0     0.000        0.000        0.000        855          2100         1                           607292312420800             
[2026-06-02 06:34:34.908551] GPU 0     0.000        0.000        0.000        855          2100         1                           607292362984064             
[2026-06-02 06:34:34.960571] GPU 0     0.000        0.000        0.000        855          2100         1                           607292413502240             
[2026-06-02 06:34:35.010676] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:35.010816] ID                                                                                                                                 
[2026-06-02 06:34:35.013116] GPU 0     0.000        0.000        0.000        855          2100         1                           607292478029088             
[2026-06-02 06:34:35.065564] GPU 0     0.000        0.000        0.000        855          2100         1                           607292528731136             
[2026-06-02 06:34:35.117934] GPU 0     0.000        0.000        0.000        855          2100         1                           607292579444640             
[2026-06-02 06:34:35.170108] GPU 0     0.000        0.000        0.000        855          2100         1                           607292630762240             
[2026-06-02 06:34:35.222979] GPU 0     0.000        0.000        0.000        855          2100         1                           607292681253984             
[2026-06-02 06:34:35.275860] GPU 0     0.000        0.000        0.000        855          2100         1                           607292731739456             
[2026-06-02 06:34:35.328520] GPU 0     0.000        0.000        0.000        855          2100         1                           607292782306432             
[2026-06-02 06:34:35.381291] GPU 0     0.000        0.000        0.000        855          2100         1                           607292832830944             
[2026-06-02 06:34:35.434208] GPU 0     0.000        0.000        0.000        855          2100         1                           607292883373792             
[2026-06-02 06:34:35.486849] GPU 0     0.000        0.000        0.000        855          2100         1                           607292933919360             
[2026-06-02 06:34:35.539122] GPU 0     0.000        0.000        0.000        855          2100         1                           607292986370784             
[2026-06-02 06:34:35.591464] GPU 0     0.000        0.000        0.000        855          2100         1                           607293087703488             
[2026-06-02 06:34:35.644236] GPU 0     0.000        0.000        0.000        855          2100         1                           607293138196864             
[2026-06-02 06:34:35.697022] GPU 0     0.000        0.000        0.000        855          2100         1                           607293138196864             
[2026-06-02 06:34:35.747192] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:35.747335] ID                                                                                                                                 
[2026-06-02 06:34:35.750051] GPU 0     0.000        0.000        0.000        855          2100         1                           607293198935200             
[2026-06-02 06:34:35.802756] GPU 0     0.000        0.000        0.000        855          2100         1                           607293249548224             
[2026-06-02 06:34:35.855557] GPU 0     0.000        0.000        0.000        855          2100         1                           607293351540704             
[2026-06-02 06:34:35.908263] GPU 0     0.000        0.000        0.000        855          2100         1                           607293402168544             
[2026-06-02 06:34:35.961214] GPU 0     0.000        0.000        0.000        855          2100         1                           607293452712256             
[2026-06-02 06:34:36.014135] GPU 0     0.000        0.000        0.000        855          2100         1                           607293503258112             
[2026-06-02 06:34:36.066888] GPU 0     0.000        0.000        0.000        855          2100         1                           607293553754080             
[2026-06-02 06:34:36.119579] GPU 0     0.000        0.000        0.000        945          2100         1                           607293604420960             
[2026-06-02 06:34:36.172388] GPU 0     0.000        0.000        0.000        945          2100         1                           607293654949088             
[2026-06-02 06:34:36.225169] GPU 0     0.000        0.000        0.000        945          2100         1                           607293705787168             
[2026-06-02 06:34:36.278838] GPU 0     0.000        0.000        0.000        945          2100         1                           607293756304736             
[2026-06-02 06:34:36.331679] GPU 0     0.000        0.000        0.000        945          2100         1                           607293806831264             
[2026-06-02 06:34:36.388360] GPU 0     0.000        0.000        0.000        945          2100         1                           607293857335936             
[2026-06-02 06:34:36.440267] GPU 0     0.000        0.000        0.000        945          2100         1                           607293907800960             
[2026-06-02 06:34:36.490388] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:36.490449] ID                                                                                                                                 
[2026-06-02 06:34:36.492622] GPU 0     0.000        0.000        0.000        945          2100         1                           607293958301312             
[2026-06-02 06:34:36.545375] GPU 0     0.000        0.000        0.000        945          2100         1                           607294008824160             
[2026-06-02 06:34:36.598308] GPU 0     0.000        0.000        0.000        945          2100         1                           607294059334368             
[2026-06-02 06:34:36.650893] GPU 0     0.000        0.000        0.000        945          2100         1                           607294109853568             
[2026-06-02 06:34:36.703789] GPU 0     0.000        0.000        0.000        945          2100         1                           607294160372512             
[2026-06-02 06:34:36.756607] GPU 0     0.000        0.000        0.000        945          2100         1                           607294210934912             
[2026-06-02 06:34:36.809326] GPU 0     0.000        0.000        0.000        945          2100         1                           607294274373984             
[2026-06-02 06:34:36.862138] GPU 0     0.000        0.000        0.000        945          2100         1                           607294324978656             
[2026-06-02 06:34:36.915092] GPU 0     0.000        0.000        0.000        945          2100         1                           607294375666496             
[2026-06-02 06:34:36.967815] GPU 0     0.000        0.000        0.000        945          2100         1                           607294426901984             
[2026-06-02 06:34:37.020721] GPU 0     0.000        0.000        0.000        945          2100         1                           607294477507840             
[2026-06-02 06:34:37.073538] GPU 0     0.000        0.000        0.000        945          2100         1                           607294528035456             
[2026-06-02 06:34:37.131982] GPU 0     0.000        0.000        0.000        945          2100         1                           607294578571456             
[2026-06-02 06:34:37.184872] GPU 0     0.000        0.000        0.000        945          2100         1                           607294679612512             
[2026-06-02 06:34:37.235050] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:37.235185] ID                                                                                                                                 
[2026-06-02 06:34:37.237728] GPU 0     0.000        0.000        0.000        945          2100         1                           607294730261312             
[2026-06-02 06:34:37.290459] GPU 0     0.000        0.000        0.000        945          2100         1                           607294781071776             
[2026-06-02 06:34:37.343473] GPU 0     0.000        0.000        0.000        945          2100         1                           607294831560064             
[2026-06-02 06:34:37.396292] GPU 0     0.000        0.000        0.000        945          2100         1                           607294882024288             
[2026-06-02 06:34:37.449013] GPU 0     0.000        0.000        0.000        945          2100         1                           607294932531200             
[2026-06-02 06:34:37.501852] GPU 0     0.000        0.000        0.000        945          2100         1                           607294991912032             
[2026-06-02 06:34:37.554672] GPU 0     0.000        0.000        0.000        945          2100         1                           607295042485792             
[2026-06-02 06:34:37.607386] GPU 0     0.000        0.000        0.000        945          2100         1                           607295093203200             
[2026-06-02 06:34:37.660201] GPU 0     0.000        0.000        0.000        945          2100         1                           607295144387168             
[2026-06-02 06:34:37.712935] GPU 0     0.000        0.000        0.000        945          2100         1                           607295194825696             
[2026-06-02 06:34:37.765800] GPU 0     0.000        0.000        0.000        945          2100         1                           607295245380736             
[2026-06-02 06:34:37.818616] GPU 0     0.000        0.000        0.000        945          2100         1                           607295295869952             
[2026-06-02 06:34:37.871550] GPU 0     0.000        0.000        0.000        945          2100         1                           607295346364416             
[2026-06-02 06:34:37.924159] GPU 0     0.000        0.000        0.000        915          2100         1                           607295396879104             
[2026-06-02 06:34:37.974297] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:37.974441] ID                                                                                                                                 
[2026-06-02 06:34:37.976910] GPU 0     0.000        0.000        0.000        915          2100         1                           607295447378880             
[2026-06-02 06:34:38.029548] GPU 0     0.000        0.000        0.000        915          2100         1                           607295501575136             
[2026-06-02 06:34:38.082918] GPU 0     0.000        0.000        0.000        915          2100         1                           607295552150976             
[2026-06-02 06:34:38.135674] GPU 0     0.000        0.000        0.000        885          2100         1                           607295602747200             
[2026-06-02 06:34:38.188589] GPU 0     0.000        0.000        0.000        885          2100         1                           607295653272960             
[2026-06-02 06:34:38.241265] GPU 0     0.000        0.000        0.000        885          2100         1                           607295717055104             
[2026-06-02 06:34:38.294176] GPU 0     0.000        0.000        0.000        885          2100         1                           607295767681408             
[2026-06-02 06:34:38.346874] GPU 0     0.000        0.000        0.000        885          2100         1                           607295818253952             
[2026-06-02 06:34:38.399819] GPU 0     0.000        0.000        0.000        885          2100         1                           607295869339488             
[2026-06-02 06:34:38.452509] GPU 0     0.000        0.000        0.000        885          2100         1                           607295919836448             
[2026-06-02 06:34:38.504943] GPU 0     0.000        0.000        0.000        885          2100         1                           607295970318144             
[2026-06-02 06:34:38.556949] GPU 0     0.000        0.000        0.000        855          2100         1                           607296020848544             
[2026-06-02 06:34:38.609752] GPU 0     0.000        0.000        0.000        855          2100         1                           607296071345504             
[2026-06-02 06:34:38.662416] GPU 0     0.000        0.000        0.000        855          2100         1                           607296121900608             
[2026-06-02 06:34:38.712589] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:38.712710] ID                                                                                                                                 
[2026-06-02 06:34:38.715110] GPU 0     0.000        0.000        0.000        855          2100         1                           607296172409152             
[2026-06-02 06:34:38.767815] GPU 0     0.000        0.000        0.000        855          2100         1                           607296224861120             
[2026-06-02 06:34:38.820661] GPU 0     0.000        0.000        0.000        855          2100         1                           607296275514752             
[2026-06-02 06:34:38.873239] GPU 0     0.000        0.000        0.000        855          2100         1                           607296326108480             
[2026-06-02 06:34:38.926217] GPU 0     0.000        0.000        0.000        855          2100         1                           607296376633248             
[2026-06-02 06:34:38.979035] GPU 0     0.000        0.000        0.000        855          2100         1                           607296427537120             
[2026-06-02 06:34:39.032034] GPU 0     0.000        0.000        0.000        855          2100         1                           607296478212960             
[2026-06-02 06:34:39.085036] GPU 0     0.000        0.000        0.000        855          2100         1                           607296579243680             
[2026-06-02 06:34:39.137339] GPU 0     0.000        0.000        0.000        855          2100         1                           607296579243680             
[2026-06-02 06:34:39.190057] GPU 0     0.000        0.000        0.000        855          2100         1                           607296642102560             
[2026-06-02 06:34:39.243065] GPU 0     0.000        0.000        0.000        855          2100         1                           607296692784096             
[2026-06-02 06:34:39.295828] GPU 0     0.000        0.000        0.000        855          2100         1                           607296743424288             
[2026-06-02 06:34:39.348697] GPU 0     0.000        0.000        0.000        855          2100         1                           607296794990048             
[2026-06-02 06:34:39.401275] GPU 0     0.000        0.000        0.000        825          2100         1                           607296896079744             
[2026-06-02 06:34:39.451454] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:39.451593] ID                                                                                                                                 
[2026-06-02 06:34:39.458390] GPU 0     0.000        0.000        0.000        825          2100         1                           607296946704544             
[2026-06-02 06:34:39.512590] GPU 0     0.000        0.000        0.000        825          2100         1                           607296998775328             
[2026-06-02 06:34:39.565388] GPU 0     0.000        0.000        0.000        825          2100         1                           607297049419776             
[2026-06-02 06:34:39.618093] GPU 0     0.000        0.000        0.000        825          2100         1                           607297099930368             
[2026-06-02 06:34:39.670949] GPU 0     0.000        0.000        0.000        825          2100         1                           607297150589728             
[2026-06-02 06:34:39.723519] GPU 0     0.000        0.000        0.000        825          2100         1                           607297201125408             
[2026-06-02 06:34:39.776083] GPU 0     0.000        0.000        0.000        825          2100         1                           607297251838592             
[2026-06-02 06:34:39.829096] GPU 0     0.000        0.000        0.000        825          2100         1                           607297302338144             
[2026-06-02 06:34:39.882190] GPU 0     0.000        0.000        0.000        825          2100         1                           607297352996192             
[2026-06-02 06:34:39.935152] GPU 0     0.000        0.000        0.000        825          2100         1                           607297421114336             
[2026-06-02 06:34:39.988724] GPU 0     0.000        0.000        0.000        825          2100         1                           607297471814880             
[2026-06-02 06:34:40.042285] GPU 0     0.000        0.000        0.000        825          2100         1                           607297522991552             
[2026-06-02 06:34:40.095749] GPU 0     0.000        0.000        0.000        825          2100         1                           607297573644448             
[2026-06-02 06:34:40.149512] GPU 0     0.000        0.000        0.000        825          2100         1                           607297624152128             
[2026-06-02 06:34:40.199601] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:40.199755] ID                                                                                                                                 
[2026-06-02 06:34:40.203308] GPU 0     0.000        0.000        0.000        825          2100         1                           607297674674880             
[2026-06-02 06:34:40.256871] GPU 0     0.000        0.000        0.000        825          2100         1                           607297725235584             
[2026-06-02 06:34:40.310450] GPU 0     0.000        0.000        0.000        825          2100         1                           607297775878912             
[2026-06-02 06:34:40.364157] GPU 0     0.000        0.000        0.000        855          2100         1                           607297826516800             
[2026-06-02 06:34:40.417474] GPU 0     0.000        0.000        0.000        855          2100         1                           607297877336064             
[2026-06-02 06:34:40.470868] GPU 0     0.000        0.000        0.000        855          2100         1                           607297928938624             
[2026-06-02 06:34:40.524579] GPU 0     0.000        0.000        0.000        855          2100         1                           607297979569792             
[2026-06-02 06:34:40.578406] GPU 0     0.000        0.000        0.000        855          2100         1                           607298030108448             
[2026-06-02 06:34:40.631610] GPU 0     0.000        0.000        0.000        855          2100         1                           607298080754432             
[2026-06-02 06:34:40.685224] GPU 0     0.000        0.000        0.000        855          2100         1                           607298131308704             
[2026-06-02 06:34:40.738951] GPU 0     0.000        0.000        0.000        855          2100         1                           607298232573216             
[2026-06-02 06:34:40.792376] GPU 0     0.000        0.000        0.000        855          2100         1                           607298284118912             
[2026-06-02 06:34:40.846027] GPU 0     0.000        0.000        0.000        855          2100         1                           607298334757664             
[2026-06-02 06:34:40.899972] GPU 0     0.000        0.000        0.000        855          2100         1                           607298385259424             
[2026-06-02 06:34:40.950167] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:40.950327] ID                                                                                                                                 
[2026-06-02 06:34:40.953593] GPU 0     0.000        0.000        0.000        855          2100         1                           607298435798624             
[2026-06-02 06:34:41.006946] GPU 0     0.000        0.000        0.000        855          2100         1                           607298500742304             
[2026-06-02 06:34:41.059843] GPU 0     0.000        0.000        0.000        855          2100         1                           607298551339872             
[2026-06-02 06:34:41.112810] GPU 0     0.000        0.000        0.000        855          2100         1                           607298601914304             
[2026-06-02 06:34:41.165925] GPU 0     0.000        0.000        0.000        855          2100         1                           607298653351200             
[2026-06-02 06:34:41.219429] GPU 0     0.000        0.000        0.000        855          2100         1                           607298703906752             
[2026-06-02 06:34:41.273050] GPU 0     0.000        0.000        0.000        855          2100         1                           607298754436256             
[2026-06-02 06:34:41.326674] GPU 0     0.000        0.000        0.000        855          2100         1                           607298804994336             
[2026-06-02 06:34:41.380383] GPU 0     0.000        0.000        0.000        855          2100         1                           607298855541152             
[2026-06-02 06:34:41.433943] GPU 0     0.000        0.000        0.000        855          2100         1                           607298906037472             
[2026-06-02 06:34:41.487508] GPU 0     0.000        0.000        0.000        855          2100         1                           607298956690752             
[2026-06-02 06:34:41.541139] GPU 0     0.000        0.000        0.000        855          2100         1                           607299008018880             
[2026-06-02 06:34:41.594731] GPU 0     0.000        0.000        0.000        855          2100         1                           607299058534016             
[2026-06-02 06:34:41.648487] GPU 0     0.000        0.000        0.000        855          2100         1                           607299109173344             
[2026-06-02 06:34:41.698655] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:41.698782] ID                                                                                                                                 
[2026-06-02 06:34:41.701795] GPU 0     0.000        0.000        0.000        855          2100         1                           607299159729632             
[2026-06-02 06:34:41.755446] GPU 0     0.000        0.000        0.000        855          2100         1                           607299210400320             
[2026-06-02 06:34:41.809069] GPU 0     0.000        0.000        0.000        945          2100         1                           607299260998016             
[2026-06-02 06:34:41.862640] GPU 0     0.000        0.000        0.000        945          2100         1                           607299311709728             
[2026-06-02 06:34:41.916222] GPU 0     0.000        0.000        0.000        945          2100         1                           607299362190624             
[2026-06-02 06:34:41.969065] GPU 0     0.000        0.000        0.000        945          2100         1                           607299463291040             
[2026-06-02 06:34:42.022725] GPU 0     0.000        0.000        0.000        945          2100         1                           607299513995264             
[2026-06-02 06:34:42.076430] GPU 0     0.000        0.000        0.000        945          2100         1                           607299564456736             
[2026-06-02 06:34:42.130111] GPU 0     0.000        0.000        0.000        945          2100         1                           607299614973696             
[2026-06-02 06:34:42.183248] GPU 0     0.000        0.000        0.000        945          2100         1                           607299665432608             
[2026-06-02 06:34:42.236223] GPU 0     0.000        0.000        0.000        945          2100         1                           607299731035040             
[2026-06-02 06:34:42.289228] GPU 0     0.000        0.000        0.000        945          2100         1                           607299781663424             
[2026-06-02 06:34:42.342220] GPU 0     0.000        0.000        0.000        945          2100         1                           607299832181952             
[2026-06-02 06:34:42.395330] GPU 0     0.000        0.000        0.000        945          2100         1                           607299883323968             
[2026-06-02 06:34:42.445385] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:42.445539] ID                                                                                                                                 
[2026-06-02 06:34:42.448695] GPU 0     0.000        0.000        0.000        945          2100         1                           607299933818112             
[2026-06-02 06:34:42.502545] GPU 0     0.000        0.000        0.000        945          2100         1                           607299984326432             
[2026-06-02 06:34:42.556285] GPU 0     0.000        0.000        0.000        945          2100         1                           607300034860096             
[2026-06-02 06:34:42.609814] GPU 0     0.000        0.000        0.000        945          2100         1                           607300085342464             
[2026-06-02 06:34:42.663004] GPU 0     0.000        0.000        0.000        945          2100         1                           607300136259680             
[2026-06-02 06:34:42.716645] GPU 0     0.000        0.000        0.000        945          2100         1                           607300186725216             
[2026-06-02 06:34:42.770235] GPU 0     0.000        0.000        0.000        945          2100         1                           607300255138176             
[2026-06-02 06:34:42.823868] GPU 0     0.000        0.000        0.000        945          2100         1                           607300305732320             
[2026-06-02 06:34:42.877454] GPU 0     0.000        0.000        0.000        945          2100         1                           607300356218912             
[2026-06-02 06:34:42.930805] GPU 0     0.000        0.000        0.000        945          2100         1                           607300407930784             
[2026-06-02 06:34:42.984307] GPU 0     0.000        0.000        0.000        945          2100         1                           607300458423968             
[2026-06-02 06:34:43.037903] GPU 0     0.000        0.000        0.000        945          2100         1                           607300509014432             
[2026-06-02 06:34:43.091514] GPU 0     0.000        0.000        0.000        945          2100         1                           607300559575680             
[2026-06-02 06:34:43.145256] GPU 0     0.000        0.000        0.000        945          2100         1                           607300610103424             
[2026-06-02 06:34:43.195383] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:43.195543] ID                                                                                                                                 
[2026-06-02 06:34:43.198997] GPU 0     0.000        0.000        0.000        945          2100         1                           607300660603680             
[2026-06-02 06:34:43.252823] GPU 0     0.000        0.000        0.000        945          2100         1                           607300711091456             
[2026-06-02 06:34:43.306682] GPU 0     0.000        0.000        0.000        945          2100         1                           607300761546496             
[2026-06-02 06:34:43.360577] GPU 0     0.000        0.000        0.000        945          2100         1                           607300812161344             
[2026-06-02 06:34:43.414257] GPU 0     0.000        0.000        0.000        945          2100         1                           607300862703264             
[2026-06-02 06:34:43.467470] GPU 0     0.000        0.000        0.000        945          2100         1                           607300913276480             
[2026-06-02 06:34:43.521098] GPU 0     0.000        0.000        0.000        945          2100         1                           607300972857056             
[2026-06-02 06:34:43.574803] GPU 0     0.000        0.000        0.000        945          2100         1                           607301023496864             
[2026-06-02 06:34:43.628152] GPU 0     0.000        0.000        0.000        885          2100         1                           607301074149248             
[2026-06-02 06:34:43.681939] GPU 0     0.000        0.000        0.000        885          2100         1                           607301176362400             
[2026-06-02 06:34:43.735768] GPU 0     0.000        0.000        0.000        885          2100         1                           607301227632192             
[2026-06-02 06:34:43.789478] GPU 0     0.000        0.000        0.000        885          2100         1                           607301278179616             
[2026-06-02 06:34:43.843343] GPU 0     0.000        0.000        0.000        885          2100         1                           607301328789472             
[2026-06-02 06:34:43.896838] GPU 0     0.000        0.000        0.000        885          2100         1                           607301379318272             
[2026-06-02 06:34:43.946989] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 06:34:43.947160] ID                                                                                                                                 
[2026-06-02 06:34:43.950757] GPU 0     0.000        0.000        0.000        885          2100         1                           607301429933664             
[2026-06-02 06:34:44.004447] GPU 0     0.000        0.000        0.000        885          2100         1                           607301481364800             
[2026-06-02 06:34:44.057399] GPU 0     0.000        0.000        0.000        855          2100         1                           607301531961280             
[2026-06-02 06:34:44.110726] GPU 0     0.000        0.000        0.000        855          2100         1                           607301582462080             
[2026-06-02 06:34:44.164366] GPU 0     0.000        0.000        0.000        855          2100         1                           607301632940768             
