,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2026-06-02,06:34:32.094,   46.03,   22.90,   47.07,   22.93,   46.62,   22.88,   44.07,   22.11,   44.45,   22.28,   44.22,   21.99,  272.46,  135.10,     18780,  407.56,   17.29,   22.35,   17.58,   22.78,   17.35,   22.47,   14.99,   21.69,   15.39,   21.93,   14.85,   21.39,   97.44,  132.62,     18760,  230.06,    369.90,    267.71,    637.61
2026-06-02,06:34:32.143,  141.15,   52.91,  142.82,   53.30,  141.78,   53.35,  135.30,   52.19,  135.25,   51.78,  135.04,   51.77,  831.34,  315.31,     18520, 1146.64,   35.35,   37.56,   35.67,   38.46,   35.65,   37.79,   32.36,   36.26,   33.10,   36.86,   32.17,   36.48,  204.29,  223.40,     18560,  427.69,   1035.63,    538.71,   1574.33
2026-06-02,06:34:32.193,  148.86,   49.00,  149.84,   49.47,  149.40,   49.47,  143.35,   48.21,  142.88,   47.44,  143.33,   47.74,  877.67,  291.33,     18980, 1169.00,   50.72,   56.94,   51.47,   57.90,   51.70,   57.49,   45.42,   55.48,   46.26,   56.37,   45.46,   56.13,  291.03,  340.30,     18800,  631.32,   1168.69,    631.63,   1800.32
2026-06-02,06:34:32.243,  788.01,  503.73,  781.04,  495.40,  791.42,  508.13,  696.75,  417.48,  704.90,  424.33,  700.81,  419.26, 4462.92, 2768.32,     18940, 7231.25,  120.06,  129.38,  118.82,  128.47,  118.92,  127.35,  102.44,  119.60,  127.82,  146.77,  103.89,  120.21,  691.95,  771.78,     18500, 1463.74,   5154.88,   3540.11,   8694.98
2026-06-02,06:34:32.293,  315.11,  139.76,  315.28,  138.70,  316.93,  141.18,  300.27,  130.24,  301.40,  133.53,  299.77,  129.61, 1848.76,  813.01,     18860, 2661.76,   89.48,  110.49,   89.05,  110.53,   89.88,  110.28,   79.31,  107.76,   82.49,  111.33,   79.88,  108.01,  510.09,  658.41,     19040, 1168.50,   2358.84,   1471.42,   3830.26
2026-06-02,06:34:32.343,  157.42,   71.82,  158.34,   71.57,  164.76,   80.50,  147.64,   66.82,  151.12,   69.98,  149.21,   67.82,  928.49,  428.51,     18640, 1356.99,   51.15,   56.64,   50.90,   56.64,   50.96,   56.80,   44.51,   53.69,   49.70,   59.27,   44.77,   54.32,  291.99,  337.35,     18600,  629.35,   1220.48,    765.86,   1986.34
2026-06-02,06:34:32.393,  163.07,   67.73,  165.32,   69.22,  168.61,   73.75,  155.33,   66.24,  157.03,   67.78,  156.29,   65.46,  965.64,  410.19,     18640, 1375.83,   46.64,   50.91,   45.81,   50.32,   47.31,   51.38,   41.58,   48.52,   44.23,   51.92,   41.53,   49.17,  267.11,  302.23,     18580,  569.33,   1232.75,    712.42,   1945.16
2026-06-02,06:34:32.444,  145.49,   79.25,  147.97,   81.32,  147.13,   80.17,  138.31,   75.30,  139.14,   75.87,  138.89,   75.61,  856.93,  467.52,     18960, 1324.44,   57.23,   69.22,   57.18,   69.27,   57.40,   68.69,   51.30,   66.46,   53.78,   69.28,   52.18,   67.84,  329.07,  410.76,     18960,  739.82,   1185.99,    878.27,   2064.27
2026-06-02,06:34:32.494,  154.17,   63.73,  154.24,   62.86,  157.61,   67.52,  144.37,   58.29,  146.86,   60.61,  144.71,   57.72,  901.95,  370.72,     18560, 1272.67,   39.17,   40.03,   38.84,   40.24,   39.97,   40.56,   35.29,   37.26,   39.03,   41.40,   35.66,   37.95,  227.96,  237.44,     18680,  465.41,   1129.92,    608.16,   1738.08
2026-06-02,06:34:32.543,  154.33,   71.72,  156.88,   72.59,  158.16,   75.11,  147.31,   69.72,  147.77,   68.96,  148.65,   68.43,  913.09,  426.53,     18600, 1339.63,   73.40,   70.31,   72.37,   69.75,   73.01,   70.03,   68.13,   67.65,   70.25,   70.36,   68.08,   68.32,  425.24,  416.42,     18580,  841.66,   1338.33,    842.95,   2181.28
2026-06-02,06:34:32.594,  170.04,   99.35,  170.11,   99.48,  174.00,  103.15,  162.44,   96.53,  163.04,   97.44,  162.43,   96.37, 1002.06,  592.32,     18960, 1594.38,   88.20,   79.08,   87.13,   77.97,   88.25,   78.46,   81.73,   75.92,   82.72,   77.17,   81.20,   75.22,  509.21,  463.83,     18980,  973.04,   1511.27,   1056.14,   2567.42
2026-06-02,06:34:32.644,  152.50,  112.29,  152.83,  111.71,  152.09,  111.39,  148.14,  109.26,  148.70,  110.82,  148.18,  109.37,  902.44,  664.84,     18640, 1567.28,   51.08,   56.39,   49.46,   54.36,   50.68,   54.68,   46.26,   53.34,   46.19,   53.57,   46.87,   54.90,  290.55,  327.24,     18520,  617.79,   1192.98,    992.09,   2185.07
2026-06-02,06:34:32.694,  114.67,   70.51,  114.99,   70.01,  115.89,   71.44,  110.25,   67.44,  111.30,   68.77,  109.91,   67.05,  677.01,  415.22,     18780, 1092.23,   51.31,   46.47,   50.46,   46.71,   51.28,   46.86,   51.52,   48.90,   49.06,   46.30,   48.35,   45.80,  301.98,  281.04,     18760,  583.01,    978.99,    696.25,   1675.24
2026-06-02,06:34:32.745,  155.36,  117.53,  155.86,  117.22,  158.65,  120.90,  147.25,  113.26,  147.93,  115.07,  148.41,  114.28,  913.46,  698.26,     18448, 1611.72,  215.04,  128.39,  214.57,  128.24,  214.61,  127.05,  206.79,  125.08,  207.62,  124.85,  204.78,  122.38, 1263.41,  755.98,     18606, 2019.39,   2176.87,   1454.24,   3631.11
2026-06-02,06:34:32.796,  204.02,   97.27,  202.82,   94.07,  203.96,   98.00,  191.89,   90.33,  193.53,   91.33,  193.42,   90.08, 1189.65,  561.08,     19080, 1750.73,   74.00,   94.65,   74.52,   95.20,   74.43,   94.98,   65.30,   91.79,   66.68,   93.95,   65.14,   92.24,  420.08,  562.81,     19060,  982.89,   1609.73,   1123.89,   2733.62
2026-06-02,06:34:32.846,  250.90,  101.68,  252.63,  102.37,  255.03,  106.93,  244.04,   98.51,  247.01,  101.64,  245.38,   99.81, 1495.00,  610.95,     18720, 2105.95,   37.62,   69.17,   37.62,   69.68,   37.01,   68.17,   32.24,   67.44,   35.27,   70.21,   32.92,   67.60,  212.68,  412.28,     18720,  624.96,   1707.68,   1023.23,   2730.91
2026-06-02,06:34:32.896,  280.32,   85.13,  281.74,   85.00,  283.90,   88.25,  272.32,   82.90,  272.86,   82.47,  275.08,   84.25, 1666.21,  508.01,     18980, 2174.22,   76.31,  159.71,   76.90,  160.34,   75.96,  159.30,   59.68,  155.69,   61.17,  157.52,   59.78,  155.77,  409.80,  948.33,     18780, 1358.13,   2076.01,   1456.34,   3532.35
2026-06-02,06:34:32.947,  247.51,  111.57,  248.66,  110.59,  247.65,  110.80,  237.56,  107.01,  237.51,  107.94,  237.07,  106.41, 1455.96,  654.33,     18760, 2110.29,   55.62,  122.81,   55.28,  123.08,   55.68,  122.39,   44.89,  120.74,   46.80,  122.68,   44.68,  121.12,  302.95,  732.81,     18700, 1035.76,   1758.91,   1387.15,   3146.06
2026-06-02,06:34:32.997,   79.28,   48.25,   80.19,   48.33,   80.50,   49.71,   77.44,   49.39,   75.31,   46.43,   75.53,   46.49,  468.25,  288.60,     18348,  756.85,   40.53,   54.95,   40.49,   55.45,   40.27,   54.93,   36.95,   54.04,   37.92,   55.00,   36.12,   53.10,  232.28,  327.47,     18368,  559.75,    700.53,    616.07,   1316.60
2026-06-02,06:34:33.047,   73.99,   60.93,   74.81,   60.64,   76.61,   63.02,   69.88,   60.41,   69.43,   59.38,   70.22,   60.33,  434.94,  364.71,     18720,  799.66,   29.12,   43.35,   29.52,   43.74,   28.88,   43.11,   27.50,   42.39,   28.34,   43.54,   26.94,   41.98,  170.30,  258.10,     18700,  428.40,    605.24,    622.81,   1228.05
2026-06-02,06:34:33.098,   92.67,   84.05,   92.74,   84.16,   92.94,   84.27,   88.68,   82.99,   89.45,   83.26,   88.81,   83.28,  545.29,  502.01,     18704, 1047.29,   49.07,   50.23,   49.07,   50.08,   48.86,   49.77,   46.22,   48.36,   46.87,   49.29,   45.87,   48.18,  285.95,  295.91,     18704,  581.86,    831.23,    797.92,   1629.15
2026-06-02,06:34:33.148,  187.00,  117.29,  185.86,  115.58,  186.90,  117.35,  177.35,  115.34,  177.07,  114.71,  177.69,  114.01, 1091.86,  694.28,     19078, 1786.14,   53.79,   53.02,   53.28,   52.84,   53.20,   52.23,   50.99,   50.62,   52.28,   52.31,   50.54,   50.23,  314.09,  311.26,     19058,  625.35,   1405.95,   1005.54,   2411.48
2026-06-02,06:34:33.198,  269.07,  178.61,  268.02,  177.20,  275.25,  185.59,  256.93,  172.06,  261.50,  175.41,  257.17,  171.84, 1587.94, 1060.70,     18620, 2648.64,   57.11,   66.77,   57.03,   67.02,   57.10,   66.43,   52.54,   63.23,   56.99,   67.96,   51.95,   63.73,  332.72,  395.14,     18640,  727.86,   1920.66,   1455.84,   3376.50
2026-06-02,06:34:33.248,  372.33,  186.26,  373.55,  184.52,  376.41,  191.60,  353.72,  175.79,  357.80,  179.86,  356.84,  176.81, 2190.65, 1094.85,     18580, 3285.50,   87.70,   97.79,   87.68,   98.24,   87.39,   98.19,   79.41,   96.92,   82.06,  100.06,   78.88,   96.50,  503.11,  587.70,     18700, 1090.81,   2693.77,   1682.54,   4376.31
2026-06-02,06:34:33.298,  154.19,   70.19,  156.24,   71.97,  160.91,   78.19,  148.28,   68.70,  150.52,   71.26,  151.11,   70.91,  921.24,  431.22,     18800, 1352.46,   44.92,   49.50,   45.04,   50.02,   45.29,   49.38,   39.21,   48.31,   41.27,   50.24,   39.08,   48.47,  254.81,  295.92,     18760,  550.73,   1176.05,    727.14,   1903.19
2026-06-02,06:34:33.348,   73.86,   38.63,   75.18,   40.22,   75.86,   42.35,   68.66,   35.92,   70.19,   37.98,   68.74,   35.87,  432.49,  230.97,     18660,  663.46,   50.24,   65.19,   51.21,   66.08,   50.80,   65.08,   43.99,   64.78,   45.33,   65.51,   43.43,   64.06,  285.00,  390.70,     18640,  675.70,    717.50,    621.67,   1339.16
2026-06-02,06:34:33.397,   55.01,   29.23,   56.12,   30.09,   56.77,   31.57,   52.68,   28.89,   55.14,   32.21,   52.54,   28.02,  328.25,  180.02,     18580,  508.27,   45.95,   60.50,   45.90,   61.34,   45.50,   60.36,   39.62,   58.81,   41.31,   60.24,   40.21,   59.74,  258.49,  360.98,     18600,  619.47,    586.74,    541.00,   1127.74
2026-06-02,06:34:33.448,   20.75,   14.27,   20.63,   14.17,   20.43,   14.33,   19.40,   13.67,   19.71,   13.52,   19.68,   13.53,  120.60,   83.50,     18980,  204.10,   33.49,   58.94,   33.60,   59.14,   34.45,   59.19,   28.95,   58.17,   29.20,   58.48,   28.56,   57.99,  188.26,  351.91,     18940,  540.17,    308.86,    435.41,    744.27
2026-06-02,06:34:33.498,   83.57,   59.03,   84.50,   58.53,   86.15,   61.00,   77.15,   55.95,   78.48,   57.18,   77.78,   55.37,  487.63,  347.06,     18600,  834.69,   47.22,   56.71,   47.10,   57.07,   47.41,   56.59,   42.79,   54.54,   44.21,   55.76,   43.44,   54.65,  272.17,  335.32,     18580,  607.49,    759.80,    682.38,   1442.18
2026-06-02,06:34:33.548,   87.27,   48.04,   88.62,   49.39,   90.80,   52.40,   82.72,   46.07,   81.54,   44.19,   81.86,   43.70,  512.81,  283.79,     18580,  796.60,   28.12,   40.94,   28.33,   40.63,   28.39,   40.69,   24.72,   38.79,   27.21,   41.98,   23.81,   38.47,  160.57,  241.51,     18580,  402.09,    673.38,    525.30,   1198.68
2026-06-02,06:34:33.598,   59.94,   38.49,   59.75,   38.66,   59.63,   39.01,   55.31,   37.71,   56.33,   39.20,   55.54,   37.73,  346.51,  230.81,     19000,  577.32,  208.02,   96.04,  209.63,   96.55,  209.48,   95.88,  205.11,   94.35,  206.88,   95.30,  205.45,   94.83, 1244.57,  572.94,     18960, 1817.51,   1591.08,    803.75,   2394.83
2026-06-02,06:34:33.648,   37.05,   31.85,   37.08,   31.61,   36.90,   31.83,   34.72,   31.09,   35.46,   31.40,   34.99,   31.13,  216.19,  188.90,     18540,  405.09,  159.42,   52.70,  160.72,   53.22,  159.18,   52.92,  155.36,   51.34,  156.32,   51.85,  155.27,   51.74,  946.27,  313.76,     18580, 1260.03,   1162.46,    502.66,   1665.12
2026-06-02,06:34:33.699,   76.01,   41.56,   77.17,   42.57,   80.20,   46.95,   70.53,   39.39,   72.40,   42.06,   70.92,   39.06,  447.24,  251.59,     19100,  698.83,   29.66,   32.51,   30.43,   33.24,   30.26,   32.31,   27.12,   30.50,   28.87,   32.12,   27.26,   31.25,  173.60,  191.93,     18940,  365.52,    620.84,    443.51,   1064.35
2026-06-02,06:34:33.749,   57.69,   38.34,   58.19,   39.45,   57.82,   38.64,   53.88,   37.56,   54.23,   37.66,   54.37,   38.25,  336.18,  229.90,     18560,  566.08,   31.13,   28.33,   31.21,   28.47,   31.36,   28.24,   27.95,   26.76,   29.37,   27.84,   28.32,   27.24,  179.34,  166.89,     18600,  346.23,    515.52,    396.79,    912.31
2026-06-02,06:34:33.798,   56.34,   35.97,   57.08,   36.67,   58.17,   38.59,   53.58,   36.81,   55.49,   38.32,   53.43,   35.72,  334.09,  222.08,     18560,  556.17,   33.97,   27.31,   34.37,   28.05,   33.82,   27.51,   31.79,   26.23,   33.46,   27.42,   32.42,   26.12,  199.84,  162.64,     18540,  362.48,    533.93,    384.72,    918.65
2026-06-02,06:34:33.849,   76.51,   50.82,   77.61,   51.98,   77.48,   52.29,   69.48,   48.22,   71.72,   50.12,   70.27,   47.63,  443.07,  301.06,     18920,  744.13,   27.59,   31.91,   28.03,   32.26,   27.60,   32.01,   23.99,   30.20,   25.30,   32.12,   24.41,   31.23,  156.92,  189.74,     18960,  346.66,    599.99,    490.80,   1090.79
2026-06-02,06:34:33.899,   38.09,   26.31,   38.01,   26.24,   37.92,   26.64,   36.75,   25.73,   36.91,   25.97,   36.72,   25.95,  224.39,  156.84,     18580,  381.23,   42.82,   42.39,   42.08,   42.10,   43.14,   41.54,   37.99,   41.10,   38.77,   41.50,   37.54,   41.03,  242.34,  249.65,     18560,  491.99,    466.73,    406.49,    873.22
2026-06-02,06:34:33.950,   90.28,   59.00,   89.52,   57.68,   91.74,   60.56,   81.77,   53.79,   83.06,   54.34,   83.28,   54.79,  519.65,  340.15,     18980,  859.80,   41.98,   57.91,   41.92,   58.41,   42.51,   58.18,   37.19,   55.93,   39.19,   57.97,   37.16,   56.62,  239.94,  345.02,     18920,  584.96,    759.59,    685.17,   1444.76
2026-06-02,06:34:33.999,  101.58,   56.54,  100.67,   55.68,  103.87,   60.25,   94.13,   54.06,   95.41,   55.40,   94.31,   53.95,  589.97,  335.88,     18540,  925.84,   44.23,   52.06,   45.50,   53.15,   45.01,   52.54,   40.69,   51.29,   42.89,   53.47,   40.45,   51.29,  258.77,  313.82,     18580,  572.59,    848.74,    649.69,   1498.43
2026-06-02,06:34:34.049,   46.44,   36.22,   44.76,   34.00,   45.10,   34.50,   42.33,   33.00,   42.70,   33.68,   42.84,   33.37,  264.16,  204.77,     18600,  468.93,   28.49,   33.57,   29.02,   34.07,   28.91,   33.69,   26.23,   32.89,   26.89,   33.91,   26.64,   33.20,  166.19,  201.33,     18560,  367.52,    430.34,    406.11,    836.45
2026-06-02,06:34:34.100,   43.12,   33.25,   42.89,   33.39,   43.71,   33.25,   40.57,   32.27,   41.27,   32.59,   40.64,   32.12,  252.20,  196.86,     18940,  449.06,   44.84,   45.99,   44.62,   45.58,   44.51,   45.56,   40.46,   43.91,   41.72,   44.90,   40.92,   44.58,  257.06,  270.52,     18960,  527.58,    509.26,    467.38,    976.64
2026-06-02,06:34:34.150,  101.83,   51.86,  101.07,   49.41,  105.42,   55.74,   93.38,   49.00,   95.40,   50.71,   93.52,   47.77,  590.63,  304.47,     18580,  895.10,   32.22,   49.60,   32.88,   50.93,   32.36,   50.09,   27.74,   48.01,   29.98,   50.33,   27.56,   47.91,  182.75,  296.86,     18580,  479.61,    773.38,    601.33,   1374.72
2026-06-02,06:34:34.199,   49.85,   33.64,   49.28,   33.46,   51.73,   35.88,   46.88,   33.31,   46.26,   32.91,   46.21,   33.70,  290.21,  202.91,     18740,  493.12,   25.69,   39.06,   26.52,   39.71,   27.01,   39.49,   23.05,   38.21,   24.36,   38.89,   23.49,   38.64,  150.12,  233.99,     18560,  384.12,    440.34,    436.90,    877.24
2026-06-02,06:34:34.255,   38.44,   29.20,   38.19,   28.89,   38.22,   29.13,   36.43,   28.22,   36.77,   28.22,   36.55,   28.20,  224.59,  171.86,     18780,  396.45,   41.65,   48.65,   42.18,   49.04,   42.26,   48.77,   37.63,   47.29,   37.59,   47.88,   37.58,   47.54,  238.91,  289.17,     18798,  528.08,    463.49,    461.03,    924.53
2026-06-02,06:34:34.305,  108.71,   66.02,  108.77,   65.14,  111.72,   69.82,  101.27,   63.99,  103.35,   66.53,  103.05,   65.74,  636.85,  397.25,     18920, 1034.10,   36.90,   37.97,   37.61,   38.98,   37.51,   38.14,   33.99,   36.14,   36.84,   38.62,   34.28,   36.67,  217.13,  226.53,     18940,  443.65,    853.98,    623.78,   1477.75
2026-06-02,06:34:34.355,   63.50,   41.36,   64.47,   41.97,   64.38,   42.28,   58.41,   39.29,   60.39,   42.13,   59.01,   39.53,  370.15,  246.55,     18600,  616.70,   65.04,   49.04,   66.25,   50.24,   66.01,   49.66,   63.27,   47.60,   65.19,   49.38,   64.13,   48.21,  389.89,  294.14,     18580,  684.03,    760.04,    540.69,   1300.73
2026-06-02,06:34:34.405,   31.88,   27.01,   31.26,   26.62,   31.49,   27.16,   31.10,   27.05,   31.12,   27.30,   30.90,   26.86,  187.74,  162.00,     18560,  349.74,  486.38,  111.72,  487.91,  112.36,  485.93,  111.73,  484.44,  111.23,  484.04,  111.28,  485.86,  111.81, 2914.56,  670.14,     18540, 3584.69,   3102.30,    832.13,   3934.43
2026-06-02,06:34:34.456,   79.50,   52.47,   79.41,   50.94,   83.00,   55.83,   73.67,   50.79,   73.46,   50.13,   73.38,   49.62,  462.41,  309.79,     18960,  772.20,   28.17,   20.59,   28.82,   21.15,   28.70,   21.19,   26.28,   19.13,   28.78,   21.61,   27.12,   19.24,  167.87,  122.89,     18980,  290.75,    630.28,    432.68,   1062.95
2026-06-02,06:34:34.506,   43.14,   36.57,   42.60,   35.90,   42.67,   36.02,   39.92,   36.10,   40.06,   36.26,   40.30,   36.13,  248.70,  216.98,     18580,  465.68,   47.59,   61.99,   47.22,   61.92,   47.13,   62.20,   39.83,   59.70,   40.46,   60.35,   40.72,   60.01,  262.97,  366.16,     18560,  629.13,    511.66,    583.14,   1094.80
2026-06-02,06:34:34.555,   23.94,   23.29,   23.79,   23.39,   23.61,   23.47,   23.02,   23.03,   23.34,   22.96,   23.34,   22.85,  141.04,  139.00,     18620,  280.04,   53.86,   42.85,   54.16,   42.57,   54.09,   42.26,   52.33,   42.35,   51.71,   42.06,   52.26,   42.30,  318.40,  254.38,     18580,  572.78,    459.44,    393.37,    852.82
2026-06-02,06:34:34.606,   89.46,   52.36,   90.06,   51.91,   93.09,   56.04,   84.41,   50.58,   86.47,   53.81,   84.16,   49.73,  527.65,  314.44,     19000,  842.09,   30.58,   35.24,   30.90,   35.85,   30.44,   35.36,   28.59,   33.29,   30.64,   35.52,   28.75,   33.64,  179.90,  208.90,     19000,  388.80,    707.55,    523.34,   1230.88
