time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2025-11-18 15:11:09.566496,1:49:10.110000,8,7,6,8,63,37,0.34939807830031644,0.34699230004203707,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.031,-256,-256,-256,46.875,46.593,45.718,45.375,46.875,995,1196,4505,OFF,25W
2025-11-18 15:11:10.566610,1:49:11.110000,8,4,4,9,40,61,0.35174291486664316,0.34699230004203707,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.25,-256,-256,-256,47.156,46.593,45.562,45.25,47.156,915,1194,4465,OFF,25W
2025-11-18 15:11:11.561938,1:49:12.110000,9,20,7,7,63,7,0.3526164613268576,0.34699230004203707,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,47.187,46.562,45.5,45.343,46.937,800,1201,4166,OFF,25W
2025-11-18 15:11:12.561392,1:49:13.110000,9,10,9,22,0,0,0.3527994754620082,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.218,-256,-256,-256,46.906,46.5,45.468,45.25,47.187,643,1165,3898,OFF,25W
2025-11-18 15:11:13.564418,1:49:14.110000,12,10,6,38,0,0,0.3524237069436178,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.031,-256,-256,-256,47.281,46.562,45.593,45.312,46.968,601,1165,3979,OFF,25W
2025-11-18 15:11:14.562995,1:49:15.120000,10,20,12,63,0,0,0.35183108974408267,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,47.031,46.593,45.781,45.312,47.031,602,1165,4019,OFF,25W
2025-11-18 15:11:15.568143,1:49:16.120000,13,20,15,11,0,7,0.35137176014997934,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.875,-256,-256,-256,46.843,46.625,45.718,45.312,46.843,602,1165,3904,OFF,25W
2025-11-18 15:11:16.568574,1:49:17.120000,18,7,100,100,0,100,0.35143994188660405,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.875,-256,-256,-256,46.968,46.5,45.625,45.218,46.968,562,1165,4065,OFF,25W
2025-11-18 15:11:17.572349,1:49:18.120000,4,6,100,100,3,100,0.3514573718042374,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.812,-256,-256,-256,46.875,46.593,45.75,45.281,47.0,561,1165,4139,OFF,25W
2025-11-18 15:11:18.573279,1:49:19.120000,94,9,100,100,0,100,0.35183826676899055,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,47.031,46.562,45.468,45.187,47.031,562,1165,4139,OFF,25W
2025-11-18 15:11:19.573224,1:49:20.120000,100,5,100,100,1,100,0.35191311288588684,0.3469266812258415,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.687,-256,-256,-256,46.843,46.531,45.531,45.125,46.843,562,1165,4106,OFF,25W
2025-11-18 15:11:20.577479,1:49:21.120000,36,15,100,100,2,100,0.35243754834879726,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.937,-256,-256,-256,47.093,46.468,45.5,45.187,46.812,561,1163,4139,OFF,25W
2025-11-18 15:11:21.572838,1:49:22.120000,4,8,100,100,0,100,0.35252110942451026,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,46.937,46.531,45.437,45.218,46.937,562,1165,4106,OFF,25W
2025-11-18 15:11:22.576332,1:49:23.120000,6,6,100,100,1,100,0.3525390519867799,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.812,-256,-256,-256,47.25,46.562,45.468,45.25,47.25,522,1165,4106,OFF,25W
2025-11-18 15:11:23.573532,1:49:24.120000,13,15,100,100,0,100,0.3499589115324025,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.75,-256,-256,-256,46.968,46.562,45.625,45.187,46.968,562,1165,4099,OFF,25W
2025-11-18 15:11:24.576375,1:49:25.130000,100,35,100,100,0,72,0.33975677062587245,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.687,-256,-256,-256,46.812,46.593,45.625,45.25,46.812,562,1165,4099,OFF,25W
2025-11-18 15:11:25.580231,1:49:26.130000,2,15,100,100,1,1,0.32752404431505294,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.812,-256,-256,-256,47.0,46.593,45.687,45.25,47.0,561,1165,4139,OFF,25W
2025-11-18 15:11:26.581519,1:49:27.130000,59,8,100,100,3,0,0.3206458912301369,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.031,-256,-256,-256,46.812,46.437,45.468,45.187,46.812,522,1165,4106,OFF,25W
2025-11-18 15:11:27.578568,1:49:28.130000,100,7,100,100,4,1,0.31817750730646766,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.718,-256,-256,-256,47.031,46.468,45.5,45.156,47.031,522,1165,4106,OFF,25W
2025-11-18 15:11:28.582718,1:49:29.130000,8,17,100,100,3,2,0.3142931988974039,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.0,-256,-256,-256,46.875,46.437,45.437,45.25,46.875,522,1165,4106,OFF,25W
2025-11-18 15:11:29.582908,1:49:30.130000,39,18,100,100,3,3,0.3134324685530964,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.875,-256,-256,-256,47.062,46.468,45.437,45.25,47.062,522,1165,4106,OFF,25W
2025-11-18 15:11:30.894832,1:49:31.130000,22,7,100,100,2,3,0.3069418748132051,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.875,-256,-256,-256,46.875,46.531,45.531,45.156,46.875,522,1165,4106,OFF,25W
2025-11-18 15:11:31.587373,1:49:32.130000,3,12,100,100,3,2,0.30086754851797,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,47.156,46.593,45.406,45.125,47.156,562,1165,4139,OFF,25W
2025-11-18 15:11:32.583109,1:49:33.130000,5,11,100,100,0,3,0.29549810859761444,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.812,-256,-256,-256,46.875,46.562,45.562,45.281,46.875,522,1165,4099,OFF,25W
2025-11-18 15:11:33.587641,1:49:34.130000,4,9,100,100,0,1,0.29208594589856096,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,46.812,46.5,45.531,45.218,46.812,522,1165,4099,OFF,25W
2025-11-18 15:11:34.587645,1:49:35.140000,15,16,100,100,1,2,0.2896344792478888,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.75,-256,-256,-256,46.906,46.562,45.562,45.187,46.906,522,1165,4106,OFF,25W
2025-11-18 15:11:35.588991,1:49:36.140000,48,17,100,100,2,0,0.2869743662302523,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.75,-256,-256,-256,46.812,46.562,45.531,45.187,46.812,522,1165,4099,OFF,25W
2025-11-18 15:11:36.588039,1:49:37.140000,4,11,100,100,1,1,0.28262098797899593,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.968,-256,-256,-256,46.843,46.5,45.468,45.156,46.968,562,1165,4139,OFF,25W
2025-11-18 15:11:37.591039,1:49:38.140000,6,10,100,100,1,0,0.2795584489218827,0.346861062409646,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,47.0,46.625,45.437,45.125,46.843,522,1165,4099,OFF,25W
2025-11-18 15:11:38.589096,1:49:39.140000,8,10,100,100,1,1,0.27578640968816337,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,46.937,46.468,45.468,45.125,46.937,561,1163,4139,OFF,25W
2025-11-18 15:11:39.590835,1:49:40.140000,12,18,100,100,0,2,0.2726515877373352,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.75,-256,-256,-256,47.031,46.562,45.656,45.218,47.031,562,1165,4139,OFF,25W
2025-11-18 15:11:40.592737,1:49:41.140000,52,21,100,100,2,2,0.2701057944735883,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.75,-256,-256,-256,46.843,46.468,45.531,45.156,46.843,562,1165,4139,OFF,25W
2025-11-18 15:11:41.744777,1:49:42.140000,6,10,100,100,1,1,0.26716116368281856,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.75,-256,-256,-256,47.25,46.468,45.531,45.187,47.25,562,1165,4099,OFF,25W
2025-11-18 15:11:42.728938,1:49:43.140000,19,11,100,100,2,0,0.2652495118341451,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.031,-256,-256,-256,46.843,46.468,45.5,45.187,47.156,562,1165,4099,OFF,25W
2025-11-18 15:11:43.763718,1:49:44.140000,3,10,100,100,1,0,0.26323071725648994,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.656,-256,-256,-256,46.906,46.531,45.593,45.187,46.906,562,1165,4139,OFF,25W
2025-11-18 15:11:44.605831,1:49:45.150000,14,9,90,100,0,1,0.2615369393782338,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.937,-256,-256,-256,46.937,46.468,45.468,45.156,46.937,562,1165,4139,OFF,25W
2025-11-18 15:11:45.606996,1:49:46.150000,14,41,8,63,2,0,0.26089459564897993,0.34653296832866826,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.093,-256,-256,-256,46.875,46.437,45.437,45.156,46.875,682,1163,4220,OFF,25W
2025-11-18 15:11:46.597078,1:49:47.150000,9,32,13,88,4,7,0.2611837272238396,0.34508935437236626,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.093,-256,-256,-256,46.843,46.5,45.562,45.187,46.843,1036,1198,4592,OFF,25W
2025-11-18 15:11:47.595791,1:49:48.150000,35,60,44,99,43,41,0.26122576408401427,0.3434488839674777,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.25,-256,-256,-256,47.218,46.531,45.593,45.343,47.218,1313,1196,4904,OFF,25W
2025-11-18 15:11:48.592606,1:49:49.150000,15,100,14,6,22,18,0.2627667738606601,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.343,-256,-256,-256,47.25,46.5,45.562,45.375,47.25,1196,1196,4632,OFF,25W
2025-11-18 15:11:49.599736,1:49:50.150000,26,51,33,8,0,5,0.2611242604460316,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.843,-256,-256,-256,46.843,46.531,45.718,45.218,46.843,601,1165,4139,OFF,25W
2025-11-18 15:11:50.596372,1:49:51.150000,8,33,72,4,4,7,0.27002120810860275,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.156,-256,-256,-256,46.968,46.531,45.531,45.25,47.218,681,1163,4253,OFF,25W
2025-11-18 15:11:51.596587,1:49:52.150000,18,91,6,5,3,4,0.27842652956498515,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.093,-256,-256,-256,47.343,46.531,45.468,45.343,47.343,881,1201,4253,OFF,25W
2025-11-18 15:11:52.606533,1:49:53.150000,8,6,3,4,71,34,0.27862799890704165,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.718,-256,-256,-256,46.937,46.562,45.5,45.281,46.937,601,1165,4139,OFF,25W
2025-11-18 15:11:53.607779,1:49:54.150000,3,5,5,12,100,16,0.2772520607032767,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.968,-256,-256,-256,46.843,46.562,45.593,45.218,46.843,562,1165,4139,OFF,25W
2025-11-18 15:11:54.607215,1:49:55.160000,10,7,5,3,100,21,0.27623497374490497,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.812,-256,-256,-256,46.843,46.562,45.468,45.312,46.843,562,1165,4139,OFF,25W
2025-11-18 15:11:55.609811,1:49:56.160000,8,5,7,11,100,9,0.2760611872132074,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.031,-256,-256,-256,46.843,46.593,45.562,45.187,46.843,561,1165,4139,OFF,25W
2025-11-18 15:11:56.611644,1:49:57.160000,7,3,6,3,100,6,0.27577103034907513,0.34207088882737124,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.968,-256,-256,-256,47.0,46.5,45.468,45.25,47.0,561,1165,4139,OFF,25W
2025-11-18 15:11:57.767877,1:49:58.160000,9,4,4,4,100,7,0.2751522682730899,0.3420052700111757,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.968,-256,-256,-256,46.843,46.593,45.531,45.25,46.843,561,1165,4139,OFF,25W
2025-11-18 15:11:58.681910,1:49:59.160000,3,18,6,11,100,20,0.2741495353645339,0.3420052700111757,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,47.125,46.656,45.375,45.281,47.125,562,1165,4139,OFF,25W
2025-11-18 15:11:59.613970,1:50:00.160000,14,3,36,10,100,15,0.27283203864930444,0.3420052700111757,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.0,-256,-256,-256,46.906,46.593,45.75,45.25,46.906,561,1165,4139,OFF,25W
2025-11-18 15:12:00.616291,1:50:01.160000,5,4,5,5,100,9,0.2716380892914175,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.843,-256,-256,-256,47.062,46.593,45.562,45.25,47.062,561,1165,4139,OFF,25W
2025-11-18 15:12:01.616755,1:50:02.160000,6,2,3,3,99,8,0.2721092097121552,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,46.906,46.562,45.531,45.281,46.906,562,1165,4139,OFF,25W
2025-11-18 15:12:02.616919,1:50:03.160000,3,5,5,3,98,11,0.27220148574668485,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,47.218,46.5,45.5,45.281,47.218,562,1165,4139,OFF,25W
2025-11-18 15:12:03.618209,1:50:04.170000,6,3,22,3,100,10,0.2723070905417577,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.062,-256,-256,-256,46.968,46.531,45.437,45.156,46.968,562,1165,4139,OFF,25W
2025-11-18 15:12:04.618751,1:50:05.170000,90,6,5,5,18,5,0.27181187582311506,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.062,-256,-256,-256,46.843,46.593,45.437,45.156,46.843,562,1165,4139,OFF,25W
2025-11-18 15:12:05.618544,1:50:06.170000,10,96,2,5,0,7,0.27186314028674263,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,46.968,46.593,45.468,45.218,46.968,562,1165,4139,OFF,25W
2025-11-18 15:12:06.618771,1:50:07.170000,4,100,5,4,1,4,0.2718728805348319,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.843,-256,-256,-256,46.937,46.531,45.593,45.25,46.875,562,1165,4139,OFF,25W
2025-11-18 15:12:07.605511,1:50:08.170000,7,41,59,7,2,1,0.4257785405929966,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.156,-256,-256,-256,47.312,46.562,45.562,45.437,47.312,1036,1634,5351,OFF,25W
2025-11-18 15:12:08.641404,1:50:09.170000,8,4,9,4,60,39,0.4825303524073023,0.34193965119498015,0,16.1,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.906,-256,-256,-256,47.0,46.593,45.593,45.375,47.0,761,1241,4454,OFF,25W
2025-11-18 15:12:09.628720,1:50:10.170000,4,7,9,9,17,0,0.4835802486223957,0.34193965119498015,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.781,-256,-256,-256,47.218,46.562,45.625,45.312,47.218,602,1207,3904,OFF,25W
2025-11-18 15:12:10.610669,1:50:11.170000,7,2,4,8,20,24,0.4865248794131654,0.34193965119498015,0,99.9,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.593,-256,-256,-256,48.781,46.718,45.656,45.843,48.781,3882,2460,10214,OFF,25W
2025-11-18 15:12:11.606003,1:50:12.170000,8,6,2,5,0,1,0.48664893941514425,0.34193965119498015,0,99.9,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,47.562,-256,-256,-256,50.25,47.281,45.906,46.781,50.531,6619,4951,16728,OFF,25W
2025-11-18 15:12:12.606913,1:50:13.170000,4,6,4,6,0,2,0.4867781258634858,0.34193965119498015,0,93.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.058823529411764,48.093,-256,-256,-256,50.718,47.562,46.312,47.218,50.718,6921,5217,17447,OFF,25W
2025-11-18 15:12:13.608220,1:50:14.170000,5,6,5,5,2,0,0.4868104224755712,0.34193965119498015,0,94.1,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.058823529411764,48.375,-256,-256,-256,51.093,47.968,46.625,47.562,51.093,6921,5257,17565,OFF,25W
2025-11-18 15:12:14.609004,1:50:15.180000,9,4,3,2,0,0,0.48684169379838405,0.34193965119498015,0,93.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.058823529411764,49.0,-256,-256,-256,51.406,48.156,46.75,47.937,51.625,6960,5257,17526,OFF,25W
2025-11-18 15:12:15.610165,1:50:16.180000,7,6,13,8,0,0,0.4880043718334582,0.3418740323787846,0,99.9,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.058823529411764,49.218,-256,-256,-256,51.812,48.406,47.0,48.218,51.687,6882,4982,16818,OFF,25W
2025-11-18 15:12:16.612306,1:50:17.180000,10,4,6,10,2,2,0.48812381803371047,0.3418740323787846,0,93.5,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.19607843137255,49.343,-256,-256,-256,51.968,48.781,47.281,48.406,52.218,6960,5257,17526,OFF,25W
