time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2025-11-18 16:31:06.425800,3:09:06.970000,29,27,30,29,40,81,0.3238791409511301,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.187,-256,-256,-256,46.062,45.656,44.625,44.312,46.062,1194,1196,4545,OFF,25W
2025-11-18 16:31:07.426486,3:09:07.970000,30,31,62,26,56,48,0.33918773507960603,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.218,-256,-256,-256,46.031,45.625,44.718,44.531,46.031,1393,1196,5063,OFF,25W
2025-11-18 16:31:08.428974,3:09:08.970000,14,83,14,25,93,14,0.3588030567974372,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.375,-256,-256,-256,46.156,45.625,44.687,44.593,46.156,1313,1194,4864,OFF,25W
2025-11-18 16:31:09.424478,3:09:09.980000,39,100,12,14,36,77,0.35970992515900957,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.5,-256,-256,-256,46.281,45.625,44.687,44.593,46.281,1194,1194,4864,OFF,25W
2025-11-18 16:31:10.437921,3:09:10.980000,21,50,17,34,81,47,0.3599308749972445,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.468,-256,-256,-256,46.218,45.75,44.687,44.468,46.218,1154,1194,4864,OFF,25W
2025-11-18 16:31:11.443317,3:09:11.980000,41,46,22,44,100,2,0.35955356854494536,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.125,-256,-256,-256,46.031,45.75,44.843,44.531,46.031,1074,1196,4824,OFF,25W
2025-11-18 16:31:12.437215,3:09:12.980000,45,13,29,71,100,10,0.3573327919805974,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.312,-256,-256,-256,46.093,45.656,44.75,44.5,46.156,1154,1194,4784,OFF,25W
2025-11-18 16:31:13.444335,3:09:13.980000,58,21,31,56,52,2,0.35744352322203304,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.125,-256,-256,-256,46.281,45.781,44.875,44.531,46.281,878,1200,4520,OFF,25W
2025-11-18 16:31:14.445329,3:09:14.980000,31,13,33,95,1,2,0.3599103692117935,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.093,-256,-256,-256,46.062,45.812,44.75,44.531,46.062,641,1163,4213,OFF,25W
2025-11-18 16:31:15.444793,3:09:15.980000,91,11,12,100,3,5,0.3625146039640759,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,44.906,-256,-256,-256,46.062,45.687,44.75,44.406,46.218,601,1163,4173,OFF,25W
2025-11-18 16:31:16.448195,3:09:16.980000,73,17,72,60,4,7,0.3657037662463493,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.218,-256,-256,-256,46.093,45.687,44.75,44.468,46.093,641,1163,4213,OFF,25W
2025-11-18 16:31:17.449994,3:09:17.980000,50,24,85,60,4,8,0.3707528032690323,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.156,-256,-256,-256,46.406,45.718,44.75,44.531,46.406,720,1200,4407,OFF,25W
2025-11-18 16:31:18.449546,3:09:18.980000,77,20,95,100,10,14,0.37137976765919795,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.25,-256,-256,-256,46.125,45.625,44.75,44.468,46.125,641,1161,4253,OFF,25W
2025-11-18 16:31:19.450591,3:09:19.980000,59,35,64,100,32,34,0.35475880326185527,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.281,-256,-256,-256,46.093,45.656,44.718,44.531,46.093,840,1201,4527,OFF,25W
2025-11-18 16:31:20.449399,3:09:20.990000,54,23,97,96,65,7,0.35290046645535456,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.187,-256,-256,-256,46.125,45.812,44.625,44.5,46.125,681,1201,4293,OFF,25W
2025-11-18 16:31:21.457151,3:09:21.990000,79,12,48,100,46,60,0.351100058492753,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.062,-256,-256,-256,46.093,45.75,44.843,44.5,46.093,641,1163,4213,OFF,25W
2025-11-18 16:31:22.452289,3:09:22.990000,16,11,25,100,63,54,0.35123898518918384,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.093,-256,-256,-256,46.156,45.781,44.875,44.5,46.156,600,1163,4213,OFF,25W
2025-11-18 16:31:23.453282,3:09:23.990000,17,9,7,100,100,26,0.3517454780898246,0.28419509294290135,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.062,-256,-256,-256,46.031,45.656,44.75,44.5,46.031,601,1163,4179,OFF,25W
2025-11-18 16:31:24.537590,3:09:24.990000,23,31,40,89,46,88,0.4646687879901716,0.2842607117590969,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.5,-256,-256,-256,46.156,45.781,44.875,44.625,46.156,1275,1275,5231,OFF,25W
2025-11-18 16:31:25.597111,3:09:25.990000,42,61,43,58,47,66,0.5144609362223934,0.2842607117590969,0,3.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.625,-256,-256,-256,46.25,45.718,44.812,44.593,46.25,1156,1236,4952,OFF,25W
2025-11-18 16:31:26.455415,3:09:26.990000,34,86,35,16,55,48,0.5153365332611529,0.2842607117590969,0,1.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.375,-256,-256,-256,46.187,45.687,44.75,44.5,46.187,760,1201,4407,OFF,25W
2025-11-18 16:31:27.461069,3:09:27.990000,20,17,58,53,100,17,0.5154898140073995,0.2842607117590969,0,3.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.281,-256,-256,-256,46.187,45.937,44.718,44.468,46.187,642,1203,4213,OFF,25W
2025-11-18 16:31:28.452536,3:09:28.990000,14,28,100,40,8,9,0.5155595336779331,0.2842607117590969,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.625,-256,-256,-256,46.218,45.656,44.781,44.562,46.218,721,1201,4373,OFF,25W
2025-11-18 16:31:29.469401,3:09:29.990000,38,47,62,60,11,20,0.5162018774071869,0.2842607117590969,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.25,-256,-256,-256,46.187,45.906,44.687,44.468,46.187,681,1201,4246,OFF,25W
2025-11-18 16:31:30.473109,3:09:31,38,41,18,45,94,16,0.5161608658362848,0.28445756820768353,0,41.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.437,-256,-256,-256,46.187,45.875,44.875,44.656,46.187,800,1282,4567,OFF,25W
2025-11-18 16:31:31.466176,3:09:32,34,45,58,36,33,100,0.5161260060010181,0.28491689992105235,0,2.1,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.125,-256,-256,-256,46.281,45.781,44.937,44.625,46.281,840,1200,4520,OFF,25W
2025-11-18 16:31:32.655728,3:09:33,21,52,42,54,64,43,0.5159768264118618,0.28576994453159443,0,1.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.187,-256,-256,-256,46.343,45.781,44.718,44.562,46.343,800,1200,4480,OFF,25W
2025-11-18 16:31:33.715446,3:09:34,17,92,27,22,46,12,0.513754511913605,0.29095383101104244,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.25,-256,-256,-256,46.468,45.75,44.75,44.656,46.468,721,1201,4333,OFF,25W
2025-11-18 16:31:34.469165,3:09:35,45,69,79,34,10,14,0.5138078269557778,0.2859011821639855,0,1.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.156,-256,-256,-256,46.437,45.781,44.75,44.531,46.125,721,1201,4326,OFF,25W
2025-11-18 16:31:36.109544,3:09:36,32,100,31,47,68,45,0.5135366379431877,0.2859011821639855,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.187,-256,-256,-256,46.437,45.812,44.687,44.531,46.187,760,1201,4366,OFF,25W
2025-11-18 16:31:36.516922,3:09:37,82,81,55,86,43,16,0.5284048703291024,0.28596680098018107,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.468,-256,-256,-256,46.593,45.875,44.75,44.656,46.593,1038,1238,4800,OFF,25W
2025-11-18 16:31:37.460603,3:09:38,63,58,57,85,53,31,0.5649061937212311,0.2860324197963766,0,4.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.187,-256,-256,-256,46.187,45.781,44.875,44.562,46.187,838,1200,4480,OFF,25W
2025-11-18 16:31:38.464424,3:09:39,77,88,70,62,27,47,0.5698070764440303,0.2860324197963766,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.562,-256,-256,-256,46.343,45.781,44.75,44.625,46.343,998,1277,4872,OFF,25W
2025-11-18 16:31:39.470819,3:09:40,46,35,53,76,42,19,0.5739989716348596,0.2860324197963766,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,45.312,-256,-256,-256,46.281,45.875,44.875,44.656,46.437,998,1198,4680,OFF,25W
2025-11-18 16:31:40.444972,3:09:41,19,52,17,39,15,9,0.57304904112384,0.2860324197963766,0,93.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,46.5,-256,-256,-256,49.093,46.281,45.156,45.687,49.093,6041,4093,15138,OFF,25W
2025-11-18 16:31:41.444648,3:09:42,39,28,18,63,14,13,0.5756250804211274,0.2860324197963766,0,93.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,23.92156862745098,47.156,-256,-256,-256,49.656,46.718,45.406,46.343,49.656,7038,5100,17604,OFF,25W
2025-11-18 16:31:42.449905,3:09:43.010000,13,74,16,29,7,8,0.5782918578190355,0.2860324197963766,0,94.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,47.531,-256,-256,-256,50.343,47.0,45.593,46.718,50.343,6960,5217,17722,OFF,25W
2025-11-18 16:31:43.450995,3:09:44.010000,10,61,42,4,9,7,0.5980466188779336,0.2860324197963766,0,93.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.031,-256,-256,-256,50.5,47.281,45.875,47.062,50.5,6960,5217,17732,OFF,25W
2025-11-18 16:31:44.457325,3:09:45.010000,22,62,10,7,9,12,0.6217174723133448,0.2860324197963766,0,99.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.093,-256,-256,-256,50.75,47.531,46.156,47.218,50.75,6541,4943,16740,OFF,25W
2025-11-18 16:31:45.451442,3:09:46.010000,13,26,30,17,15,14,0.6257478844437473,0.2860324197963766,0,99.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.312,-256,-256,-256,50.593,47.656,46.375,47.343,50.593,6080,4526,15257,OFF,25W
2025-11-18 16:31:46.451308,3:09:47.010000,11,4,20,18,9,9,0.6261841450292182,0.2860324197963766,0,99.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.406,-256,-256,-256,50.625,47.875,46.531,47.531,50.625,5767,4683,15178,OFF,25W
2025-11-18 16:31:47.453867,3:09:48.010000,11,8,19,24,5,9,0.6260913563500522,0.2860324197963766,0,94.5,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.718,-256,-256,-256,51.125,48.187,46.937,47.75,51.125,5884,4762,15533,OFF,25W
2025-11-18 16:31:48.454588,3:09:49.010000,7,7,53,5,11,7,0.6262523267658429,0.2860324197963766,0,91.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.781,-256,-256,-256,51.062,48.218,46.968,47.906,51.062,5963,4801,15547,OFF,25W
2025-11-18 16:31:49.452935,3:09:50.010000,7,24,5,5,40,9,0.6264409799919924,0.2860324197963766,0,99.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,48.937,-256,-256,-256,51.531,48.5,47.125,48.25,51.531,6080,4833,15822,OFF,25W
2025-11-18 16:31:50.453645,3:09:51.010000,7,9,7,7,50,9,0.6264071454459983,0.2860324197963766,0,99.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,49.218,-256,-256,-256,51.687,48.75,47.343,48.343,51.687,6002,4794,15704,OFF,25W
2025-11-18 16:31:51.452700,3:09:52.010000,13,10,10,9,11,9,0.6264384167688111,0.2860324197963766,0,93.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,27.45098039215686,49.687,-256,-256,-256,52.25,48.968,47.562,48.75,52.375,6686,5139,17015,OFF,25W
2025-11-18 16:31:52.461184,3:09:53.020000,13,39,25,18,8,3,0.6262789842869293,0.2860324197963766,0,92.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.25,-256,-256,-256,52.562,49.125,47.75,49.062,52.562,7038,5209,17683,OFF,25W
2025-11-18 16:31:53.448770,3:09:54.020000,32,31,42,39,33,36,0.6333975677062588,0.2860324197963766,0,98.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.093,-256,-256,-256,52.781,49.468,48.093,49.312,52.781,6776,4872,16649,OFF,25W
2025-11-18 16:31:54.457999,3:09:55.020000,7,5,7,11,22,33,0.633819474241914,0.2860324197963766,0,99.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.312,-256,-256,-256,52.656,49.75,48.25,49.343,52.656,6198,4872,15980,OFF,25W
2025-11-18 16:31:55.444828,3:09:56.020000,17,15,16,11,42,11,0.6339906975504301,0.2860324197963766,0,95.1,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.718,-256,-256,-256,52.656,49.906,48.312,49.5,52.843,6237,4833,16019,OFF,25W
2025-11-18 16:31:56.458945,3:09:57.020000,18,12,18,17,26,14,0.6343295556550086,0.2860324197963766,0,99.9,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.75,-256,-256,-256,53.093,49.937,48.687,49.656,53.093,6462,5069,16570,OFF,25W
2025-11-18 16:31:57.460969,3:09:58.020000,16,18,16,15,8,15,0.6343608269778215,0.2860324197963766,0,98.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.781,-256,-256,-256,53.25,50.187,48.781,49.968,53.25,6306,4833,16019,OFF,25W
2025-11-18 16:31:58.460761,3:09:59.020000,11,13,11,5,2,24,0.634380307474,0.28596680098018107,0,99.9,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,50.906,-256,-256,-256,53.656,50.375,48.968,50.156,53.656,6462,4990,16570,OFF,25W
2025-11-18 16:31:59.461442,3:10:00.020000,15,13,12,18,7,14,0.6334662620875198,0.28596680098018107,0,92.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,51.312,-256,-256,-256,53.5,50.468,49.218,50.218,53.5,6345,4833,15980,OFF,25W
2025-11-18 16:32:00.462456,3:10:01.020000,10,11,6,11,7,31,0.6336538900243968,0.28596680098018107,0,97.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,51.468,-256,-256,-256,53.812,50.625,49.343,50.468,53.812,6227,4912,16216,OFF,25W
2025-11-18 16:32:01.463849,3:10:02.020000,12,15,18,18,13,16,0.6347560759923903,0.28596680098018107,0,92.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,30.58823529411765,51.625,-256,-256,-256,54.062,50.875,49.5,50.562,53.812,6306,4833,16058,OFF,25W
2025-11-18 16:32:02.469208,3:10:03.030000,14,11,6,6,25,6,0.6348842371514594,0.28596680098018107,0,93.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,51.937,-256,-256,-256,54.343,51.187,49.625,50.812,54.343,6149,4872,15862,OFF,25W
2025-11-18 16:32:03.467722,3:10:04.030000,18,15,17,17,26,13,0.6345587078074241,0.28596680098018107,0,92.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,52.093,-256,-256,-256,54.406,51.406,49.781,50.968,54.156,6277,4794,15862,OFF,25W
2025-11-18 16:32:04.469368,3:10:05.030000,8,8,13,0,6,26,0.6345930549980545,0.28596680098018107,0,61.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,51.937,-256,-256,-256,54.312,51.468,50.062,51.062,54.312,5767,4762,15375,OFF,25W
2025-11-18 16:32:05.466299,3:10:06.030000,14,14,21,17,19,29,0.6351051869896943,0.28596680098018107,0,95.9,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,52.625,-256,-256,-256,54.468,51.593,50.187,51.25,54.468,6198,4715,15665,OFF,25W
2025-11-18 16:32:06.473283,3:10:07.030000,11,8,11,7,6,29,0.635169780213865,0.28596680098018107,0,99.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,52.218,-256,-256,-256,54.593,51.75,50.5,51.406,54.593,6080,4794,15586,OFF,25W
2025-11-18 16:32:07.472126,3:10:08.030000,29,15,20,25,16,12,0.6352528286449418,0.28596680098018107,0,99.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,52.781,-256,-256,-256,54.781,51.812,50.562,51.562,54.781,6198,4715,15625,OFF,25W
2025-11-18 16:32:08.473127,3:10:09.030000,14,16,17,9,5,3,0.6351559388086856,0.28596680098018107,0,96.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,52.812,-256,-256,-256,55.093,51.968,50.625,51.656,54.875,5963,4833,15783,OFF,25W
2025-11-18 16:32:09.469661,3:10:10.030000,20,21,13,27,10,12,0.6351805457512268,0.28596680098018107,0,99.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,52.593,-256,-256,-256,55.0,52.125,51.031,51.843,55.0,6080,4715,15586,OFF,25W
2025-11-18 16:32:10.475742,3:10:11.030000,14,11,24,7,4,11,0.6353420288116538,0.28596680098018107,0,99.8,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.156,-256,-256,-256,55.531,52.25,50.937,51.968,55.25,6071,4880,15625,OFF,25W
2025-11-18 16:32:11.474118,3:10:12.030000,21,15,6,20,21,12,0.635689601875049,0.28596680098018107,0,92.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.281,-256,-256,-256,55.656,52.625,51.156,52.156,55.656,6306,4754,15783,OFF,25W
2025-11-18 16:32:12.474175,3:10:13.030000,10,6,9,9,24,12,0.6358172503894818,0.28596680098018107,0,96.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.281,-256,-256,-256,55.75,52.625,51.406,52.406,55.75,6002,4841,15468,OFF,25W
