timestamp,elapsed_time,cpu_power,gpu_power,total_power
2025-11-19 02:23:18.025208,10.922,27.88,35.10,62.98
2025-11-19 02:23:18.178192,11.075,28.78,35.16,63.94
2025-11-19 02:23:18.331632,11.228,28.71,35.09,63.80
2025-11-19 02:23:18.493039,11.382,39.77,35.19,74.96
2025-11-19 02:23:18.646058,11.543,37.82,35.53,73.35
2025-11-19 02:23:18.800128,11.696,26.04,35.56,61.60
2025-11-19 02:23:18.953214,11.850,23.53,35.57,59.10
2025-11-19 02:23:19.106629,12.003,27.25,35.69,62.94
2025-11-19 02:23:19.259708,12.157,40.73,35.71,76.44
2025-11-19 02:23:19.412686,12.310,30.35,36.09,66.44
2025-11-19 02:23:19.565535,12.463,26.28,36.03,62.30
2025-11-19 02:23:19.718550,12.616,26.40,36.14,62.54
2025-11-19 02:23:19.872513,12.769,26.78,36.19,62.97
2025-11-19 02:23:20.026610,12.923,43.36,36.23,79.59
2025-11-19 02:23:20.179344,13.077,36.45,36.05,72.50
2025-11-19 02:23:20.332161,13.230,26.90,36.08,62.98
2025-11-19 02:23:20.484979,13.382,32.48,36.18,68.66
2025-11-19 02:23:20.733388,13.535,34.77,36.39,71.16
2025-11-19 02:23:20.886234,13.784,45.50,36.20,81.71
2025-11-19 02:23:21.039001,13.936,45.47,36.37,81.84
2025-11-19 02:23:21.196040,14.089,44.94,36.28,81.23
2025-11-19 02:23:21.350008,14.246,45.54,29.93,75.46
2025-11-19 02:23:21.526917,14.400,45.37,29.85,75.22
2025-11-19 02:23:21.679893,14.577,45.45,35.05,80.50
2025-11-19 02:23:21.832817,14.730,46.16,35.69,81.85
2025-11-19 02:23:21.985650,14.883,47.26,35.59,82.85
2025-11-19 02:23:22.141955,15.036,48.05,35.65,83.70
2025-11-19 02:23:22.295032,15.192,53.46,35.67,89.13
2025-11-19 02:23:22.447793,15.345,45.61,36.14,81.75
2025-11-19 02:23:22.600566,15.498,46.97,36.24,83.20
2025-11-19 02:23:22.753321,15.651,75.15,36.09,111.24
2025-11-19 02:23:22.914179,15.803,95.03,36.14,131.17
2025-11-19 02:23:23.068776,15.964,84.11,36.11,120.22
2025-11-19 02:23:23.221688,16.119,66.12,62.70,128.82
2025-11-19 02:23:23.373817,16.272,80.36,75.48,155.85
2025-11-19 02:23:23.525957,16.424,71.80,75.84,147.65
2025-11-19 02:23:23.724485,16.576,58.06,75.95,134.01
2025-11-19 02:23:23.876710,16.775,54.34,75.94,130.28
2025-11-19 02:23:24.029971,16.927,56.92,76.02,132.94
2025-11-19 02:23:24.181985,17.080,50.80,76.01,126.81
2025-11-19 02:23:24.384586,17.232,57.28,75.90,133.18
2025-11-19 02:23:24.537028,17.435,56.40,76.04,132.44
2025-11-19 02:23:24.689218,17.587,49.44,75.99,125.43
2025-11-19 02:23:24.841363,17.739,42.21,75.97,118.17
2025-11-19 02:23:24.993595,17.892,46.64,75.92,122.55
2025-11-19 02:23:25.145743,18.044,47.01,76.02,123.03
2025-11-19 02:23:25.297874,18.196,47.28,75.94,123.22
2025-11-19 02:23:25.450072,18.348,47.28,76.03,123.31
2025-11-19 02:23:25.602213,18.500,47.36,75.99,123.36
2025-11-19 02:23:25.754419,18.652,47.79,76.01,123.81
2025-11-19 02:23:25.906617,18.805,47.03,75.98,123.01
2025-11-19 02:23:26.058818,18.957,44.33,75.94,120.28
2025-11-19 02:23:26.211134,19.109,43.63,75.95,119.58
2025-11-19 02:23:26.399151,19.261,42.87,75.96,118.83
2025-11-19 02:23:26.551521,19.449,50.49,76.01,126.50
2025-11-19 02:23:26.703732,19.602,56.66,76.07,132.73
2025-11-19 02:23:26.855920,19.754,55.57,75.98,131.55
2025-11-19 02:23:27.021793,19.906,47.52,76.02,123.54
2025-11-19 02:23:27.174140,20.072,48.19,76.10,124.29
2025-11-19 02:23:27.326514,20.224,46.31,75.26,121.57
2025-11-19 02:23:27.478742,20.377,43.83,76.16,119.99
2025-11-19 02:23:27.631014,20.529,46.42,76.12,122.54
2025-11-19 02:23:27.783177,20.681,46.67,76.10,122.77
2025-11-19 02:23:27.935602,20.833,45.64,76.01,121.65
2025-11-19 02:23:28.087747,20.986,42.50,76.05,118.55
2025-11-19 02:23:28.239847,21.138,43.54,76.23,119.77
2025-11-19 02:23:28.417849,21.290,45.72,76.28,122.00
2025-11-19 02:23:28.569904,21.468,41.15,76.22,117.37
2025-11-19 02:23:28.721976,21.620,33.37,76.15,109.52
2025-11-19 02:23:28.874048,21.772,35.71,76.22,111.93
2025-11-19 02:23:29.026307,21.924,35.46,76.25,111.72
2025-11-19 02:23:29.178449,22.077,47.10,76.25,123.35
2025-11-19 02:23:29.330602,22.229,45.76,76.16,121.92
2025-11-19 02:23:29.482704,22.381,46.03,76.07,122.09
2025-11-19 02:23:29.634837,22.533,44.19,76.06,120.24
2025-11-19 02:23:29.786925,22.685,46.19,76.13,122.32
2025-11-19 02:23:29.939083,22.837,46.06,76.08,122.14
2025-11-19 02:23:30.091342,22.989,48.03,76.16,124.19
2025-11-19 02:23:30.243536,23.142,46.96,76.15,123.11
2025-11-19 02:23:30.415057,23.294,44.64,76.06,120.69
2025-11-19 02:23:30.567255,23.465,48.49,76.13,124.62
2025-11-19 02:23:30.719399,23.618,42.40,76.22,118.62
2025-11-19 02:23:30.871639,23.770,46.38,76.10,122.48
2025-11-19 02:23:31.071170,23.922,46.68,76.12,122.80
2025-11-19 02:23:31.223482,24.122,46.52,76.12,122.64
2025-11-19 02:23:31.375688,24.274,42.27,76.03,118.31
2025-11-19 02:23:31.528129,24.426,32.50,76.03,108.52
2025-11-19 02:23:31.730607,24.578,36.14,76.11,112.25
2025-11-19 02:23:31.882982,24.781,37.94,76.11,114.05
2025-11-19 02:23:32.035238,24.933,36.92,76.10,113.01
2025-11-19 02:23:32.187404,25.086,42.34,76.18,118.53
2025-11-19 02:23:32.391934,25.238,47.87,76.22,124.09
2025-11-19 02:23:32.544292,25.442,45.01,76.31,121.32
2025-11-19 02:23:32.696700,25.595,37.76,76.25,114.02
2025-11-19 02:23:32.848917,25.747,38.02,76.27,114.29
2025-11-19 02:23:33.048546,25.899,50.36,76.16,126.52
2025-11-19 02:23:33.200823,26.099,45.85,76.15,122.00
2025-11-19 02:23:33.353252,26.251,46.56,76.23,122.79
2025-11-19 02:23:33.506818,26.403,44.62,76.16,120.78
2025-11-19 02:23:33.659110,26.557,44.60,74.98,119.57
2025-11-19 02:23:33.811290,26.709,51.23,76.04,127.28
2025-11-19 02:23:33.963399,26.862,44.47,76.15,120.62
2025-11-19 02:23:34.115683,27.014,40.89,76.12,117.00
2025-11-19 02:23:34.267946,27.166,31.00,76.18,107.18
2025-11-19 02:23:34.420369,27.318,42.09,76.17,118.27
2025-11-19 02:23:34.572596,27.471,46.71,76.18,122.89
2025-11-19 02:23:34.724782,27.623,46.37,76.18,122.55
2025-11-19 02:23:34.876855,27.775,41.26,76.25,117.51
2025-11-19 02:23:35.067576,27.927,47.69,76.23,123.92
2025-11-19 02:23:35.219708,28.118,46.39,76.22,122.61
2025-11-19 02:23:35.371979,28.270,42.53,76.26,118.79
2025-11-19 02:23:35.524331,28.422,42.76,76.27,119.03
2025-11-19 02:23:35.676718,28.575,40.72,76.24,116.96
2025-11-19 02:23:35.828851,28.727,48.63,76.34,124.97
2025-11-19 02:23:35.980943,28.879,34.53,76.21,110.75
2025-11-19 02:23:36.133099,29.031,31.68,76.18,107.86
2025-11-19 02:23:36.285279,29.183,32.00,76.10,108.10
2025-11-19 02:23:36.438776,29.336,47.66,76.13,123.79
2025-11-19 02:23:36.590905,29.489,32.26,76.15,108.41
2025-11-19 02:23:36.743027,29.641,28.47,76.19,104.67
2025-11-19 02:23:36.895237,29.793,28.19,76.17,104.36
2025-11-19 02:23:37.089427,29.946,33.48,76.24,109.72
2025-11-19 02:23:37.242006,30.140,36.80,76.22,113.03
2025-11-19 02:23:37.394208,30.292,31.92,76.35,108.26
2025-11-19 02:23:37.546297,30.444,31.51,76.28,107.78
2025-11-19 02:23:37.698567,30.597,36.85,76.30,113.14
2025-11-19 02:23:37.850773,30.749,44.28,76.39,120.67
2025-11-19 02:23:38.002946,30.901,39.47,76.33,115.80
2025-11-19 02:23:38.155099,31.053,45.65,76.32,121.97
2025-11-19 02:23:38.307398,31.205,42.03,76.36,118.39
2025-11-19 02:23:38.497346,31.358,44.52,76.27,120.79
2025-11-19 02:23:38.649508,31.548,45.00,76.26,121.26
2025-11-19 02:23:38.801719,31.700,45.89,76.21,122.09
2025-11-19 02:23:38.953898,31.852,44.29,76.21,120.50
2025-11-19 02:23:39.156658,32.004,45.98,76.27,122.25
2025-11-19 02:23:39.310120,32.207,44.86,76.26,121.12
2025-11-19 02:23:39.462427,32.360,75.92,76.35,152.27
2025-11-19 02:23:39.614774,32.513,56.61,76.30,132.90
2025-11-19 02:23:39.767413,32.665,35.54,76.39,111.93
2025-11-19 02:23:39.919644,32.818,46.94,76.26,123.20
2025-11-19 02:23:40.073180,32.970,46.48,76.30,122.77
2025-11-19 02:23:40.225242,33.123,38.06,76.35,114.41
2025-11-19 02:23:40.377244,33.275,46.22,76.34,122.56
2025-11-19 02:23:40.539659,33.427,46.30,76.36,122.66
2025-11-19 02:23:40.691825,33.590,43.19,76.33,119.52
2025-11-19 02:23:40.844094,33.742,39.51,76.28,115.79
2025-11-19 02:23:40.997008,33.894,44.78,76.29,121.07
2025-11-19 02:23:41.149158,34.047,42.84,76.37,119.21
2025-11-19 02:23:41.301173,34.199,46.90,76.43,123.32
2025-11-19 02:23:41.453209,34.351,42.26,76.28,118.53
2025-11-19 02:23:41.605232,34.503,40.36,76.30,116.66
2025-11-19 02:23:41.757296,34.655,32.42,76.33,108.75
2025-11-19 02:23:41.925133,34.808,36.24,76.35,112.59
2025-11-19 02:23:42.077307,34.975,45.50,76.30,121.80
2025-11-19 02:23:42.229413,35.128,37.33,76.33,113.66
2025-11-19 02:23:42.382190,35.280,38.49,76.29,114.78
2025-11-19 02:23:42.534477,35.432,35.43,76.37,111.80
2025-11-19 02:23:42.686589,35.585,44.90,76.43,121.33
2025-11-19 02:23:42.838754,35.737,43.84,76.34,120.18
2025-11-19 02:23:42.990836,35.889,40.36,76.31,116.67
2025-11-19 02:23:43.142904,36.041,37.60,76.27,113.87
2025-11-19 02:23:43.294943,36.193,44.13,76.22,120.35
2025-11-19 02:23:43.447015,36.345,46.09,76.25,122.34
2025-11-19 02:23:43.599156,36.497,37.58,76.26,113.84
2025-11-19 02:23:43.751269,36.649,35.44,76.24,111.68
2025-11-19 02:23:43.961182,36.802,38.16,76.22,114.38
2025-11-19 02:23:44.113173,37.011,44.59,76.23,120.82
2025-11-19 02:23:44.265292,37.163,38.48,76.17,114.65
2025-11-19 02:23:44.417331,37.316,43.25,76.23,119.48
2025-11-19 02:23:44.570489,37.468,42.54,76.27,118.81
2025-11-19 02:23:44.722549,37.621,46.53,76.23,122.76
2025-11-19 02:23:44.874661,37.773,41.93,76.21,118.13
2025-11-19 02:23:45.026787,37.925,36.03,76.17,112.20
2025-11-19 02:23:45.179014,38.077,38.50,76.22,114.71
2025-11-19 02:23:45.333816,38.229,44.20,76.25,120.45
2025-11-19 02:23:45.486084,38.384,44.16,76.17,120.33
2025-11-19 02:23:45.638282,38.536,48.37,77.57,125.94
2025-11-19 02:23:45.790570,38.689,47.98,77.69,125.67
2025-11-19 02:23:45.987717,38.841,47.40,77.14,124.55
2025-11-19 02:23:46.140008,39.038,47.63,76.70,124.33
2025-11-19 02:23:46.292300,39.190,45.25,76.69,121.94
2025-11-19 02:23:46.444506,39.343,44.14,76.45,120.59
2025-11-19 02:23:46.598651,39.495,39.18,76.50,115.68
2025-11-19 02:23:46.750590,39.649,75.60,76.56,152.16
2025-11-19 02:23:46.902759,39.801,45.06,76.60,121.66
2025-11-19 02:23:47.054942,39.953,44.97,76.53,121.50
2025-11-19 02:23:47.207259,40.105,43.54,76.50,120.04
2025-11-19 02:23:47.359528,40.258,46.96,76.51,123.47
2025-11-19 02:23:47.511965,40.410,46.69,76.43,123.12
2025-11-19 02:23:47.664244,40.562,43.90,76.45,120.36
2025-11-19 02:23:47.816554,40.715,45.40,76.50,121.90
2025-11-19 02:23:47.995653,40.867,46.82,76.50,123.32
2025-11-19 02:23:48.147929,41.046,46.21,76.45,122.66
2025-11-19 02:23:48.300202,41.198,45.39,76.44,121.84
2025-11-19 02:23:48.452605,41.350,44.72,76.58,121.30
2025-11-19 02:23:48.606866,41.503,36.47,76.53,113.01
2025-11-19 02:23:48.759129,41.657,45.28,76.52,121.79
2025-11-19 02:23:48.911366,41.809,41.63,76.44,118.07
2025-11-19 02:23:49.063618,41.962,45.74,76.52,122.25
2025-11-19 02:23:49.215817,42.114,47.43,76.48,123.91
2025-11-19 02:23:49.369754,42.266,46.71,76.51,123.22
2025-11-19 02:23:49.521921,42.420,42.93,76.51,119.44
2025-11-19 02:23:49.674109,42.572,46.47,76.53,123.00
2025-11-19 02:23:49.826391,42.724,46.84,76.42,123.26
2025-11-19 02:23:49.978686,42.877,42.87,76.42,119.29
2025-11-19 02:23:50.130968,43.029,45.07,76.48,121.56
2025-11-19 02:23:50.283372,43.181,44.49,76.47,120.95
2025-11-19 02:23:50.435660,43.334,45.36,76.44,121.80
2025-11-19 02:23:50.587888,43.486,40.55,76.53,117.07
2025-11-19 02:23:50.760808,43.638,44.61,76.58,121.20
2025-11-19 02:23:50.912961,43.811,45.23,76.68,121.90
2025-11-19 02:23:51.065143,43.963,43.82,76.57,120.39
2025-11-19 02:23:51.220884,44.115,42.55,76.58,119.12
2025-11-19 02:23:51.373002,44.271,42.25,76.53,118.78
2025-11-19 02:23:51.525269,44.423,46.25,76.56,122.82
2025-11-19 02:23:51.677505,44.576,41.74,76.60,118.34
2025-11-19 02:23:51.829792,44.728,39.37,76.60,115.97
2025-11-19 02:23:51.982068,44.880,34.17,76.59,110.76
2025-11-19 02:23:52.148714,45.032,41.69,76.53,118.22
2025-11-19 02:23:52.302521,45.199,46.95,76.64,123.59
2025-11-19 02:23:52.454737,45.353,45.44,76.54,121.98
2025-11-19 02:23:52.607025,45.505,41.82,76.59,118.42
2025-11-19 02:23:52.759258,45.657,45.16,76.53,121.68
2025-11-19 02:23:52.911686,45.810,46.43,76.56,122.98
2025-11-19 02:23:53.063839,45.962,44.05,76.51,120.55
2025-11-19 02:23:53.216008,46.114,45.25,76.52,121.76
2025-11-19 02:23:53.368235,46.266,33.27,76.56,109.83
2025-11-19 02:23:53.520680,46.418,37.82,76.52,114.34
2025-11-19 02:23:53.673007,46.571,37.93,76.50,114.43
2025-11-19 02:23:53.825319,46.723,30.35,76.52,106.86
2025-11-19 02:23:53.977592,46.876,33.21,76.68,109.89
2025-11-19 02:23:54.182854,47.028,34.18,76.67,110.85
2025-11-19 02:23:54.335088,47.233,39.04,76.63,115.67
2025-11-19 02:23:54.487386,47.385,36.07,76.64,112.71
2025-11-19 02:23:54.639881,47.538,40.37,76.65,117.02
2025-11-19 02:23:54.792870,47.690,33.55,76.72,110.27
2025-11-19 02:23:54.945221,47.843,46.00,76.66,122.66
2025-11-19 02:23:55.097384,47.995,43.06,76.53,119.59
2025-11-19 02:23:55.249499,48.148,45.05,76.54,121.59
2025-11-19 02:23:55.401702,48.300,45.82,76.65,122.47
2025-11-19 02:23:55.554310,48.452,46.72,76.62,123.33
2025-11-19 02:23:55.706603,48.605,46.01,76.58,122.60
2025-11-19 02:23:55.858929,48.757,64.26,76.59,140.84
2025-11-19 02:23:56.011154,48.909,38.78,76.62,115.40
2025-11-19 02:23:56.177184,49.061,42.56,76.48,119.05
2025-11-19 02:23:56.329364,49.227,44.12,76.58,120.70
2025-11-19 02:23:56.481525,49.380,42.52,76.59,119.11
2025-11-19 02:23:56.633751,49.532,39.66,76.49,116.15
2025-11-19 02:23:56.838769,49.684,32.92,76.45,109.37
2025-11-19 02:23:56.991065,49.889,46.76,76.52,123.28
2025-11-19 02:23:57.143422,50.041,42.86,76.65,119.51
2025-11-19 02:23:57.295681,50.194,46.41,76.60,123.02
2025-11-19 02:23:57.447808,50.346,44.36,76.54,120.90
2025-11-19 02:23:57.600151,50.498,46.85,76.52,123.38
2025-11-19 02:23:57.752719,50.650,46.75,137.28,184.04
2025-11-19 02:23:57.904963,50.803,35.56,76.62,112.18
2025-11-19 02:23:58.058945,50.955,35.68,173.87,209.54
2025-11-19 02:23:58.212173,51.109,47.74,107.22,154.96
2025-11-19 02:23:58.364312,51.262,48.24,188.22,236.46
2025-11-19 02:23:58.519274,51.415,48.54,193.99,242.53
2025-11-19 02:23:58.671408,51.570,47.81,195.18,242.99
2025-11-19 02:23:58.877873,51.722,47.93,208.22,256.16
2025-11-19 02:23:59.030459,51.928,47.93,211.01,258.94
2025-11-19 02:23:59.182794,52.081,47.60,193.86,241.45
2025-11-19 02:23:59.335051,52.233,47.53,200.63,248.16
2025-11-19 02:23:59.487346,52.385,48.14,201.07,249.22
2025-11-19 02:23:59.640115,52.538,47.21,197.50,244.72
2025-11-19 02:23:59.792353,52.690,47.71,207.66,255.37
2025-11-19 02:23:59.945480,52.843,47.65,184.91,232.56
2025-11-19 02:24:00.097648,52.996,46.60,188.53,235.13
2025-11-19 02:24:00.265256,53.148,45.00,113.69,158.69
2025-11-19 02:24:00.417214,53.315,46.72,114.20,160.91
2025-11-19 02:24:00.569219,53.467,46.59,133.19,179.79
2025-11-19 02:24:00.721878,53.619,44.64,160.24,204.88
2025-11-19 02:24:00.874375,53.772,49.02,262.12,311.15
2025-11-19 02:24:01.026450,53.925,56.21,261.34,317.55
2025-11-19 02:24:01.179053,54.077,49.23,261.61,310.84
2025-11-19 02:24:01.332782,54.229,53.36,259.49,312.85
2025-11-19 02:24:01.485165,54.383,48.72,260.67,309.39
2025-11-19 02:24:01.689139,54.535,77.46,252.58,330.04
2025-11-19 02:24:01.841612,54.739,48.26,257.48,305.74
2025-11-19 02:24:01.994246,54.892,47.00,256.67,303.67
2025-11-19 02:24:02.146742,55.045,47.36,261.97,309.33
2025-11-19 02:24:02.302001,55.197,49.60,259.20,308.80
2025-11-19 02:24:02.454654,55.352,52.63,259.72,312.35
2025-11-19 02:24:02.607815,55.505,46.98,257.49,304.47
2025-11-19 02:24:02.760404,55.658,46.69,258.92,305.61
2025-11-19 02:24:02.913109,55.811,46.66,256.62,303.28
2025-11-19 02:24:03.079153,55.963,53.06,256.02,309.08
2025-11-19 02:24:03.232605,56.129,45.96,217.04,262.99
2025-11-19 02:24:03.385065,56.283,47.50,267.34,314.83
2025-11-19 02:24:03.550491,56.435,47.99,261.79,309.79
2025-11-19 02:24:03.702537,56.601,77.08,256.31,333.39
2025-11-19 02:24:03.858348,56.753,47.94,259.58,307.51
2025-11-19 02:24:04.010916,56.909,47.82,265.31,313.12
2025-11-19 02:24:04.163626,57.061,47.70,253.77,301.47
2025-11-19 02:24:04.315944,57.214,47.00,257.27,304.27
2025-11-19 02:24:04.480290,57.366,46.76,258.91,305.67
2025-11-19 02:24:04.632931,57.531,46.93,262.69,309.62
2025-11-19 02:24:04.787876,57.683,47.62,280.46,328.08
2025-11-19 02:24:04.940173,57.838,47.71,257.76,305.47
2025-11-19 02:24:05.094812,57.990,47.94,258.38,306.32
2025-11-19 02:24:05.247268,58.145,47.97,256.77,304.74
2025-11-19 02:24:05.399558,58.298,47.46,249.94,297.41
2025-11-19 02:24:05.552055,58.450,47.90,256.55,304.45
2025-11-19 02:24:05.704113,58.602,81.00,251.90,332.91
2025-11-19 02:24:05.870082,58.754,56.42,258.06,314.48
2025-11-19 02:24:06.022882,58.920,48.41,249.24,297.64
2025-11-19 02:24:06.175192,59.073,50.67,257.88,308.55
2025-11-19 02:24:06.346898,59.225,53.66,257.88,311.54
2025-11-19 02:24:06.575468,59.397,60.36,260.17,320.52
2025-11-19 02:24:06.729827,59.626,48.66,257.16,305.82
2025-11-19 02:24:06.882046,59.780,48.45,257.33,305.78
2025-11-19 02:24:07.034388,59.932,48.97,252.56,301.53
2025-11-19 02:24:07.262494,60.085,53.52,263.12,316.64
2025-11-19 02:24:07.416297,60.313,48.59,256.48,305.06
2025-11-19 02:24:07.568724,60.467,48.79,257.10,305.89
2025-11-19 02:24:07.723125,60.619,48.48,260.86,309.34
2025-11-19 02:24:07.875539,60.773,49.52,258.84,308.36
2025-11-19 02:24:08.027921,60.926,48.76,260.85,309.60
2025-11-19 02:24:08.183536,61.078,49.15,255.83,304.99
2025-11-19 02:24:08.336855,61.234,48.29,255.94,304.22
2025-11-19 02:24:08.489590,61.387,48.96,258.44,307.40
2025-11-19 02:24:08.697357,61.540,48.28,258.06,306.35
2025-11-19 02:24:08.849675,61.748,48.96,258.08,307.04
2025-11-19 02:24:09.002023,61.900,48.72,258.54,307.26
2025-11-19 02:24:09.156996,62.054,115.85,249.78,365.63
2025-11-19 02:24:09.378712,62.207,48.67,255.91,304.58
2025-11-19 02:24:09.531195,62.429,48.95,257.25,306.20
2025-11-19 02:24:09.683876,62.582,49.28,254.02,303.30
2025-11-19 02:24:09.836330,62.734,49.19,263.54,312.73
2025-11-19 02:24:10.062730,62.887,49.24,258.85,308.09
2025-11-19 02:24:10.215414,63.113,48.90,261.94,310.84
2025-11-19 02:24:10.368146,63.266,48.34,256.81,305.15
2025-11-19 02:24:10.520476,63.418,48.82,256.81,305.63
2025-11-19 02:24:10.672939,63.571,48.82,259.31,308.14
2025-11-19 02:24:10.825337,63.723,49.07,258.67,307.74
2025-11-19 02:24:10.977481,63.876,49.23,257.24,306.48
2025-11-19 02:24:11.133876,64.028,48.78,254.74,303.52
2025-11-19 02:24:11.286444,64.184,48.69,260.46,309.15
2025-11-19 02:24:11.467146,64.337,48.39,259.12,307.51
2025-11-19 02:24:11.619848,64.517,48.48,259.43,307.90
2025-11-19 02:24:11.772173,64.670,48.77,260.50,309.27
2025-11-19 02:24:11.924769,64.822,48.98,260.33,309.31
2025-11-19 02:24:12.076896,64.975,58.19,257.67,315.86
2025-11-19 02:24:12.228865,65.127,92.52,254.65,347.18
2025-11-19 02:24:12.381036,65.279,49.68,258.36,308.04
2025-11-19 02:24:12.533395,65.431,49.54,265.44,314.97
2025-11-19 02:24:12.688148,65.584,49.57,253.74,303.31
2025-11-19 02:24:12.865194,65.738,48.55,263.71,312.26
2025-11-19 02:24:13.017783,65.915,48.79,259.61,308.40
2025-11-19 02:24:13.173897,66.068,48.17,257.42,305.60
2025-11-19 02:24:13.326417,66.224,48.87,259.60,308.47
2025-11-19 02:24:13.479133,66.377,48.55,256.90,305.45
2025-11-19 02:24:13.631573,66.529,48.50,257.77,306.26
2025-11-19 02:24:13.783796,66.682,48.73,256.76,305.48
2025-11-19 02:24:13.936149,66.834,49.29,259.19,308.49
2025-11-19 02:24:14.088693,66.986,49.35,261.06,310.41
2025-11-19 02:24:14.272497,67.139,48.69,259.68,308.38
2025-11-19 02:24:14.431148,67.323,57.66,258.52,316.18
2025-11-19 02:24:14.583557,67.481,58.45,257.65,316.11
2025-11-19 02:24:14.735862,67.634,58.34,255.97,314.31
2025-11-19 02:24:14.952824,67.786,58.86,258.05,316.92
2025-11-19 02:24:15.105156,68.003,58.58,260.21,318.79
2025-11-19 02:24:15.257749,68.155,57.94,257.02,314.95
2025-11-19 02:24:15.410292,68.308,58.15,259.41,317.56
2025-11-19 02:24:15.563271,68.461,58.85,259.70,318.55
2025-11-19 02:24:15.717617,68.614,58.44,257.95,316.40
2025-11-19 02:24:15.873839,68.769,58.40,262.14,320.53
2025-11-19 02:24:16.026123,68.924,58.33,256.38,314.71
2025-11-19 02:24:16.178737,69.076,58.53,260.39,318.91
2025-11-19 02:24:16.332327,69.229,58.67,257.33,316.00
2025-11-19 02:24:16.484649,69.383,60.68,261.84,322.51
2025-11-19 02:24:16.636752,69.535,58.65,253.99,312.65
2025-11-19 02:24:16.788997,69.687,58.29,259.88,318.17
2025-11-19 02:24:16.941291,69.839,58.41,259.15,317.55
2025-11-19 02:24:17.096603,69.992,58.52,257.68,316.19
2025-11-19 02:24:17.248932,70.147,58.11,257.69,315.80
2025-11-19 02:24:17.402487,70.299,58.52,257.94,316.45
2025-11-19 02:24:17.554943,70.453,58.76,257.68,316.44
2025-11-19 02:24:17.707068,70.605,59.09,259.40,318.49
2025-11-19 02:24:17.859751,70.757,58.51,258.30,316.81
2025-11-19 02:24:18.012242,70.910,58.46,257.94,316.40
2025-11-19 02:24:18.164496,71.063,58.61,261.92,320.53
2025-11-19 02:24:18.316992,71.215,59.83,262.32,322.15
2025-11-19 02:24:18.469804,71.367,54.45,255.76,310.21
2025-11-19 02:24:18.622026,71.520,58.10,261.30,319.41
2025-11-19 02:24:18.774550,71.672,57.92,258.25,316.17
2025-11-19 02:24:18.926861,71.825,59.53,260.40,319.93
2025-11-19 02:24:19.108996,71.977,63.81,256.07,319.88
2025-11-19 02:24:19.261315,72.159,59.35,257.59,316.94
2025-11-19 02:24:19.413737,72.312,59.37,257.40,316.77
