[2025-11-19 02:23:09.820338] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:11.478789] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.530600] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.582448] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.634152] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.686069] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.738108] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.790035] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.841902] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.894056] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.946382] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:11.998443] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.050333] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.100519] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:12.100638] ID                                               
[2025-11-19 02:23:12.102446] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.154633] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.206605] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.258509] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.310381] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.362201] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.413980] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.465831] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.517677] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.569476] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.621296] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.673079] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.724882] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.776692] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.826878] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:12.826988] ID                                               
[2025-11-19 02:23:12.828573] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.880319] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.932231] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:12.984214] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.036213] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.088016] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.139919] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.191848] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.243726] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.295570] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.347397] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.399226] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.451011] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.502826] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.553016] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:13.553125] ID                                               
[2025-11-19 02:23:13.554621] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.606431] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.658319] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.710407] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.762569] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.814467] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.866552] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.918494] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:13.970612] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.022622] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.074657] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.126800] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.178863] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.230791] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.280966] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:14.281085] ID                                               
[2025-11-19 02:23:14.282880] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.334700] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.386702] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.438840] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.490717] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.542768] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.594696] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.646678] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.698577] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.750681] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.802638] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.854570] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.906637] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:14.958635] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.008809] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:15.008922] ID                                               
[2025-11-19 02:23:15.010434] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.062411] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.113843] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.164770] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.216630] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.268405] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.320125] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.371782] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.423682] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.475537] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.527559] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.579480] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.631589] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.683510] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.733689] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:15.733808] ID                                               
[2025-11-19 02:23:15.735631] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.787555] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.839439] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.891045] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.942888] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:15.994456] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.046547] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.098479] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.150557] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.202371] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.254294] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.305948] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.357768] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.409662] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.459853] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:16.459963] ID                                               
[2025-11-19 02:23:16.461519] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.513178] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.564943] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.616656] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.668529] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.720158] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.772150] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.823950] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.875898] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.927940] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:16.980005] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.032033] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.084250] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.136525] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.186701] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:17.186814] ID                                               
[2025-11-19 02:23:17.188530] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.240676] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.292750] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.344835] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.396904] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.449277] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.501854] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.554289] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.606499] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.658553] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.710524] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.762837] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.815381] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.868060] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.918245] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:17.918375] ID                                               
[2025-11-19 02:23:17.920591] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:17.973282] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.025977] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.078444] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.131035] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.183741] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.236304] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.289135] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.342207] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.394540] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.446520] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.498617] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.550864] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.602940] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.653125] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:18.653251] ID                                               
[2025-11-19 02:23:18.655196] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.707549] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.759826] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.812473] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.865231] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.917853] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:18.970471] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.023123] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.075724] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.128223] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.180402] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.232510] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.284585] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.336721] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.386905] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:19.387030] ID                                               
[2025-11-19 02:23:19.388870] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.441211] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.493331] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.545432] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.597517] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.649645] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.701752] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.753893] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.805901] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.857970] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.909793] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:19.961557] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.013282] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.065047] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.115241] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:20.115359] ID                                               
[2025-11-19 02:23:20.116729] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.168679] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.220781] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.272869] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.324866] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.376686] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.428600] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.480465] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.532314] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.584342] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.636139] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.687931] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.739735] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.791485] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.841674] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:20.841791] ID                                               
[2025-11-19 02:23:20.843282] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.895088] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.946805] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:20.998613] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.050376] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.102091] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.153756] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.205490] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.257260] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.309025] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.360741] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.412706] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.464569] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.516495] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.566683] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:21.566793] ID                                               
[2025-11-19 02:23:21.568259] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.620089] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.671973] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.723870] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.775616] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.827724] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.879898] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.932313] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:21.984662] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.036669] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.088927] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.141148] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.193418] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.244969] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.295064] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:22.295191] ID                                               
[2025-11-19 02:23:22.297287] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.349077] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.400959] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.452757] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.504724] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.556801] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.608958] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.661061] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.713067] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.764667] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.816162] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.867895] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.919824] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:22.972092] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.022244] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:23.022355] ID                                               
[2025-11-19 02:23:23.024378] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.076500] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.128815] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.180978] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.233474] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.285543] GPU 0     0.000        0.000        0.001        
[2025-11-19 02:23:23.337778] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.389917] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.442150] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.494309] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.546522] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.598385] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.650413] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.702368] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.752534] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:23.752665] ID                                               
[2025-11-19 02:23:23.754157] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.806195] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.858348] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.910119] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:23.962079] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.014064] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.066244] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.118174] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.169879] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.221506] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.273374] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.325410] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.377347] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.429339] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.479480] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:24.479609] ID                                               
[2025-11-19 02:23:24.481314] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.533363] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.585505] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.637699] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.689737] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.741533] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.793274] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.844989] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.896941] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:24.948955] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.000916] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.052908] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.104907] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.156835] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.207017] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:25.207140] ID                                               
[2025-11-19 02:23:25.208875] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.260876] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.312895] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.364869] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.416822] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.468870] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.521329] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.573275] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.625377] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.677424] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.729452] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.781517] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.833411] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.885396] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.935530] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:25.935642] ID                                               
[2025-11-19 02:23:25.937318] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:25.989262] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.041215] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.093277] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.145298] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.197229] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.249219] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.301363] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.353251] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.405268] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.457267] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.509490] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.561639] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.614167] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.664262] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:26.664387] ID                                               
[2025-11-19 02:23:26.666155] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.718312] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.770468] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.822668] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.874956] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.927179] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:26.979304] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.031617] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.083719] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.135963] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.188017] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.240220] GPU 0     0.000        0.000        0.001        
[2025-11-19 02:23:27.292187] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.344371] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.394548] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:23:27.394666] ID                                               
[2025-11-19 02:23:27.396383] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.448558] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.500700] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.552638] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.604647] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.656829] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:23:27.708791] GPU 0     0.000        0.000        0.000        
