2025-11-19_02:23:07.865465187 | CPU: 2
2025-11-19_02:23:36.828673719 | CPU: 4
2025-11-19_02:23:37.002586650 | CPU: 4
2025-11-19_02:23:37.177802422 | CPU: 5
2025-11-19_02:23:37.352818519 | CPU: 5
2025-11-19_02:23:37.528664190 | CPU: 4
2025-11-19_02:23:37.703296154 | CPU: 5
2025-11-19_02:23:37.877914685 | CPU: 8
2025-11-19_02:23:38.052291359 | CPU: 4
2025-11-19_02:23:38.225464590 | CPU: 4
2025-11-19_02:23:38.394235284 | CPU: 4
2025-11-19_02:23:38.567196915 | CPU: 5
2025-11-19_02:23:38.742175769 | CPU: 4
2025-11-19_02:23:38.915133070 | CPU: 4
2025-11-19_02:23:39.088795315 | CPU: 4
2025-11-19_02:23:39.259837623 | CPU: 5
2025-11-19_02:23:39.432222463 | CPU: 4
2025-11-19_02:23:39.605915784 | CPU: 15
2025-11-19_02:23:39.780200719 | CPU: 7
2025-11-19_02:23:39.952838919 | CPU: 5
2025-11-19_02:23:40.124567031 | CPU: 4
2025-11-19_02:23:40.296530312 | CPU: 4
2025-11-19_02:23:40.469113405 | CPU: 4
2025-11-19_02:23:40.643438148 | CPU: 5
2025-11-19_02:23:40.816387272 | CPU: 4
2025-11-19_02:23:40.989228857 | CPU: 4
2025-11-19_02:23:41.162362027 | CPU: 4
2025-11-19_02:23:41.336315538 | CPU: 5
2025-11-19_02:23:41.509094460 | CPU: 4
2025-11-19_02:23:41.682267798 | CPU: 4
2025-11-19_02:23:41.857669264 | CPU: 4
2025-11-19_02:23:42.030939684 | CPU: 5
2025-11-19_02:23:42.199854711 | CPU: 5
2025-11-19_02:23:42.373663422 | CPU: 4
2025-11-19_02:23:42.547669505 | CPU: 4
2025-11-19_02:23:42.719405382 | CPU: 5
2025-11-19_02:23:42.891892774 | CPU: 4
2025-11-19_02:23:43.063419618 | CPU: 4
2025-11-19_02:23:43.230972231 | CPU: 4
2025-11-19_02:23:43.403833440 | CPU: 6
2025-11-19_02:23:43.576990987 | CPU: 4
2025-11-19_02:23:43.750612774 | CPU: 4
2025-11-19_02:23:43.915878873 | CPU: 4
2025-11-19_02:23:44.088286529 | CPU: 5
2025-11-19_02:23:44.261671358 | CPU: 4
2025-11-19_02:23:44.435140143 | CPU: 4
2025-11-19_02:23:44.607630848 | CPU: 4
2025-11-19_02:23:44.779440080 | CPU: 5
2025-11-19_02:23:44.951457721 | CPU: 4
2025-11-19_02:23:45.124166070 | CPU: 4
2025-11-19_02:23:45.297311816 | CPU: 4
2025-11-19_02:23:45.470803018 | CPU: 6
2025-11-19_02:23:45.643238967 | CPU: 5
2025-11-19_02:23:45.817322458 | CPU: 6
2025-11-19_02:23:45.987815495 | CPU: 6
2025-11-19_02:23:46.161976113 | CPU: 6
2025-11-19_02:23:46.336029564 | CPU: 5
2025-11-19_02:23:46.508739171 | CPU: 5
2025-11-19_02:23:46.680976214 | CPU: 4
2025-11-19_02:23:46.795420661 | CPU: 51
2025-11-19_02:23:46.969997935 | CPU: 9
2025-11-19_02:23:47.143997292 | CPU: 4
2025-11-19_02:23:47.316514932 | CPU: 6
2025-11-19_02:23:47.488007160 | CPU: 5
2025-11-19_02:23:47.660511613 | CPU: 4
2025-11-19_02:23:47.832815154 | CPU: 4
2025-11-19_02:23:48.004245860 | CPU: 4
2025-11-19_02:23:48.176970393 | CPU: 4
2025-11-19_02:23:48.349720775 | CPU: 4
2025-11-19_02:23:48.523071723 | CPU: 4
2025-11-19_02:23:48.695940691 | CPU: 5
2025-11-19_02:23:48.869002499 | CPU: 5
2025-11-19_02:23:49.042174537 | CPU: 4
2025-11-19_02:23:49.214874768 | CPU: 5
2025-11-19_02:23:49.387845578 | CPU: 6
2025-11-19_02:23:49.560800541 | CPU: 5
2025-11-19_02:23:49.732008358 | CPU: 5
2025-11-19_02:23:49.903555921 | CPU: 4
2025-11-19_02:23:50.075872591 | CPU: 4
2025-11-19_02:23:50.249109948 | CPU: 4
2025-11-19_02:23:50.421641554 | CPU: 4
2025-11-19_02:23:50.595389900 | CPU: 4
2025-11-19_02:23:50.767558814 | CPU: 4
2025-11-19_02:23:50.940774474 | CPU: 5
2025-11-19_02:23:51.112377319 | CPU: 4
2025-11-19_02:23:51.285287044 | CPU: 4
2025-11-19_02:23:51.457625834 | CPU: 5
2025-11-19_02:23:51.632669514 | CPU: 5
2025-11-19_02:23:51.806196485 | CPU: 4
2025-11-19_02:23:51.980677370 | CPU: 5
2025-11-19_02:23:52.154975100 | CPU: 4
2025-11-19_02:23:52.327176508 | CPU: 6
2025-11-19_02:23:52.499861009 | CPU: 4
2025-11-19_02:23:52.672362219 | CPU: 4
2025-11-19_02:23:52.845521532 | CPU: 5
2025-11-19_02:23:53.018427717 | CPU: 7
2025-11-19_02:23:53.190542998 | CPU: 4
2025-11-19_02:23:53.364331355 | CPU: 5
2025-11-19_02:23:53.538672183 | CPU: 4
2025-11-19_02:23:53.712487036 | CPU: 5
2025-11-19_02:23:53.887881429 | CPU: 3
2025-11-19_02:23:54.064836834 | CPU: 4
2025-11-19_02:23:54.237249771 | CPU: 6
2025-11-19_02:23:54.411518515 | CPU: 4
2025-11-19_02:23:54.585385311 | CPU: 4
2025-11-19_02:23:54.760142552 | CPU: 4
2025-11-19_02:23:54.931996859 | CPU: 5
2025-11-19_02:23:55.106880699 | CPU: 6
2025-11-19_02:23:55.280923684 | CPU: 5
2025-11-19_02:23:55.455414857 | CPU: 5
2025-11-19_02:23:55.629251789 | CPU: 6
2025-11-19_02:23:55.800228080 | CPU: 6
2025-11-19_02:23:55.972904569 | CPU: 13
2025-11-19_02:23:56.145267465 | CPU: 3
2025-11-19_02:23:56.315194131 | CPU: 6
2025-11-19_02:23:56.486179102 | CPU: 4
2025-11-19_02:23:56.659709072 | CPU: 4
2025-11-19_02:23:56.833736969 | CPU: 4
2025-11-19_02:23:57.005535206 | CPU: 5
2025-11-19_02:23:57.177090712 | CPU: 4
2025-11-19_02:23:57.350233462 | CPU: 5
2025-11-19_02:23:57.522778223 | CPU: 5
2025-11-19_02:23:57.695034975 | CPU: 6
2025-11-19_02:23:57.867058246 | CPU: 5
2025-11-19_02:23:58.042129062 | CPU: 4
2025-11-19_02:23:58.214393984 | CPU: 6
2025-11-19_02:23:58.385941073 | CPU: 6
2025-11-19_02:23:58.558138680 | CPU: 10
2025-11-19_02:23:58.730261760 | CPU: 14
2025-11-19_02:23:58.902539869 | CPU: 10
2025-11-19_02:23:59.075691820 | CPU: 8
2025-11-19_02:23:59.247810904 | CPU: 8
2025-11-19_02:23:59.420249541 | CPU: 7
2025-11-19_02:23:59.591425477 | CPU: 8
2025-11-19_02:23:59.763917250 | CPU: 9
2025-11-19_02:23:59.936366935 | CPU: 8
2025-11-19_02:24:00.106550146 | CPU: 9
2025-11-19_02:24:00.278652043 | CPU: 7
2025-11-19_02:24:00.451880391 | CPU: 5
2025-11-19_02:24:00.627136016 | CPU: 5
2025-11-19_02:24:00.800712118 | CPU: 5
2025-11-19_02:24:00.972741454 | CPU: 7
2025-11-19_02:24:01.146698646 | CPU: 7
2025-11-19_02:24:01.316256117 | CPU: 7
2025-11-19_02:24:01.489354514 | CPU: 6
2025-11-19_02:24:01.650689423 | CPU: 10
2025-11-19_02:24:01.823506717 | CPU: 17
2025-11-19_02:24:01.993111325 | CPU: 7
2025-11-19_02:24:02.166271770 | CPU: 7
2025-11-19_02:24:02.339442391 | CPU: 7
2025-11-19_02:24:02.508931749 | CPU: 8
2025-11-19_02:24:02.681407388 | CPU: 5
2025-11-19_02:24:02.854866489 | CPU: 6
2025-11-19_02:24:03.029447488 | CPU: 6
2025-11-19_02:24:03.198487552 | CPU: 7
2025-11-19_02:24:03.371628098 | CPU: 6
2025-11-19_02:24:03.545338325 | CPU: 5
2025-11-19_02:24:03.715121664 | CPU: 21
2025-11-19_02:24:03.887659223 | CPU: 19
2025-11-19_02:24:04.060505571 | CPU: 8
2025-11-19_02:24:04.232767788 | CPU: 10
2025-11-19_02:24:04.405376920 | CPU: 9
2025-11-19_02:24:04.581114230 | CPU: 7
2025-11-19_02:24:04.753975194 | CPU: 7
2025-11-19_02:24:04.927761768 | CPU: 7
2025-11-19_02:24:05.101430599 | CPU: 7
2025-11-19_02:24:05.273830544 | CPU: 9
2025-11-19_02:24:05.447565910 | CPU: 7
2025-11-19_02:24:05.615938568 | CPU: 7
2025-11-19_02:24:05.789836378 | CPU: 38
2025-11-19_02:24:05.960033708 | CPU: 11
2025-11-19_02:24:06.132758352 | CPU: 9
2025-11-19_02:24:06.305791279 | CPU: 9
2025-11-19_02:24:06.476858879 | CPU: 10
2025-11-19_02:24:06.649124213 | CPU: 11
2025-11-19_02:24:06.822097529 | CPU: 11
2025-11-19_02:24:06.995502582 | CPU: 9
2025-11-19_02:24:07.170094623 | CPU: 10
2025-11-19_02:24:07.340987644 | CPU: 11
2025-11-19_02:24:07.514047813 | CPU: 9
2025-11-19_02:24:07.686250375 | CPU: 9
2025-11-19_02:24:07.860805974 | CPU: 9
2025-11-19_02:24:08.033842981 | CPU: 11
2025-11-19_02:24:08.205878191 | CPU: 10
2025-11-19_02:24:08.377773929 | CPU: 9
2025-11-19_02:24:08.548576892 | CPU: 10
2025-11-19_02:24:08.722085540 | CPU: 10
2025-11-19_02:24:08.894496542 | CPU: 9
2025-11-19_02:24:09.120511729 | CPU: 9
2025-11-19_02:24:09.267689864 | CPU: 58
2025-11-19_02:24:09.439755673 | CPU: 11
2025-11-19_02:24:09.612118474 | CPU: 9
2025-11-19_02:24:09.784681834 | CPU: 10
2025-11-19_02:24:09.956855768 | CPU: 10
2025-11-19_02:24:10.129037647 | CPU: 11
2025-11-19_02:24:10.301237306 | CPU: 10
2025-11-19_02:24:10.474567856 | CPU: 9
2025-11-19_02:24:10.647546050 | CPU: 10
2025-11-19_02:24:10.820283387 | CPU: 11
2025-11-19_02:24:10.992626669 | CPU: 11
2025-11-19_02:24:11.163505027 | CPU: 9
2025-11-19_02:24:11.338356050 | CPU: 9
2025-11-19_02:24:11.510376782 | CPU: 11
2025-11-19_02:24:11.684140887 | CPU: 10
2025-11-19_02:24:11.853855636 | CPU: 10
2025-11-19_02:24:12.027260045 | CPU: 10
2025-11-19_02:24:12.209079826 | CPU: 50
2025-11-19_02:24:12.379646082 | CPU: 33
2025-11-19_02:24:12.552542160 | CPU: 10
2025-11-19_02:24:12.725161734 | CPU: 9
2025-11-19_02:24:12.897313009 | CPU: 10
2025-11-19_02:24:13.069343001 | CPU: 10
2025-11-19_02:24:13.242520592 | CPU: 9
2025-11-19_02:24:13.414442704 | CPU: 10
2025-11-19_02:24:13.586326194 | CPU: 10
2025-11-19_02:24:13.758342389 | CPU: 10
2025-11-19_02:24:13.930836165 | CPU: 9
2025-11-19_02:24:14.101813153 | CPU: 9
2025-11-19_02:24:14.274588269 | CPU: 10
2025-11-19_02:24:14.447569825 | CPU: 10
2025-11-19_02:24:14.619516534 | CPU: 10
2025-11-19_02:24:14.790863548 | CPU: 9
2025-11-19_02:24:14.960963273 | CPU: 10
2025-11-19_02:24:15.133067338 | CPU: 10
2025-11-19_02:24:15.305150269 | CPU: 9
2025-11-19_02:24:15.478541950 | CPU: 9
2025-11-19_02:24:15.649390376 | CPU: 10
2025-11-19_02:24:15.822022585 | CPU: 10
2025-11-19_02:24:15.993946301 | CPU: 9
2025-11-19_02:24:16.165858568 | CPU: 9
2025-11-19_02:24:16.337133086 | CPU: 11
2025-11-19_02:24:16.507255375 | CPU: 13
2025-11-19_02:24:16.677568176 | CPU: 13
2025-11-19_02:24:16.850140707 | CPU: 14
2025-11-19_02:24:17.021675054 | CPU: 13
2025-11-19_02:24:17.193167766 | CPU: 14
2025-11-19_02:24:17.365129086 | CPU: 13
2025-11-19_02:24:17.537261163 | CPU: 13
2025-11-19_02:24:17.708685590 | CPU: 14
2025-11-19_02:24:17.881039223 | CPU: 14
2025-11-19_02:24:18.052550691 | CPU: 12
2025-11-19_02:24:18.224909065 | CPU: 12
2025-11-19_02:24:18.392070416 | CPU: 13
2025-11-19_02:24:18.564299641 | CPU: 14
2025-11-19_02:24:18.735911724 | CPU: 13
2025-11-19_02:24:18.908409891 | CPU: 13
2025-11-19_02:24:19.080219894 | CPU: 13
2025-11-19_02:24:19.250163615 | CPU: 14
2025-11-19_02:24:19.421197955 | CPU: 13
2025-11-19_02:24:19.595345936 | CPU: 13
2025-11-19_02:24:19.767544489 | CPU: 13
2025-11-19_02:24:19.939310189 | CPU: 13
2025-11-19_02:24:20.110753865 | CPU: 13
2025-11-19_02:24:20.281981879 | CPU: 13
2025-11-19_02:24:20.454406343 | CPU: 12
2025-11-19_02:24:20.626498452 | CPU: 9
2025-11-19_02:24:20.798573668 | CPU: 9
2025-11-19_02:24:20.970250575 | CPU: 10
2025-11-19_02:24:21.143681270 | CPU: 10
2025-11-19_02:24:21.316877566 | CPU: 11
2025-11-19_02:24:21.488848336 | CPU: 9
2025-11-19_02:24:21.662201710 | CPU: 11
2025-11-19_02:24:21.834373666 | CPU: 11
2025-11-19_02:24:22.005306347 | CPU: 11
2025-11-19_02:24:22.178148689 | CPU: 9
2025-11-19_02:24:22.349416688 | CPU: 10
2025-11-19_02:24:22.528552376 | CPU: 43
2025-11-19_02:24:22.701885093 | CPU: 35
2025-11-19_02:24:22.872800498 | CPU: 10
2025-11-19_02:24:23.045912779 | CPU: 10
2025-11-19_02:24:23.219579862 | CPU: 9
2025-11-19_02:24:23.392160456 | CPU: 11
2025-11-19_02:24:23.568109718 | CPU: 17
2025-11-19_02:24:23.742437643 | CPU: 10
2025-11-19_02:24:23.914851934 | CPU: 10
2025-11-19_02:24:24.084402007 | CPU: 11
2025-11-19_02:24:24.257028306 | CPU: 10
2025-11-19_02:24:24.481107698 | CPU: 9
2025-11-19_02:24:24.653239099 | CPU: 57
2025-11-19_02:24:24.825144620 | CPU: 11
2025-11-19_02:24:24.999699656 | CPU: 9
2025-11-19_02:24:25.172288940 | CPU: 9
2025-11-19_02:24:25.346085685 | CPU: 10
2025-11-19_02:24:25.520116263 | CPU: 11
2025-11-19_02:24:25.692608459 | CPU: 9
2025-11-19_02:24:25.866099082 | CPU: 9
2025-11-19_02:24:26.037851795 | CPU: 10
2025-11-19_02:24:26.212166159 | CPU: 11
2025-11-19_02:24:26.383619948 | CPU: 9
2025-11-19_02:24:26.554927475 | CPU: 9
2025-11-19_02:24:26.727447215 | CPU: 10
2025-11-19_02:24:26.897306827 | CPU: 11
2025-11-19_02:24:27.070092892 | CPU: 9
2025-11-19_02:24:27.211804562 | CPU: 22
2025-11-19_02:24:27.378988588 | CPU: 86
2025-11-19_02:24:27.552368980 | CPU: 11
2025-11-19_02:24:27.725211602 | CPU: 10
2025-11-19_02:24:27.897704710 | CPU: 10
2025-11-19_02:24:28.068721040 | CPU: 10
2025-11-19_02:24:28.242412229 | CPU: 11
2025-11-19_02:24:28.414987876 | CPU: 10
2025-11-19_02:24:28.582584699 | CPU: 9
2025-11-19_02:24:28.756498712 | CPU: 9
2025-11-19_02:24:28.930453757 | CPU: 10
2025-11-19_02:24:29.101902298 | CPU: 9
2025-11-19_02:24:29.274343151 | CPU: 9
2025-11-19_02:24:29.448208949 | CPU: 9
2025-11-19_02:24:29.619041013 | CPU: 10
2025-11-19_02:24:29.793345757 | CPU: 9
2025-11-19_02:24:29.967596092 | CPU: 10
2025-11-19_02:24:30.140600153 | CPU: 9
2025-11-19_02:24:30.312192084 | CPU: 10
2025-11-19_02:24:30.485256561 | CPU: 9
2025-11-19_02:24:30.658483901 | CPU: 9
2025-11-19_02:24:30.830646026 | CPU: 9
2025-11-19_02:24:31.002938430 | CPU: 10
2025-11-19_02:24:31.175183083 | CPU: 10
2025-11-19_02:24:31.347575831 | CPU: 9
2025-11-19_02:24:31.515448829 | CPU: 10
2025-11-19_02:24:31.683404791 | CPU: 14
2025-11-19_02:24:31.850533409 | CPU: 14
2025-11-19_02:24:32.021979862 | CPU: 13
2025-11-19_02:24:32.192183418 | CPU: 13
2025-11-19_02:24:32.365090557 | CPU: 14
2025-11-19_02:24:32.538125754 | CPU: 13
2025-11-19_02:24:32.709584959 | CPU: 12
2025-11-19_02:24:32.881555592 | CPU: 13
2025-11-19_02:24:33.054959864 | CPU: 13
2025-11-19_02:24:33.226187176 | CPU: 13
2025-11-19_02:24:33.395321711 | CPU: 13
2025-11-19_02:24:33.566469456 | CPU: 12
2025-11-19_02:24:33.735056879 | CPU: 13
2025-11-19_02:24:33.907445441 | CPU: 14
2025-11-19_02:24:34.074852579 | CPU: 13
2025-11-19_02:24:34.245151620 | CPU: 13
2025-11-19_02:24:34.414868746 | CPU: 13
2025-11-19_02:24:34.577875810 | CPU: 11
2025-11-19_02:24:34.751329177 | CPU: 13
2025-11-19_02:24:34.921912378 | CPU: 13
2025-11-19_02:24:35.094109711 | CPU: 12
2025-11-19_02:24:35.267697878 | CPU: 13
2025-11-19_02:24:35.440061385 | CPU: 12
2025-11-19_02:24:35.613203993 | CPU: 12
2025-11-19_02:24:35.781487880 | CPU: 13
2025-11-19_02:24:35.955292142 | CPU: 14
2025-11-19_02:24:36.128499020 | CPU: 9
2025-11-19_02:24:36.299719703 | CPU: 9
2025-11-19_02:24:36.470992730 | CPU: 9
2025-11-19_02:24:36.643262689 | CPU: 10
2025-11-19_02:24:36.816849310 | CPU: 11
2025-11-19_02:24:36.988718214 | CPU: 9
2025-11-19_02:24:37.159388170 | CPU: 9
2025-11-19_02:24:37.332757643 | CPU: 11
2025-11-19_02:24:37.504624219 | CPU: 10
2025-11-19_02:24:37.676773411 | CPU: 9
2025-11-19_02:24:37.849739644 | CPU: 10
2025-11-19_02:24:38.023797181 | CPU: 10
2025-11-19_02:24:38.196045623 | CPU: 10
2025-11-19_02:24:38.366988684 | CPU: 9
2025-11-19_02:24:38.539527964 | CPU: 9
2025-11-19_02:24:38.712571402 | CPU: 10
2025-11-19_02:24:38.885014714 | CPU: 10
2025-11-19_02:24:39.058539696 | CPU: 9
2025-11-19_02:24:39.230603011 | CPU: 9
2025-11-19_02:24:39.397194413 | CPU: 10
2025-11-19_02:24:39.568764006 | CPU: 10
2025-11-19_02:24:39.740818329 | CPU: 9
2025-11-19_02:24:39.913229753 | CPU: 9
2025-11-19_02:24:40.084679867 | CPU: 10
2025-11-19_02:24:40.256883757 | CPU: 11
2025-11-19_02:24:40.428490741 | CPU: 9
2025-11-19_02:24:40.600155715 | CPU: 9
2025-11-19_02:24:40.772684463 | CPU: 9
2025-11-19_02:24:40.945088715 | CPU: 10
2025-11-19_02:24:41.116791810 | CPU: 10
2025-11-19_02:24:41.288958404 | CPU: 9
2025-11-19_02:24:41.463917743 | CPU: 10
2025-11-19_02:24:41.636197147 | CPU: 11
2025-11-19_02:24:41.806757108 | CPU: 10
2025-11-19_02:24:41.976659730 | CPU: 9
2025-11-19_02:24:42.144200317 | CPU: 18
2025-11-19_02:24:42.312117855 | CPU: 13
2025-11-19_02:24:42.483531904 | CPU: 9
2025-11-19_02:24:42.655256055 | CPU: 10
2025-11-19_02:24:42.828652689 | CPU: 9
2025-11-19_02:24:42.995823725 | CPU: 11
2025-11-19_02:24:43.168331558 | CPU: 10
2025-11-19_02:24:43.339755772 | CPU: 9
2025-11-19_02:24:43.512201534 | CPU: 9
2025-11-19_02:24:43.685042933 | CPU: 10
2025-11-19_02:24:43.857801977 | CPU: 10
2025-11-19_02:24:44.029694276 | CPU: 9
