[2026-06-02 07:35:40.516906] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:44.945737] GPU 0     0.000        0.000        0.000        915          2100         1                           609871755636608             
[2026-06-02 07:35:45.002485] GPU 0     0.000        0.000        0.000        915          2100         1                           609871856768576             
[2026-06-02 07:35:45.056648] GPU 0     0.000        0.000        0.000        915          2100         1                           609871907269888             
[2026-06-02 07:35:45.109372] GPU 0     0.000        0.000        0.000        915          2100         1                           609871957819072             
[2026-06-02 07:35:45.159551] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:45.159668] ID                                                                                                                                 
[2026-06-02 07:35:45.161844] GPU 0     0.000        0.000        0.000        915          2100         1                           609872008337760             
[2026-06-02 07:35:45.214580] GPU 0     0.000        0.000        0.000        915          2100         1                           609872058861504             
[2026-06-02 07:35:45.267080] GPU 0     0.000        0.000        0.000        915          2100         1                           609872058861504             
[2026-06-02 07:35:45.319626] GPU 0     0.000        0.000        0.000        915          2100         1                           609872128021696             
[2026-06-02 07:35:45.371424] GPU 0     0.000        0.000        0.000        915          2100         1                           609872178729888             
[2026-06-02 07:35:45.422960] GPU 0     0.000        0.000        0.000        915          2100         1                           609872229261120             
[2026-06-02 07:35:45.475580] GPU 0     0.000        0.000        0.000        915          2100         1                           609872330520000             
[2026-06-02 07:35:45.528268] GPU 0     0.000        0.000        0.000        915          2100         1                           609872381059584             
[2026-06-02 07:35:45.580908] GPU 0     0.000        0.000        0.000        915          2100         1                           609872431581792             
[2026-06-02 07:35:45.634239] GPU 0     0.000        0.000        0.000        915          2100         1                           609872482115520             
[2026-06-02 07:35:45.686997] GPU 0     0.000        0.000        0.000        915          2100         1                           609872532640928             
[2026-06-02 07:35:45.739906] GPU 0     0.000        0.000        0.000        915          2100         1                           609872583168832             
[2026-06-02 07:35:45.792682] GPU 0     0.000        0.000        0.000        915          2100         1                           609872583168832             
[2026-06-02 07:35:45.845630] GPU 0     0.000        0.000        0.000        915          2100         1                           609872651770464             
[2026-06-02 07:35:45.895782] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:45.895937] ID                                                                                                                                 
[2026-06-02 07:35:45.898513] GPU 0     0.000        0.000        0.000        915          2100         1                           609872752982336             
[2026-06-02 07:35:45.951518] GPU 0     0.000        0.000        0.000        915          2100         1                           609872804389632             
[2026-06-02 07:35:46.004372] GPU 0     0.000        0.000        0.000        915          2100         1                           609872854877088             
[2026-06-02 07:35:46.057413] GPU 0     0.000        0.000        0.000        915          2100         1                           609872905430464             
[2026-06-02 07:35:46.110327] GPU 0     0.000        0.000        0.000        915          2100         1                           609872955930336             
[2026-06-02 07:35:46.163312] GPU 0     0.000        0.000        0.000        915          2100         1                           609873006450400             
[2026-06-02 07:35:46.216319] GPU 0     0.000        0.000        0.000        915          2100         1                           609873057023008             
[2026-06-02 07:35:46.269184] GPU 0     0.000        0.000        0.000        915          2100         1                           609873107530016             
[2026-06-02 07:35:46.322061] GPU 0     0.000        0.000        0.000        915          2100         1                           609873158375904             
[2026-06-02 07:35:46.375076] GPU 0     0.000        0.000        0.000        915          2100         1                           609873208935584             
[2026-06-02 07:35:46.428103] GPU 0     0.000        0.000        0.000        915          2100         1                           609873259755104             
[2026-06-02 07:35:46.481128] GPU 0     0.000        0.000        0.000        915          2100         1                           609873310253664             
[2026-06-02 07:35:46.533996] GPU 0     0.000        0.000        0.000        915          2100         1                           609873367944864             
[2026-06-02 07:35:46.586667] GPU 0     0.000        0.000        0.000        915          2100         1                           609873418586208             
[2026-06-02 07:35:46.636864] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:46.637026] ID                                                                                                                                 
[2026-06-02 07:35:46.639783] GPU 0     0.000        0.000        0.000        915          2100         1                           609873469300160             
[2026-06-02 07:35:46.692724] GPU 0     0.000        0.000        0.000        915          2100         1                           609873520484960             
[2026-06-02 07:35:46.746190] GPU 0     0.000        0.000        0.000        915          2100         1                           609873571096864             
[2026-06-02 07:35:46.804420] GPU 0     0.000        0.000        0.000        915          2100         1                           609873622326784             
[2026-06-02 07:35:46.857301] GPU 0     0.000        0.000        0.000        885          2100         1                           609873672868864             
[2026-06-02 07:35:46.910018] GPU 0     0.000        0.000        0.000        885          2100         1                           609873723562592             
[2026-06-02 07:35:46.962877] GPU 0     0.000        0.000        0.000        885          2100         1                           609873774201280             
[2026-06-02 07:35:47.015840] GPU 0     0.000        0.000        0.000        885          2100         1                           609873824941216             
[2026-06-02 07:35:47.068652] GPU 0     0.000        0.000        0.000        885          2100         1                           609873875980448             
[2026-06-02 07:35:47.121471] GPU 0     0.000        0.000        0.000        885          2100         1                           609873926646816             
[2026-06-02 07:35:47.174097] GPU 0     0.000        0.000        0.000        885          2100         1                           609874027865696             
[2026-06-02 07:35:47.227004] GPU 0     0.000        0.000        0.000        885          2100         1                           609874078375584             
[2026-06-02 07:35:47.279915] GPU 0     0.000        0.000        0.000        885          2100         1                           609874129141568             
[2026-06-02 07:35:47.332444] GPU 0     0.000        0.000        0.000        885          2100         1                           609874179860160             
[2026-06-02 07:35:47.382621] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:47.382746] ID                                                                                                                                 
[2026-06-02 07:35:47.385229] GPU 0     0.000        0.000        0.000        885          2100         1                           609874230652000             
[2026-06-02 07:35:47.438713] GPU 0     0.000        0.000        0.000        885          2100         1                           609874281234464             
[2026-06-02 07:35:47.491343] GPU 0     0.000        0.000        0.000        885          2100         1                           609874331880256             
[2026-06-02 07:35:47.543788] GPU 0     0.000        0.000        0.000        885          2100         1                           609874382486400             
[2026-06-02 07:35:47.596584] GPU 0     0.000        0.000        0.000        885          2100         1                           609874433110656             
[2026-06-02 07:35:47.649411] GPU 0     0.000        0.000        0.000        945          2100         1                           609874483645216             
[2026-06-02 07:35:47.702050] GPU 0     0.000        0.000        0.000        945          2100         1                           609874534242784             
[2026-06-02 07:35:47.754426] GPU 0     0.000        0.000        0.000        945          2100         1                           609874585205280             
[2026-06-02 07:35:47.807248] GPU 0     0.000        0.000        0.000        945          2100         1                           609874635955328             
[2026-06-02 07:35:47.860060] GPU 0     0.000        0.000        0.000        945          2100         1                           609874686492096             
[2026-06-02 07:35:47.912873] GPU 0     0.000        0.000        0.000        945          2100         1                           609874737130336             
[2026-06-02 07:35:47.965614] GPU 0     0.000        0.000        0.000        945          2100         1                           609874787622624             
[2026-06-02 07:35:48.018195] GPU 0     0.000        0.000        0.000        945          2100         1                           609874838287744             
[2026-06-02 07:35:48.070813] GPU 0     0.000        0.000        0.000        945          2100         1                           609874888799520             
[2026-06-02 07:35:48.120951] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:48.121108] ID                                                                                                                                 
[2026-06-02 07:35:48.123693] GPU 0     0.000        0.000        0.000        945          2100         1                           609874955155936             
[2026-06-02 07:35:48.176393] GPU 0     0.000        0.000        0.000        945          2100         1                           609875005659744             
[2026-06-02 07:35:48.229033] GPU 0     0.000        0.000        0.000        945          2100         1                           609875056159808             
[2026-06-02 07:35:48.283923] GPU 0     0.000        0.000        0.000        945          2100         1                           609875107945952             
[2026-06-02 07:35:48.340360] GPU 0     0.000        0.000        0.000        945          2100         1                           609875158485920             
[2026-06-02 07:35:48.392712] GPU 0     0.000        0.000        0.000        945          2100         1                           609875208971168             
[2026-06-02 07:35:48.445268] GPU 0     0.000        0.000        0.000        945          2100         1                           609875259497792             
[2026-06-02 07:35:48.497987] GPU 0     0.000        0.000        0.000        945          2100         1                           609875310049472             
[2026-06-02 07:35:48.550612] GPU 0     0.000        0.000        0.000        945          2100         1                           609875360584768             
[2026-06-02 07:35:48.603285] GPU 0     0.000        0.000        0.000        945          2100         1                           609875411088640             
[2026-06-02 07:35:48.656139] GPU 0     0.000        0.000        0.000        945          2100         1                           609875484030400             
[2026-06-02 07:35:48.708599] GPU 0     0.000        0.000        0.000        945          2100         1                           609875534610880             
[2026-06-02 07:35:48.761440] GPU 0     0.000        0.000        0.000        945          2100         1                           609875585235584             
[2026-06-02 07:35:48.815240] GPU 0     0.000        0.000        0.000        945          2100         1                           609875636630880             
[2026-06-02 07:35:48.865433] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:48.865589] ID                                                                                                                                 
[2026-06-02 07:35:48.868841] GPU 0     0.000        0.000        0.000        945          2100         1                           609875687260832             
[2026-06-02 07:35:48.922583] GPU 0     0.000        0.000        0.000        945          2100         1                           609875737788128             
[2026-06-02 07:35:48.976349] GPU 0     0.000        0.000        0.000        945          2100         1                           609875788355680             
[2026-06-02 07:35:49.030384] GPU 0     0.000        0.000        0.000        945          2100         1                           609875838875424             
[2026-06-02 07:35:49.083700] GPU 0     0.000        0.000        0.000        975          2100         1                           609875889434368             
[2026-06-02 07:35:49.137410] GPU 0     0.000        0.000        0.000        975          2100         1                           609875991028960             
[2026-06-02 07:35:49.191097] GPU 0     0.000        0.000        0.000        975          2100         1                           609876041618208             
[2026-06-02 07:35:49.244516] GPU 0     0.000        0.000        0.000        975          2100         1                           609876092152224             
[2026-06-02 07:35:49.298237] GPU 0     0.000        0.000        0.000        975          2100         1                           609876142668000             
[2026-06-02 07:35:49.351797] GPU 0     0.000        0.000        0.000        975          2100         1                           609876193192864             
[2026-06-02 07:35:49.405489] GPU 0     0.000        0.000        0.000        975          2100         1                           609876243745184             
[2026-06-02 07:35:49.459004] GPU 0     0.000        0.000        0.000        975          2100         1                           609876294270080             
[2026-06-02 07:35:49.512747] GPU 0     0.000        0.000        0.000        975          2100         1                           609876362949632             
[2026-06-02 07:35:49.566584] GPU 0     0.000        0.000        0.000        975          2100         1                           609876413814784             
[2026-06-02 07:35:49.616767] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:49.616938] ID                                                                                                                                 
[2026-06-02 07:35:49.620368] GPU 0     0.000        0.000        0.000        975          2100         1                           609876464451840             
[2026-06-02 07:35:49.674042] GPU 0     0.000        0.000        0.000        975          2100         1                           609876516319840             
[2026-06-02 07:35:49.727720] GPU 0     0.000        0.000        0.000        975          2100         1                           609876566832416             
[2026-06-02 07:35:49.781333] GPU 0     0.000        0.000        0.000        975          2100         1                           609876618222880             
[2026-06-02 07:35:49.835127] GPU 0     0.000        0.000        0.000        975          2100         1                           609876668938048             
[2026-06-02 07:35:49.888784] GPU 0     0.000        0.000        0.000        975          2100         1                           609876719458176             
[2026-06-02 07:35:49.942599] GPU 0     0.000        0.000        0.000        975          2100         1                           609876769997280             
[2026-06-02 07:35:49.995907] GPU 0     0.000        0.000        0.000        975          2100         1                           609876820501920             
[2026-06-02 07:35:50.049399] GPU 0     0.000        0.000        0.000        975          2100         1                           609876887513280             
[2026-06-02 07:35:50.102665] GPU 0     0.000        0.000        0.000        975          2100         1                           609876938203264             
[2026-06-02 07:35:50.156497] GPU 0     0.000        0.000        0.000        975          2100         1                           609876988725152             
[2026-06-02 07:35:50.213385] GPU 0     0.000        0.000        0.000        975          2100         1                           609877041160384             
[2026-06-02 07:35:50.269573] GPU 0     0.000        0.000        0.000        975          2100         1                           609877091699776             
[2026-06-02 07:35:50.323349] GPU 0     0.000        0.000        0.000        975          2100         1                           609877142245408             
[2026-06-02 07:35:50.373541] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:50.373698] ID                                                                                                                                 
[2026-06-02 07:35:50.377115] GPU 0     0.000        0.000        0.000        975          2100         1                           609877192745824             
[2026-06-02 07:35:50.430548] GPU 0     0.000        0.000        0.000        975          2100         1                           609877243307584             
[2026-06-02 07:35:50.484183] GPU 0     0.000        0.000        0.000        975          2100         1                           609877293846688             
[2026-06-02 07:35:50.537957] GPU 0     0.000        0.000        0.000        975          2100         1                           609877344375232             
[2026-06-02 07:35:50.591518] GPU 0     0.000        0.000        0.000        975          2100         1                           609877410066144             
[2026-06-02 07:35:50.645248] GPU 0     0.000        0.000        0.000        975          2100         1                           609877460773504             
[2026-06-02 07:35:50.698886] GPU 0     0.000        0.000        0.000        975          2100         1                           609877511423168             
[2026-06-02 07:35:50.752649] GPU 0     0.000        0.000        0.000        975          2100         1                           609877562958560             
[2026-06-02 07:35:50.806380] GPU 0     0.000        0.000        0.000        975          2100         1                           609877614126176             
[2026-06-02 07:35:50.859902] GPU 0     0.000        0.000        0.000        975          2100         1                           609877664767392             
[2026-06-02 07:35:50.913458] GPU 0     0.000        0.000        0.000        915          2100         1                           609877765981216             
[2026-06-02 07:35:50.967180] GPU 0     0.000        0.000        0.000        915          2100         1                           609877816560192             
[2026-06-02 07:35:51.020611] GPU 0     0.000        0.000        0.000        915          2100         1                           609877867212608             
[2026-06-02 07:35:51.074132] GPU 0     0.000        0.000        0.000        915          2100         1                           609877918678240             
[2026-06-02 07:35:51.124319] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:51.124472] ID                                                                                                                                 
[2026-06-02 07:35:51.126989] GPU 0     0.000        0.000        0.000        915          2100         1                           609877969310176             
[2026-06-02 07:35:51.179654] GPU 0     0.000        0.000        0.000        915          2100         1                           609878019812096             
[2026-06-02 07:35:51.232764] GPU 0     0.000        0.000        0.000        915          2100         1                           609878070349344             
[2026-06-02 07:35:51.286008] GPU 0     0.000        0.000        0.000        915          2100         1                           609878120850400             
[2026-06-02 07:35:51.339843] GPU 0     0.000        0.000        0.000        915          2100         1                           609878171400736             
[2026-06-02 07:35:51.393072] GPU 0     0.000        0.000        0.000        915          2100         1                           609878221976192             
[2026-06-02 07:35:51.446592] GPU 0     0.000        0.000        0.000        915          2100         1                           609878289897984             
[2026-06-02 07:35:51.500220] GPU 0     0.000        0.000        0.000        915          2100         1                           609878340535200             
[2026-06-02 07:35:51.553781] GPU 0     0.000        0.000        0.000        915          2100         1                           609878391144352             
[2026-06-02 07:35:51.607531] GPU 0     0.000        0.000        0.000        915          2100         1                           609878442877408             
[2026-06-02 07:35:51.661457] GPU 0     0.000        0.000        0.000        885          2100         1                           609878493592416             
[2026-06-02 07:35:51.714977] GPU 0     0.000        0.000        0.000        885          2100         1                           609878544084896             
[2026-06-02 07:35:51.768823] GPU 0     0.000        0.000        0.000        885          2100         1                           609878594735328             
[2026-06-02 07:35:51.822151] GPU 0     0.000        0.000        0.000        885          2100         1                           609878645259008             
[2026-06-02 07:35:51.872250] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:51.872448] ID                                                                                                                                 
[2026-06-02 07:35:51.875744] GPU 0     0.000        0.000        0.000        885          2100         1                           609878695836992             
[2026-06-02 07:35:51.929552] GPU 0     0.000        0.000        0.000        885          2100         1                           609878746496672             
[2026-06-02 07:35:51.983114] GPU 0     0.000        0.000        0.000        885          2100         1                           609878798436896             
[2026-06-02 07:35:52.036597] GPU 0     0.000        0.000        0.000        885          2100         1                           609878848944960             
[2026-06-02 07:35:52.090184] GPU 0     0.000        0.000        0.000        885          2100         1                           609878899532032             
[2026-06-02 07:35:52.144191] GPU 0     0.000        0.000        0.000        885          2100         1                           609878950060192             
[2026-06-02 07:35:52.197599] GPU 0     0.000        0.000        0.000        885          2100         1                           609879051150464             
[2026-06-02 07:35:52.250701] GPU 0     0.000        0.000        0.000        855          2100         1                           609879101681024             
[2026-06-02 07:35:52.303977] GPU 0     0.000        0.000        0.000        855          2100         1                           609879101681024             
[2026-06-02 07:35:52.357112] GPU 0     0.000        0.000        0.000        855          2100         1                           609879171437728             
[2026-06-02 07:35:52.410258] GPU 0     0.000        0.000        0.000        855          2100         1                           609879222082304             
[2026-06-02 07:35:52.463343] GPU 0     0.000        0.000        0.000        855          2100         1                           609879272670752             
[2026-06-02 07:35:52.521599] GPU 0     0.000        0.000        0.000        855          2100         1                           609879374702304             
[2026-06-02 07:35:52.574494] GPU 0     0.000        0.000        0.000        855          2100         1                           609879425238848             
[2026-06-02 07:35:52.624682] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:52.624838] ID                                                                                                                                 
[2026-06-02 07:35:52.627955] GPU 0     0.000        0.000        0.000        855          2100         1                           609879475775424             
[2026-06-02 07:35:52.681498] GPU 0     0.000        0.000        0.000        855          2100         1                           609879526328544             
[2026-06-02 07:35:52.734829] GPU 0     0.000        0.000        0.000        855          2100         1                           609879576979392             
[2026-06-02 07:35:52.788921] GPU 0     0.000        0.000        0.000        855          2100         1                           609879628296672             
[2026-06-02 07:35:52.842603] GPU 0     0.000        0.000        0.000        855          2100         1                           609879679186432             
[2026-06-02 07:35:52.896119] GPU 0     0.000        0.000        0.000        855          2100         1                           609879729819072             
[2026-06-02 07:35:52.949910] GPU 0     0.000        0.000        0.000        855          2100         1                           609879780377248             
[2026-06-02 07:35:53.003980] GPU 0     0.000        0.000        0.000        855          2100         1                           609879830990080             
[2026-06-02 07:35:53.057313] GPU 0     0.000        0.000        0.000        855          2100         1                           609879881557280             
[2026-06-02 07:35:53.110143] GPU 0     0.000        0.000        0.000        915          2100         1                           609879932138528             
[2026-06-02 07:35:53.162892] GPU 0     0.000        0.000        0.000        915          2100         1                           609879982778592             
[2026-06-02 07:35:53.215635] GPU 0     0.000        0.000        0.000        915          2100         1                           609880034274656             
[2026-06-02 07:35:53.268456] GPU 0     0.000        0.000        0.000        915          2100         1                           609880084942336             
[2026-06-02 07:35:53.321264] GPU 0     0.000        0.000        0.000        915          2100         1                           609880135599168             
[2026-06-02 07:35:53.371446] #Entity   SMACT        SMOCC        DRAMA        SMCLK        SMMAX        DVCCTR                      TAPCV                       
[2026-06-02 07:35:53.371599] ID                                                                                                                                 
[2026-06-02 07:35:53.374131] GPU 0     0.000        0.000        0.000        915          2100         1                           609880186135072             
[2026-06-02 07:35:53.426892] GPU 0     0.000        0.000        0.000        915          2100         1                           609880236789440             
[2026-06-02 07:35:53.479814] GPU 0     0.000        0.000        0.000        915          2100         1                           609880287381952             
[2026-06-02 07:35:53.532668] GPU 0     0.000        0.000        0.000        915          2100         1                           609880337954944             
[2026-06-02 07:35:53.585408] GPU 0     0.000        0.000        0.000        915          2100         1                           609880406153984             
