timestamp,elapsed_time,cpu_power,gpu_power,total_power,sm_clock_mhz,max_sm_clock_mhz,throttle_bitmask,throttle_reasons
2026-06-02 07:35:46.510922,8.370,48.48,27.24,75.72,915,2100,1,None
2026-06-02 07:35:46.688602,8.561,55.37,26.92,82.29,915,2100,1,None
2026-06-02 07:35:46.866571,8.739,47.56,26.58,74.15,885,2100,1,None
2026-06-02 07:35:47.045491,8.917,46.96,26.50,73.46,885,2100,1,None
2026-06-02 07:35:47.219304,9.096,46.91,26.38,73.29,885,2100,1,None
2026-06-02 07:35:47.396607,9.270,46.95,26.43,73.39,885,2100,1,None
2026-06-02 07:35:47.573513,9.447,46.38,26.34,72.72,885,2100,1,None
2026-06-02 07:35:47.751173,9.624,46.96,26.71,73.68,945,2100,1,None
2026-06-02 07:35:47.925330,9.801,48.13,27.20,75.34,945,2100,1,None
2026-06-02 07:35:48.098545,9.976,49.12,27.24,76.36,945,2100,1,None
2026-06-02 07:35:48.276070,10.149,46.43,27.46,73.90,945,2100,1,None
2026-06-02 07:35:48.448390,10.326,47.06,27.25,74.30,945,2100,1,None
2026-06-02 07:35:48.627163,10.499,46.45,27.43,73.87,945,2100,1,None
2026-06-02 07:35:48.806274,10.677,35.53,27.45,62.98,945,2100,1,None
2026-06-02 07:35:48.978901,10.856,30.80,27.53,58.34,945,2100,1,None
2026-06-02 07:35:49.157948,11.029,29.81,27.92,57.73,975,2100,1,None
2026-06-02 07:35:49.332651,11.209,30.75,28.27,59.01,975,2100,1,None
2026-06-02 07:35:49.506279,11.383,30.36,28.19,58.55,975,2100,1,None
2026-06-02 07:35:49.682290,11.557,33.20,28.21,61.41,975,2100,1,None
2026-06-02 07:35:49.857230,11.733,32.42,27.82,60.24,975,2100,1,None
2026-06-02 07:35:50.030843,11.908,32.72,27.93,60.65,975,2100,1,None
2026-06-02 07:35:50.207729,12.081,30.85,27.75,58.60,975,2100,1,None
2026-06-02 07:35:50.380675,12.258,30.81,28.01,58.82,975,2100,1,None
2026-06-02 07:35:50.553401,12.431,29.37,28.10,57.47,975,2100,1,None
2026-06-02 07:35:50.730263,12.604,29.79,27.99,57.78,975,2100,1,None
2026-06-02 07:35:50.905839,12.781,30.09,27.63,57.72,915,2100,1,None
2026-06-02 07:35:51.083108,12.956,36.28,27.11,63.39,915,2100,1,None
2026-06-02 07:35:51.259144,13.133,51.34,27.10,78.44,915,2100,1,None
2026-06-02 07:35:51.433085,13.309,30.44,26.95,57.38,915,2100,1,None
2026-06-02 07:35:51.612302,13.483,32.13,26.75,58.88,915,2100,1,None
2026-06-02 07:35:51.786168,13.663,33.96,27.20,61.16,885,2100,1,None
2026-06-02 07:35:51.963422,13.836,32.85,26.60,59.45,885,2100,1,None
2026-06-02 07:35:52.140104,14.014,31.58,26.80,58.38,885,2100,1,None
2026-06-02 07:35:52.314684,14.190,35.02,26.79,61.81,855,2100,1,None
2026-06-02 07:35:52.492914,14.365,39.11,26.45,65.55,855,2100,1,None
2026-06-02 07:35:52.667982,14.543,36.95,26.29,63.23,855,2100,1,None
2026-06-02 07:35:52.846429,14.718,31.22,26.22,57.44,855,2100,1,None
2026-06-02 07:35:53.021533,14.897,31.74,26.32,58.06,855,2100,1,None
2026-06-02 07:35:53.197620,15.072,44.74,26.89,71.62,915,2100,1,None
2026-06-02 07:35:53.374178,15.248,50.76,27.48,78.24,915,2100,1,None
2026-06-02 07:35:53.549440,15.424,48.32,27.27,75.59,915,2100,1,None
2026-06-02 07:35:53.728245,15.600,50.12,27.16,77.28,915,2100,1,None
2026-06-02 07:35:53.902041,15.778,54.41,27.42,81.84,915,2100,1,None
2026-06-02 07:35:54.080018,15.952,56.92,27.36,84.28,915,2100,1,None
2026-06-02 07:35:54.255325,16.130,46.90,27.48,74.38,915,2100,1,None
2026-06-02 07:35:54.437690,16.305,102.25,27.51,129.76,945,2100,1,None
2026-06-02 07:35:54.611857,16.488,94.90,36.04,130.95,1440,2100,0,None
2026-06-02 07:35:54.780295,16.662,112.44,61.69,174.13,1455,2100,0,None
2026-06-02 07:35:54.947486,16.831,78.02,64.58,142.60,1605,2100,0,None
2026-06-02 07:35:55.125960,17.003,113.33,69.38,182.72,1605,2100,0,None
2026-06-02 07:35:55.291513,17.176,84.73,69.39,154.12,1605,2100,0,None
2026-06-02 07:35:55.473700,17.342,110.51,69.51,180.02,1605,2100,0,None
2026-06-02 07:35:55.639443,17.524,97.25,69.60,166.85,1605,2100,0,None
2026-06-02 07:35:55.806236,17.690,71.55,69.44,140.98,1605,2100,0,None
2026-06-02 07:35:55.974073,17.857,66.05,69.32,135.37,1605,2100,0,None
2026-06-02 07:35:56.139772,18.024,54.88,69.28,124.16,1605,2100,0,None
2026-06-02 07:35:56.306718,18.190,55.01,69.42,124.43,1605,2100,0,None
2026-06-02 07:35:56.475135,18.357,50.56,69.30,119.86,1605,2100,0,None
2026-06-02 07:35:56.653133,18.525,51.16,69.32,120.48,1605,2100,0,None
2026-06-02 07:35:56.819575,18.703,57.49,66.27,123.77,1440,2100,0,None
2026-06-02 07:35:56.988330,18.870,54.81,62.74,117.55,1440,2100,0,None
2026-06-02 07:35:57.159187,19.039,44.93,62.72,107.65,1440,2100,0,None
2026-06-02 07:35:57.326533,19.209,46.53,62.84,109.37,1440,2100,0,None
2026-06-02 07:35:57.499983,19.377,46.03,62.77,108.80,1440,2100,0,None
2026-06-02 07:35:57.687121,19.550,57.69,61.90,119.59,1440,2100,0,None
2026-06-02 07:35:57.851374,19.737,84.73,70.75,155.48,1665,2100,0,None
2026-06-02 07:35:58.018744,19.902,75.30,71.39,146.68,1665,2100,0,None
2026-06-02 07:35:58.185626,20.069,81.29,71.22,152.51,1665,2100,0,None
2026-06-02 07:35:58.350296,20.236,88.67,71.24,159.92,1665,2100,0,None
2026-06-02 07:35:58.514543,20.400,96.20,71.35,167.55,1665,2100,0,None
2026-06-02 07:35:58.680821,20.565,90.76,71.30,162.06,1665,2100,0,None
2026-06-02 07:35:58.847270,20.731,76.61,71.32,147.93,1665,2100,0,None
2026-06-02 07:35:59.013189,20.897,80.92,71.24,152.16,1665,2100,0,None
2026-06-02 07:35:59.180492,21.063,55.24,70.88,126.12,1665,2100,0,None
2026-06-02 07:35:59.344643,21.231,55.06,70.47,125.52,1905,2100,0,None
2026-06-02 07:35:59.514034,21.395,57.82,89.84,147.67,1905,2100,0,None
2026-06-02 07:35:59.679110,21.564,53.75,91.72,145.47,1905,2100,0,None
2026-06-02 07:35:59.843790,21.729,53.64,91.96,145.60,1905,2100,0,None
2026-06-02 07:36:00.008476,21.894,53.82,91.91,145.72,1905,2100,0,None
2026-06-02 07:36:00.176059,22.059,47.84,91.99,139.83,1905,2100,0,None
2026-06-02 07:36:00.340962,22.226,44.56,91.77,136.32,1905,2100,0,None
2026-06-02 07:36:00.506652,22.391,42.46,92.05,134.51,1905,2100,0,None
2026-06-02 07:36:00.671894,22.557,40.74,91.95,132.69,1905,2100,0,None
2026-06-02 07:36:00.851973,22.722,39.70,91.96,131.66,1905,2100,0,None
2026-06-02 07:36:01.016851,22.902,36.49,92.18,128.67,1905,2100,0,None
2026-06-02 07:36:01.184802,23.067,36.34,80.67,117.01,1440,2100,0,None
2026-06-02 07:36:01.355165,23.235,37.60,62.27,99.87,1440,2100,0,None
2026-06-02 07:36:01.524386,23.405,41.43,63.01,104.44,1440,2100,0,None
2026-06-02 07:36:01.692267,23.575,48.81,62.93,111.74,1440,2100,0,None
2026-06-02 07:36:01.861825,23.743,41.18,62.92,104.10,1440,2100,0,None
2026-06-02 07:36:02.031279,23.912,38.60,62.92,101.53,1440,2100,0,None
2026-06-02 07:36:02.198504,24.082,35.77,62.81,98.59,1440,2100,0,None
2026-06-02 07:36:02.379881,24.251,37.47,62.75,100.22,1440,2100,0,None
2026-06-02 07:36:02.546216,24.430,36.08,62.86,98.94,1440,2100,0,None
2026-06-02 07:36:02.712565,24.596,36.45,62.88,99.33,1440,2100,0,None
2026-06-02 07:36:02.881491,24.763,38.73,62.95,101.68,1440,2100,0,None
2026-06-02 07:36:03.047825,24.932,42.61,62.84,105.46,1440,2100,0,None
2026-06-02 07:36:03.214619,25.098,52.37,63.02,115.40,1440,2100,0,None
2026-06-02 07:36:03.384760,25.265,57.34,62.90,120.24,1440,2100,0,None
2026-06-02 07:36:03.551303,25.435,49.19,62.99,112.18,1440,2100,0,None
2026-06-02 07:36:03.717164,25.602,52.68,63.12,115.80,1440,2100,0,None
2026-06-02 07:36:03.883997,25.767,51.71,62.97,114.68,1440,2100,0,None
2026-06-02 07:36:04.053937,25.934,47.26,62.99,110.25,1440,2100,0,None
2026-06-02 07:36:04.220197,26.104,53.70,63.04,116.74,1440,2100,0,None
2026-06-02 07:36:04.386993,26.270,53.30,63.12,116.42,1440,2100,0,None
2026-06-02 07:36:04.557062,26.437,54.57,62.99,117.55,1440,2100,0,None
2026-06-02 07:36:04.724828,26.607,49.24,62.95,112.19,1440,2100,0,None
2026-06-02 07:36:04.892385,26.775,42.57,62.87,105.44,1440,2100,0,None
2026-06-02 07:36:05.062048,26.943,40.64,63.12,103.76,1440,2100,0,None
2026-06-02 07:36:05.228371,27.112,48.15,63.02,111.17,1440,2100,0,None
2026-06-02 07:36:05.395878,27.279,52.96,63.01,115.97,1440,2100,0,None
2026-06-02 07:36:05.580965,27.446,51.66,63.11,114.76,1440,2100,0,None
2026-06-02 07:36:05.748698,27.631,49.59,62.88,112.47,1440,2100,0,None
2026-06-02 07:36:05.915443,27.799,52.39,62.91,115.30,1440,2100,0,None
2026-06-02 07:36:06.096241,27.966,49.75,63.07,112.82,1440,2100,0,None
2026-06-02 07:36:06.264782,28.147,48.12,63.09,111.22,1440,2100,0,None
2026-06-02 07:36:06.433608,28.315,50.04,62.93,112.98,1440,2100,0,None
2026-06-02 07:36:06.599928,28.484,45.48,63.02,108.50,1440,2100,0,None
2026-06-02 07:36:06.768218,28.650,52.05,62.95,115.01,1440,2100,0,None
2026-06-02 07:36:06.937535,28.818,52.57,63.04,115.61,1440,2100,0,None
2026-06-02 07:36:07.104421,28.988,57.74,63.02,120.77,1440,2100,0,None
2026-06-02 07:36:07.272620,29.155,50.57,63.01,113.59,1440,2100,0,None
2026-06-02 07:36:07.441234,29.323,50.50,62.88,113.38,1440,2100,0,None
2026-06-02 07:36:07.607526,29.492,50.21,63.09,113.31,1440,2100,0,None
2026-06-02 07:36:07.775377,29.658,50.36,63.07,113.43,1440,2100,0,None
2026-06-02 07:36:07.944507,29.826,49.48,63.03,112.51,1440,2100,0,None
2026-06-02 07:36:08.113055,29.995,51.98,62.91,114.89,1440,2100,0,None
2026-06-02 07:36:08.281777,30.163,54.48,62.98,117.46,1440,2100,0,None
2026-06-02 07:36:08.450540,30.332,48.62,62.83,111.44,1440,2100,0,None
2026-06-02 07:36:08.617151,30.501,44.74,63.01,107.75,1440,2100,0,None
2026-06-02 07:36:08.786334,30.667,51.86,63.28,115.14,1440,2100,0,None
2026-06-02 07:36:08.955447,30.837,60.27,64.64,124.91,1440,2100,0,None
2026-06-02 07:36:09.122057,31.006,58.12,63.92,122.05,1440,2100,0,None
2026-06-02 07:36:09.291814,31.172,60.07,63.76,123.83,1440,2100,0,None
2026-06-02 07:36:09.473255,31.342,59.36,62.95,122.31,1440,2100,0,None
2026-06-02 07:36:09.640399,31.524,59.49,63.04,122.53,1440,2100,0,None
2026-06-02 07:36:09.806887,31.691,62.02,63.00,125.02,1440,2100,0,None
2026-06-02 07:36:09.977155,31.857,114.78,62.97,177.74,1440,2100,0,None
2026-06-02 07:36:10.143372,32.027,52.70,63.03,115.74,1440,2100,0,None
2026-06-02 07:36:10.309928,32.194,52.49,63.04,115.54,1440,2100,0,None
2026-06-02 07:36:10.480237,32.360,44.21,63.09,107.30,1440,2100,0,None
2026-06-02 07:36:10.646678,32.531,41.13,63.03,104.17,1440,2100,0,None
2026-06-02 07:36:10.813515,32.697,41.53,63.02,104.56,1440,2100,0,None
2026-06-02 07:36:10.982941,32.864,45.84,63.16,108.99,1440,2100,0,None
2026-06-02 07:36:11.164414,33.033,44.38,63.00,107.38,1440,2100,0,None
2026-06-02 07:36:11.334674,33.215,39.87,62.97,102.84,1440,2100,0,None
2026-06-02 07:36:11.513298,33.385,53.62,62.79,116.41,1440,2100,0,None
2026-06-02 07:36:11.679939,33.564,54.07,63.05,117.12,1440,2100,0,None
2026-06-02 07:36:11.862953,33.731,49.40,63.00,112.40,1440,2100,0,None
2026-06-02 07:36:12.030986,33.913,42.39,63.10,105.50,1440,2100,0,None
2026-06-02 07:36:12.206253,34.081,46.42,63.19,109.61,1440,2100,0,None
2026-06-02 07:36:12.375629,34.256,47.46,62.99,110.44,1440,2100,0,None
2026-06-02 07:36:12.542353,34.426,46.94,63.03,109.96,1440,2100,0,None
2026-06-02 07:36:12.712013,34.593,50.48,62.99,113.47,1440,2100,0,None
2026-06-02 07:36:12.880915,34.762,39.78,62.98,102.76,1440,2100,0,None
2026-06-02 07:36:13.047576,34.931,53.35,63.08,116.43,1440,2100,0,None
2026-06-02 07:36:13.218927,35.098,53.01,63.06,116.07,1440,2100,0,None
2026-06-02 07:36:13.386720,35.269,45.39,63.00,108.39,1440,2100,0,None
2026-06-02 07:36:13.553817,35.437,46.31,63.15,109.46,1440,2100,0,None
2026-06-02 07:36:13.724205,35.604,56.07,63.14,119.21,1440,2100,0,None
2026-06-02 07:36:13.891247,35.774,57.30,63.06,120.35,1440,2100,0,None
2026-06-02 07:36:14.057500,35.941,46.91,62.97,109.88,1440,2100,0,None
2026-06-02 07:36:14.240916,36.108,48.96,63.02,111.97,1440,2100,0,None
2026-06-02 07:36:14.409951,36.291,52.46,62.83,115.29,1440,2100,0,None
2026-06-02 07:36:14.578897,36.460,53.33,62.94,116.27,1440,2100,0,None
2026-06-02 07:36:14.746529,36.629,56.14,63.03,119.17,1440,2100,0,None
2026-06-02 07:36:14.915547,36.797,50.88,62.99,113.87,1440,2100,0,None
2026-06-02 07:36:15.084223,36.966,53.01,63.02,116.04,1440,2100,0,None
2026-06-02 07:36:15.251540,37.135,46.39,63.08,109.47,1440,2100,0,None
2026-06-02 07:36:15.420234,37.302,44.87,62.99,107.87,1440,2100,0,None
2026-06-02 07:36:15.587696,37.470,57.47,63.12,120.58,1440,2100,0,None
2026-06-02 07:36:15.756202,37.638,54.43,63.23,117.66,1440,2100,0,None
2026-06-02 07:36:15.924485,37.806,50.56,63.04,113.60,1440,2100,0,None
2026-06-02 07:36:16.092740,37.975,50.62,62.94,113.56,1440,2100,0,None
2026-06-02 07:36:16.261464,38.143,51.98,63.09,115.06,1440,2100,0,None
2026-06-02 07:36:16.431114,38.312,49.85,63.09,112.94,1440,2100,0,None
2026-06-02 07:36:16.599478,38.481,50.23,63.11,113.34,1440,2100,0,None
2026-06-02 07:36:16.767717,38.650,51.71,63.03,114.74,1440,2100,0,None
2026-06-02 07:36:16.935739,38.818,50.90,63.19,114.09,1440,2100,0,None
2026-06-02 07:36:17.102561,38.986,47.60,63.07,110.66,1440,2100,0,None
2026-06-02 07:36:17.282433,39.153,41.59,63.03,104.62,1440,2100,0,None
2026-06-02 07:36:17.449342,39.333,49.73,63.14,112.87,1440,2100,0,None
2026-06-02 07:36:17.633782,39.500,59.10,63.23,122.33,1440,2100,0,None
2026-06-02 07:36:17.802931,39.684,56.09,63.07,119.16,1440,2100,0,None
2026-06-02 07:36:17.970861,39.853,72.14,63.08,135.22,1440,2100,0,None
2026-06-02 07:36:18.136993,40.021,52.83,63.27,116.10,1440,2100,0,None
2026-06-02 07:36:18.305364,40.187,53.36,63.87,117.23,1440,2100,0,None
2026-06-02 07:36:18.552015,40.356,60.18,110.05,170.23,1440,2100,4,SwPowerCap
2026-06-02 07:36:18.712120,40.602,59.44,245.20,304.64,1980,2100,4,SwPowerCap
2026-06-02 07:36:18.869648,40.762,43.03,116.53,159.56,1995,2100,0,None
2026-06-02 07:36:19.024757,40.920,61.87,191.31,253.18,1995,2100,0,None
2026-06-02 07:36:19.180323,41.075,69.52,195.57,265.09,1995,2100,0,None
2026-06-02 07:36:19.336287,41.231,58.57,153.07,211.64,1995,2100,0,None
2026-06-02 07:36:19.493900,41.387,61.59,202.84,264.42,1995,2100,0,None
2026-06-02 07:36:19.649392,41.544,59.78,215.47,275.25,1995,2100,0,None
2026-06-02 07:36:19.805233,41.700,62.17,186.04,248.21,1995,2100,0,None
2026-06-02 07:36:19.963214,41.855,60.09,207.10,267.19,1995,2100,0,None
2026-06-02 07:36:20.118692,42.013,59.94,171.84,231.78,1995,2100,0,None
2026-06-02 07:36:20.274823,42.169,59.68,207.48,267.17,1995,2100,0,None
2026-06-02 07:36:20.428706,42.325,56.42,160.84,217.25,1995,2100,0,None
2026-06-02 07:36:20.583149,42.479,43.29,107.02,150.32,1995,2100,0,None
2026-06-02 07:36:20.738286,42.633,46.39,106.38,152.77,1995,2100,0,None
2026-06-02 07:36:20.892550,42.789,45.95,106.39,152.35,1995,2100,0,None
2026-06-02 07:36:21.046813,42.943,38.50,106.23,144.74,1995,2100,0,None
2026-06-02 07:36:21.201043,43.097,36.87,106.15,143.02,1995,2100,0,None
2026-06-02 07:36:21.355590,43.251,37.20,106.03,143.23,1995,2100,0,None
2026-06-02 07:36:21.510106,43.406,37.57,106.04,143.61,1995,2100,0,None
2026-06-02 07:36:21.666460,43.560,39.74,106.15,145.89,1995,2100,0,None
2026-06-02 07:36:21.821881,43.717,36.27,106.23,142.50,1995,2100,0,None
2026-06-02 07:36:21.978996,43.872,51.03,106.30,157.33,1965,2100,4,SwPowerCap
2026-06-02 07:36:22.133477,44.029,59.30,241.46,300.76,1950,2100,4,SwPowerCap
2026-06-02 07:36:22.351229,44.184,59.51,198.61,258.12,1980,2100,4,SwPowerCap
2026-06-02 07:36:22.505359,44.401,51.59,126.22,177.81,1995,2100,0,None
2026-06-02 07:36:22.660394,44.556,47.85,107.01,154.86,1995,2100,0,None
2026-06-02 07:36:22.815218,44.711,44.36,106.90,151.26,1995,2100,0,None
2026-06-02 07:36:22.969449,44.865,50.65,106.80,157.45,1995,2100,0,None
2026-06-02 07:36:23.124018,45.020,40.17,106.80,146.96,1995,2100,0,None
2026-06-02 07:36:23.278481,45.174,36.62,106.85,143.47,1995,2100,0,None
2026-06-02 07:36:23.433186,45.329,36.15,106.95,143.10,1995,2100,0,None
2026-06-02 07:36:23.588773,45.483,37.54,106.95,144.49,1995,2100,0,None
2026-06-02 07:36:23.743249,45.639,37.21,106.94,144.15,1995,2100,0,None
2026-06-02 07:36:23.899205,45.794,36.64,106.85,143.49,1995,2100,0,None
2026-06-02 07:36:24.053049,45.949,87.22,217.51,304.73,1950,2100,4,SwPowerCap
2026-06-02 07:36:24.208200,46.103,60.22,249.38,309.60,1995,2100,0,None
2026-06-02 07:36:24.363963,46.258,59.95,259.49,319.44,1980,2100,4,SwPowerCap
2026-06-02 07:36:24.518578,46.414,46.82,124.94,171.75,1995,2100,0,None
2026-06-02 07:36:24.673036,46.569,50.02,107.44,157.47,1995,2100,0,None
2026-06-02 07:36:24.827913,46.723,45.39,107.16,152.54,1995,2100,0,None
2026-06-02 07:36:24.983001,46.878,40.35,107.19,147.54,1995,2100,0,None
2026-06-02 07:36:25.137469,47.033,37.65,107.05,144.70,1995,2100,0,None
2026-06-02 07:36:25.292060,47.188,33.55,107.24,140.80,1995,2100,0,None
2026-06-02 07:36:25.446856,47.342,35.30,107.13,142.43,1995,2100,0,None
2026-06-02 07:36:25.600714,47.497,37.43,107.04,144.46,1995,2100,0,None
2026-06-02 07:36:25.755423,47.651,35.69,107.06,142.75,1995,2100,0,None
2026-06-02 07:36:25.910663,47.806,33.81,106.94,140.75,1995,2100,0,None
2026-06-02 07:36:26.065092,47.961,92.89,253.60,346.49,1980,2100,4,SwPowerCap
2026-06-02 07:36:26.218671,48.115,59.66,251.30,310.96,1995,2100,0,None
2026-06-02 07:36:26.373689,48.269,48.95,107.78,156.73,1995,2100,0,None
2026-06-02 07:36:26.528278,48.424,37.85,107.53,145.37,1995,2100,0,None
2026-06-02 07:36:26.682737,48.579,39.18,107.33,146.51,1995,2100,0,None
2026-06-02 07:36:26.837507,48.733,35.85,107.34,143.19,1995,2100,0,None
2026-06-02 07:36:26.992175,48.888,34.47,107.49,141.96,1995,2100,0,None
2026-06-02 07:36:27.146462,49.042,34.12,107.40,141.52,1995,2100,0,None
2026-06-02 07:36:27.300879,49.197,33.40,107.53,140.93,1995,2100,0,None
2026-06-02 07:36:27.455567,49.351,41.14,108.01,149.15,1995,2100,0,None
2026-06-02 07:36:27.610364,49.506,61.22,108.47,169.69,1995,2100,0,None
2026-06-02 07:36:27.765680,49.661,60.73,108.67,169.40,1995,2100,0,None
2026-06-02 07:36:27.920480,49.816,60.67,108.61,169.27,1995,2100,0,None
2026-06-02 07:36:28.077276,49.971,108.75,247.97,356.72,1980,2100,4,SwPowerCap
2026-06-02 07:36:28.231434,50.128,68.68,250.49,319.17,1995,2100,0,None
2026-06-02 07:36:28.385533,50.282,67.87,262.71,330.59,1980,2100,4,SwPowerCap
2026-06-02 07:36:28.539718,50.436,61.20,130.44,191.64,1995,2100,0,None
2026-06-02 07:36:28.695142,50.590,62.07,109.25,171.33,1995,2100,0,None
2026-06-02 07:36:28.851548,50.745,60.75,109.13,169.88,1995,2100,0,None
2026-06-02 07:36:29.006439,50.902,59.29,107.83,167.11,1995,2100,0,None
2026-06-02 07:36:29.161035,51.057,59.05,107.87,166.92,1995,2100,0,None
2026-06-02 07:36:29.315715,51.211,58.67,107.86,166.54,1995,2100,0,None
2026-06-02 07:36:29.470017,51.366,57.79,107.76,165.54,1995,2100,0,None
2026-06-02 07:36:29.624784,51.520,58.67,107.89,166.56,1995,2100,0,None
2026-06-02 07:36:29.779169,51.675,57.94,107.85,165.78,1995,2100,0,None
2026-06-02 07:36:29.934574,51.829,59.20,107.89,167.09,1995,2100,0,None
2026-06-02 07:36:30.091046,51.985,102.45,258.72,361.17,1980,2100,4,SwPowerCap
2026-06-02 07:36:30.247031,52.141,64.51,250.55,315.06,1995,2100,0,None
2026-06-02 07:36:30.401529,52.297,58.21,108.49,166.71,1995,2100,0,None
2026-06-02 07:36:30.555939,52.452,58.34,108.33,166.67,1995,2100,0,None
2026-06-02 07:36:30.710610,52.606,59.59,108.22,167.81,1995,2100,0,None
2026-06-02 07:36:30.865272,52.761,57.91,108.21,166.12,1995,2100,0,None
2026-06-02 07:36:31.019939,52.916,59.25,108.14,167.39,1995,2100,0,None
2026-06-02 07:36:31.174251,53.070,58.17,108.02,166.20,1995,2100,0,None
2026-06-02 07:36:31.328606,53.225,58.06,108.11,166.17,1995,2100,0,None
2026-06-02 07:36:31.483698,53.379,58.06,108.25,166.31,1995,2100,0,None
2026-06-02 07:36:31.638132,53.534,58.15,108.09,166.24,1995,2100,0,None
2026-06-02 07:36:31.792650,53.688,57.97,108.00,165.97,1995,2100,0,None
2026-06-02 07:36:31.947897,53.843,58.48,107.91,166.40,1995,2100,0,None
2026-06-02 07:36:32.102811,53.998,98.90,257.47,356.36,1980,2100,4,SwPowerCap
2026-06-02 07:36:32.259019,54.153,64.11,257.46,321.57,1995,2100,0,None
2026-06-02 07:36:32.420942,54.309,64.19,249.01,313.20,1995,2100,4,SwPowerCap
2026-06-02 07:36:32.575645,54.471,64.68,171.07,235.75,1995,2100,0,None
2026-06-02 07:36:32.731680,54.626,64.64,182.04,246.67,1995,2100,0,None
2026-06-02 07:36:32.887248,54.782,64.02,183.52,247.54,1995,2100,0,None
2026-06-02 07:36:33.041660,54.937,61.75,170.73,232.49,1995,2100,0,None
2026-06-02 07:36:33.196976,55.092,58.67,108.83,167.51,1995,2100,0,None
2026-06-02 07:36:33.351703,55.247,58.66,109.06,167.72,1995,2100,0,None
2026-06-02 07:36:33.506401,55.402,58.39,108.75,167.14,1995,2100,0,None
2026-06-02 07:36:33.661672,55.557,58.98,108.59,167.57,1995,2100,0,None
2026-06-02 07:36:33.817033,55.712,58.63,108.81,167.43,1995,2100,0,None
2026-06-02 07:36:33.979144,55.867,59.96,108.67,168.63,1995,2100,0,None
2026-06-02 07:36:34.133926,56.029,82.48,260.10,342.58,1965,2100,4,SwPowerCap
2026-06-02 07:36:34.288073,56.184,64.23,179.46,243.69,1995,2100,0,None
2026-06-02 07:36:34.448358,56.338,64.15,237.99,302.14,1995,2100,4,SwPowerCap
2026-06-02 07:36:34.603598,56.499,57.39,109.11,166.50,1995,2100,0,None
2026-06-02 07:36:34.757639,56.654,59.50,109.11,168.61,1995,2100,0,None
2026-06-02 07:36:34.911619,56.808,58.35,108.98,167.33,1995,2100,0,None
2026-06-02 07:36:35.065472,56.962,59.00,108.92,167.92,1995,2100,0,None
2026-06-02 07:36:35.219511,57.116,58.38,108.81,167.18,1995,2100,0,None
2026-06-02 07:36:35.373372,57.270,58.06,108.87,166.93,1995,2100,0,None
2026-06-02 07:36:35.527365,57.424,58.24,108.79,167.03,1995,2100,0,None
2026-06-02 07:36:35.681267,57.578,58.53,108.83,167.36,1995,2100,0,None
2026-06-02 07:36:35.835283,57.732,58.40,108.85,167.25,1995,2100,0,None
2026-06-02 07:36:35.991062,57.886,61.50,108.83,170.33,1995,2100,0,None
2026-06-02 07:36:36.148301,58.041,85.53,260.60,346.12,1980,2100,4,SwPowerCap
2026-06-02 07:36:36.303650,58.199,64.15,189.31,253.46,1995,2100,0,None
2026-06-02 07:36:36.458438,58.354,58.38,127.09,185.47,1995,2100,0,None
