timestamp,elapsed_time,cpu_power,gpu_power,total_power
2025-11-19 02:05:53.154478,13.049,23.14,29.71,52.86
2025-11-19 02:05:53.308050,13.205,23.77,29.80,53.58
2025-11-19 02:05:53.462365,13.358,24.11,29.90,54.01
2025-11-19 02:05:53.616929,13.513,27.92,29.73,57.65
2025-11-19 02:05:53.770617,13.667,28.23,29.84,58.07
2025-11-19 02:05:53.924455,13.821,28.18,29.94,58.12
2025-11-19 02:05:54.078179,13.975,27.59,29.96,57.55
2025-11-19 02:05:54.232078,14.128,27.71,29.89,57.60
2025-11-19 02:05:54.385687,14.282,28.38,29.89,58.27
2025-11-19 02:05:54.539372,14.436,27.57,29.80,57.37
2025-11-19 02:05:54.692978,14.590,27.71,29.81,57.52
2025-11-19 02:05:54.846511,14.743,33.02,29.77,62.80
2025-11-19 02:05:55.001605,14.897,46.76,29.90,76.66
2025-11-19 02:05:55.155231,15.052,46.92,29.86,76.78
2025-11-19 02:05:55.308790,15.205,46.68,29.76,76.43
2025-11-19 02:05:55.466469,15.359,46.43,29.58,76.01
2025-11-19 02:05:55.715585,15.517,52.89,30.70,83.59
2025-11-19 02:05:55.869397,15.766,45.38,32.72,78.10
2025-11-19 02:05:56.022637,15.920,64.15,32.57,96.72
2025-11-19 02:05:56.176077,16.073,64.20,32.58,96.78
2025-11-19 02:05:56.329562,16.226,46.58,32.64,79.22
2025-11-19 02:05:56.483253,16.380,46.27,32.72,78.99
2025-11-19 02:05:56.636705,16.534,45.53,32.45,77.98
2025-11-19 02:05:56.790518,16.687,59.39,32.58,91.96
2025-11-19 02:05:56.943826,16.841,93.47,32.71,126.19
2025-11-19 02:05:57.097654,16.994,65.10,32.74,97.84
2025-11-19 02:05:57.253338,17.148,61.24,60.52,121.76
2025-11-19 02:05:57.405517,17.304,70.18,75.36,145.54
2025-11-19 02:05:57.557783,17.456,64.83,75.93,140.77
2025-11-19 02:05:57.710057,17.608,59.28,75.88,135.16
2025-11-19 02:05:57.862345,17.760,49.07,75.88,124.95
2025-11-19 02:05:58.014786,17.913,43.64,75.80,119.45
2025-11-19 02:05:58.167107,18.065,38.77,75.88,114.64
2025-11-19 02:05:58.319502,18.217,37.65,75.86,113.51
2025-11-19 02:05:58.472113,18.370,34.96,75.86,110.83
2025-11-19 02:05:58.624593,18.522,31.00,75.86,106.86
2025-11-19 02:05:58.777370,18.675,29.94,75.81,105.74
2025-11-19 02:05:58.929787,18.828,33.03,75.80,108.82
2025-11-19 02:05:59.082216,18.980,36.85,75.77,112.62
2025-11-19 02:05:59.234799,19.132,49.43,75.83,125.26
2025-11-19 02:05:59.387314,19.285,44.16,75.86,120.02
2025-11-19 02:05:59.539703,19.438,41.05,75.93,116.98
2025-11-19 02:05:59.692013,19.590,47.21,75.85,123.06
2025-11-19 02:05:59.844363,19.742,48.57,75.87,124.44
2025-11-19 02:05:59.996693,19.895,48.38,75.86,124.24
2025-11-19 02:06:00.149072,20.047,36.42,75.78,112.21
2025-11-19 02:06:00.302068,20.199,30.81,75.93,106.74
2025-11-19 02:06:00.454673,20.352,29.78,75.83,105.61
2025-11-19 02:06:00.607134,20.505,46.19,75.83,122.02
2025-11-19 02:06:00.759518,20.657,44.47,75.86,120.33
2025-11-19 02:06:00.911330,20.810,47.95,75.72,123.67
2025-11-19 02:06:01.064722,20.962,48.78,75.55,124.33
2025-11-19 02:06:01.265903,21.115,55.04,75.76,130.80
2025-11-19 02:06:01.418372,21.316,55.29,75.87,131.16
2025-11-19 02:06:01.570693,21.469,49.63,74.75,124.37
2025-11-19 02:06:01.723133,21.621,43.49,75.09,118.58
2025-11-19 02:06:01.875534,21.773,45.61,75.81,121.42
2025-11-19 02:06:02.029065,21.926,50.71,75.90,126.61
2025-11-19 02:06:02.181332,22.079,42.89,75.84,118.74
2025-11-19 02:06:02.333491,22.232,32.12,75.98,108.10
2025-11-19 02:06:02.486081,22.384,32.60,75.92,108.52
2025-11-19 02:06:02.638503,22.536,49.57,75.95,125.52
2025-11-19 02:06:02.792035,22.689,44.50,75.94,120.44
2025-11-19 02:06:02.944306,22.842,38.84,75.93,114.77
2025-11-19 02:06:03.096669,22.995,45.10,75.90,121.00
2025-11-19 02:06:03.282950,23.147,48.57,75.91,124.48
2025-11-19 02:06:03.435272,23.333,44.14,76.05,120.19
2025-11-19 02:06:03.587840,23.486,38.55,75.89,114.44
2025-11-19 02:06:03.740227,23.638,44.79,75.84,120.63
2025-11-19 02:06:03.893675,23.791,43.13,75.95,119.08
2025-11-19 02:06:04.045916,23.944,51.21,76.03,127.24
2025-11-19 02:06:04.198011,24.096,46.03,76.04,122.07
2025-11-19 02:06:04.350291,24.248,42.45,75.99,118.44
2025-11-19 02:06:04.502695,24.401,36.17,76.00,112.17
2025-11-19 02:06:04.679068,24.553,44.63,76.05,120.68
2025-11-19 02:06:04.831471,24.729,47.56,76.00,123.56
2025-11-19 02:06:04.983840,24.882,45.28,75.98,121.26
2025-11-19 02:06:05.136240,25.034,46.67,76.00,122.66
2025-11-19 02:06:05.288805,25.187,51.26,76.14,127.39
2025-11-19 02:06:05.442064,25.339,52.56,76.03,128.59
2025-11-19 02:06:05.594401,25.492,49.89,76.04,125.93
2025-11-19 02:06:05.746723,25.645,49.03,76.04,125.07
2025-11-19 02:06:05.900090,25.797,50.70,76.04,126.74
2025-11-19 02:06:06.052428,25.950,55.34,76.21,131.55
2025-11-19 02:06:06.205076,26.103,50.44,76.18,126.63
2025-11-19 02:06:06.357243,26.255,46.42,76.06,122.48
2025-11-19 02:06:06.509258,26.407,48.69,76.16,124.85
2025-11-19 02:06:06.695928,26.559,48.42,76.03,124.44
2025-11-19 02:06:06.848265,26.746,48.06,76.03,124.09
2025-11-19 02:06:07.000636,26.899,47.59,76.00,123.58
2025-11-19 02:06:07.153009,27.051,53.21,76.09,129.30
2025-11-19 02:06:07.351317,27.203,47.48,76.09,123.57
2025-11-19 02:06:07.503969,27.402,48.04,76.07,124.11
2025-11-19 02:06:07.656331,27.554,42.53,75.99,118.53
2025-11-19 02:06:07.808670,27.707,37.16,75.98,113.14
2025-11-19 02:06:07.961022,27.859,40.22,75.91,116.13
2025-11-19 02:06:08.113244,28.011,53.87,75.99,129.86
2025-11-19 02:06:08.265417,28.163,45.82,76.08,121.89
2025-11-19 02:06:08.417880,28.316,41.41,76.00,117.41
2025-11-19 02:06:08.570244,28.468,36.05,75.93,111.97
2025-11-19 02:06:08.722674,28.621,49.55,75.93,125.47
2025-11-19 02:06:08.874974,28.773,43.31,75.81,119.13
2025-11-19 02:06:09.027375,28.925,36.95,75.96,112.91
2025-11-19 02:06:09.179825,29.078,35.06,75.89,110.95
2025-11-19 02:06:09.332575,29.230,35.65,75.88,111.53
2025-11-19 02:06:09.484828,29.383,49.76,75.91,125.67
2025-11-19 02:06:09.637602,29.535,41.02,75.94,116.96
2025-11-19 02:06:09.789828,29.688,38.42,75.93,114.35
2025-11-19 02:06:09.942249,29.840,36.28,75.93,112.20
2025-11-19 02:06:10.094618,29.993,51.73,76.03,127.76
2025-11-19 02:06:10.247051,30.145,47.95,76.04,123.99
2025-11-19 02:06:10.400505,30.297,40.93,75.98,116.91
2025-11-19 02:06:10.552914,30.451,44.22,75.94,120.16
2025-11-19 02:06:10.731881,30.603,52.60,75.99,128.59
2025-11-19 02:06:10.884289,30.782,50.41,76.07,126.48
2025-11-19 02:06:11.036717,30.935,44.17,76.00,120.17
2025-11-19 02:06:11.189087,31.087,37.89,76.08,113.97
2025-11-19 02:06:11.398521,31.239,36.83,75.93,112.76
2025-11-19 02:06:11.550784,31.449,41.73,75.94,117.67
2025-11-19 02:06:11.703132,31.601,34.99,75.89,110.89
2025-11-19 02:06:11.855672,31.753,33.31,75.95,109.26
2025-11-19 02:06:12.057333,31.906,38.75,75.98,114.73
2025-11-19 02:06:12.210073,32.108,47.16,76.05,123.20
2025-11-19 02:06:12.362206,32.260,39.19,76.12,115.31
2025-11-19 02:06:12.514617,32.412,32.90,76.09,108.99
2025-11-19 02:06:12.668744,32.565,33.46,76.07,109.53
2025-11-19 02:06:12.821121,32.719,49.58,76.12,125.70
2025-11-19 02:06:12.973322,32.871,40.90,76.15,117.05
2025-11-19 02:06:13.125717,33.024,39.63,76.04,115.66
2025-11-19 02:06:13.278123,33.176,34.20,76.12,110.32
2025-11-19 02:06:13.444817,33.328,41.23,76.03,117.26
2025-11-19 02:06:13.597203,33.495,40.32,75.97,116.29
2025-11-19 02:06:13.749589,33.647,40.46,76.03,116.49
2025-11-19 02:06:13.901862,33.800,49.04,76.06,125.10
2025-11-19 02:06:14.054421,33.952,56.95,75.33,132.28
2025-11-19 02:06:14.206861,34.105,50.60,86.41,137.00
2025-11-19 02:06:14.359132,34.257,42.85,102.24,145.10
2025-11-19 02:06:14.511611,34.409,31.09,104.54,135.64
2025-11-19 02:06:14.664039,34.562,29.32,104.50,133.83
2025-11-19 02:06:14.817424,34.714,41.74,104.64,146.39
2025-11-19 02:06:14.969669,34.868,43.02,104.76,147.78
2025-11-19 02:06:15.122003,35.020,35.09,104.67,139.76
2025-11-19 02:06:15.274317,35.172,31.64,104.63,136.27
2025-11-19 02:06:15.426371,35.325,33.84,104.54,138.38
2025-11-19 02:06:15.579866,35.477,41.94,104.78,146.72
2025-11-19 02:06:15.731798,35.630,30.61,104.59,135.21
2025-11-19 02:06:15.884202,35.782,29.32,104.63,133.95
2025-11-19 02:06:16.036671,35.935,30.51,91.93,122.45
2025-11-19 02:06:16.202378,36.087,44.35,76.08,120.43
2025-11-19 02:06:16.354819,36.253,39.83,75.97,115.80
2025-11-19 02:06:16.507125,36.405,32.66,75.98,108.64
2025-11-19 02:06:16.659680,36.557,29.50,76.11,105.61
2025-11-19 02:06:16.812299,36.710,33.55,76.07,109.62
2025-11-19 02:06:16.965060,36.863,49.96,76.19,126.15
2025-11-19 02:06:17.117087,37.015,43.08,76.19,119.28
2025-11-19 02:06:17.269467,37.167,31.65,76.22,107.87
2025-11-19 02:06:17.421867,37.320,33.30,76.13,109.43
2025-11-19 02:06:17.574285,37.472,44.07,76.20,120.27
2025-11-19 02:06:17.727768,37.625,39.42,76.18,115.60
2025-11-19 02:06:17.880202,37.778,36.19,76.21,112.40
2025-11-19 02:06:18.032667,37.931,35.98,76.25,112.24
2025-11-19 02:06:18.185400,38.083,32.85,76.20,109.05
2025-11-19 02:06:18.337671,38.236,47.33,76.24,123.56
2025-11-19 02:06:18.490574,38.388,37.13,76.06,113.19
2025-11-19 02:06:18.643095,38.541,32.77,76.07,108.84
2025-11-19 02:06:18.795627,38.693,30.61,76.14,106.75
2025-11-19 02:06:18.948275,38.846,44.86,76.13,120.99
2025-11-19 02:06:19.100877,38.999,36.20,76.02,112.22
2025-11-19 02:06:19.253636,39.151,29.11,76.08,105.20
2025-11-19 02:06:19.406083,39.304,28.94,76.01,104.95
2025-11-19 02:06:19.558477,39.456,33.85,76.04,109.89
2025-11-19 02:06:19.710781,39.609,46.64,76.11,122.76
2025-11-19 02:06:19.863285,39.761,44.10,76.13,120.23
2025-11-19 02:06:20.016330,39.914,35.15,76.08,111.23
2025-11-19 02:06:20.168769,40.067,33.98,76.00,109.98
2025-11-19 02:06:20.321097,40.219,44.54,76.09,120.64
2025-11-19 02:06:20.473557,40.371,38.27,76.03,114.31
2025-11-19 02:06:20.626056,40.524,31.80,76.13,107.94
2025-11-19 02:06:20.779222,40.676,29.75,76.11,105.86
2025-11-19 02:06:20.970355,40.830,36.84,76.18,113.01
2025-11-19 02:06:21.122752,41.021,43.54,76.21,119.75
2025-11-19 02:06:21.275219,41.173,38.14,76.20,114.34
2025-11-19 02:06:21.427715,41.326,34.66,76.18,110.84
2025-11-19 02:06:21.580170,41.478,34.91,76.06,110.98
2025-11-19 02:06:21.732479,41.630,46.19,76.12,122.31
2025-11-19 02:06:21.884839,41.783,35.60,76.06,111.66
2025-11-19 02:06:22.037411,41.935,31.21,76.01,107.22
2025-11-19 02:06:22.189976,42.088,32.07,76.04,108.11
2025-11-19 02:06:22.342379,42.240,46.15,76.04,122.19
2025-11-19 02:06:22.494731,42.393,43.25,75.96,119.21
2025-11-19 02:06:22.647182,42.545,35.21,75.93,111.14
2025-11-19 02:06:22.799727,42.698,31.75,75.98,107.73
2025-11-19 02:06:22.979387,42.850,32.14,76.06,108.19
2025-11-19 02:06:23.131937,43.030,36.91,76.00,112.91
2025-11-19 02:06:23.284531,43.182,31.27,76.05,107.32
2025-11-19 02:06:23.437019,43.335,30.06,76.16,106.22
2025-11-19 02:06:23.642848,43.487,32.87,76.09,108.96
2025-11-19 02:06:23.795346,43.693,46.26,76.14,122.40
2025-11-19 02:06:23.947794,43.846,41.13,76.04,117.17
2025-11-19 02:06:24.100216,43.998,31.44,76.09,107.52
2025-11-19 02:06:24.307500,44.151,36.44,76.20,112.64
2025-11-19 02:06:24.460002,44.358,43.02,76.09,119.11
2025-11-19 02:06:24.613364,44.510,35.33,76.12,111.45
2025-11-19 02:06:24.765682,44.664,37.38,76.16,113.54
2025-11-19 02:06:24.920140,44.816,44.45,76.21,120.66
2025-11-19 02:06:25.072622,44.970,53.53,76.25,129.78
2025-11-19 02:06:25.225157,45.123,40.33,76.14,116.46
2025-11-19 02:06:25.377471,45.275,37.95,76.15,114.10
2025-11-19 02:06:25.529988,45.428,35.29,76.21,111.50
2025-11-19 02:06:25.682326,45.580,52.43,76.24,128.67
2025-11-19 02:06:25.834860,45.733,43.53,76.24,119.77
2025-11-19 02:06:25.987414,45.885,38.55,76.31,114.86
2025-11-19 02:06:26.139807,46.038,37.94,76.29,114.23
2025-11-19 02:06:26.321610,46.190,57.13,77.13,134.26
2025-11-19 02:06:26.474035,46.372,59.91,77.67,137.57
2025-11-19 02:06:26.626392,46.524,60.12,77.60,137.72
2025-11-19 02:06:26.778947,46.677,57.89,76.92,134.80
2025-11-19 02:06:26.931330,46.829,55.45,76.29,131.73
2025-11-19 02:06:27.083820,46.982,53.47,76.29,129.76
2025-11-19 02:06:27.236245,47.134,43.16,76.33,119.49
2025-11-19 02:06:27.388183,47.286,107.01,76.30,183.31
2025-11-19 02:06:27.540443,47.438,48.97,76.32,125.29
2025-11-19 02:06:27.692739,47.591,54.26,76.23,130.50
2025-11-19 02:06:27.844972,47.743,39.01,76.39,115.40
2025-11-19 02:06:27.997163,47.895,34.60,76.35,110.94
2025-11-19 02:06:28.149361,48.047,32.42,76.20,108.63
2025-11-19 02:06:28.312542,48.200,44.20,76.22,120.41
2025-11-19 02:06:28.465078,48.363,49.15,76.12,125.27
2025-11-19 02:06:28.617321,48.515,45.39,76.15,121.54
2025-11-19 02:06:28.769746,48.668,39.59,76.15,115.74
2025-11-19 02:06:28.922070,48.820,36.72,76.06,112.78
2025-11-19 02:06:29.074295,48.972,51.52,76.23,127.76
2025-11-19 02:06:29.226453,49.125,44.59,76.21,120.80
2025-11-19 02:06:29.378778,49.277,33.03,76.16,109.19
2025-11-19 02:06:29.531139,49.429,29.80,76.16,105.96
2025-11-19 02:06:29.696558,49.581,41.11,76.19,117.30
2025-11-19 02:06:29.848911,49.747,57.12,76.16,133.27
2025-11-19 02:06:30.001169,49.899,47.84,76.06,123.90
2025-11-19 02:06:30.153485,50.051,41.09,76.14,117.23
2025-11-19 02:06:30.354016,50.204,58.20,76.20,134.40
2025-11-19 02:06:30.506315,50.404,48.09,76.14,124.23
2025-11-19 02:06:30.658706,50.557,43.56,76.27,119.83
2025-11-19 02:06:30.811047,50.709,43.04,76.20,119.25
2025-11-19 02:06:30.963434,50.861,43.87,76.15,120.03
2025-11-19 02:06:31.116560,51.014,50.01,76.23,126.24
2025-11-19 02:06:31.268842,51.167,41.51,76.22,117.73
2025-11-19 02:06:31.421266,51.319,37.30,76.20,113.50
2025-11-19 02:06:31.573472,51.472,37.63,76.21,113.85
2025-11-19 02:06:31.725608,51.624,48.88,76.29,125.17
2025-11-19 02:06:31.879469,51.776,48.08,76.28,124.35
2025-11-19 02:06:32.031986,51.930,48.33,76.27,124.60
2025-11-19 02:06:32.185241,52.082,47.08,76.26,123.34
2025-11-19 02:06:32.337338,52.235,40.83,76.33,117.17
2025-11-19 02:06:32.489628,52.388,49.94,76.30,126.24
2025-11-19 02:06:32.642559,52.540,42.88,76.24,119.12
2025-11-19 02:06:32.794859,52.693,49.21,76.26,125.47
2025-11-19 02:06:32.947247,52.845,35.72,76.21,111.93
2025-11-19 02:06:33.099589,52.998,51.34,76.18,127.52
2025-11-19 02:06:33.251804,53.150,55.49,76.16,131.65
2025-11-19 02:06:33.405419,53.302,52.92,76.27,129.19
2025-11-19 02:06:33.557635,53.456,48.09,76.32,124.41
2025-11-19 02:06:33.746562,53.608,51.96,76.28,128.24
2025-11-19 02:06:33.898855,53.797,54.28,76.23,130.51
2025-11-19 02:06:34.051167,53.949,59.94,76.41,136.34
2025-11-19 02:06:34.203496,54.101,62.39,76.21,138.60
2025-11-19 02:06:34.355789,54.254,63.60,77.90,141.50
2025-11-19 02:06:34.508097,54.406,62.05,79.20,141.25
2025-11-19 02:06:34.660308,54.558,59.52,81.49,141.01
2025-11-19 02:06:34.812556,54.711,66.08,82.43,148.50
2025-11-19 02:06:34.964799,54.863,63.45,89.36,152.81
2025-11-19 02:06:35.117001,55.015,66.36,93.27,159.64
2025-11-19 02:06:35.268968,55.167,76.94,101.08,178.02
2025-11-19 02:06:35.420720,55.319,58.59,105.03,163.62
2025-11-19 02:06:35.572456,55.471,57.92,106.27,164.19
2025-11-19 02:06:35.775659,55.623,52.76,106.48,159.24
2025-11-19 02:06:35.927749,55.826,50.81,106.37,157.17
2025-11-19 02:06:36.080151,55.978,51.74,107.74,159.49
2025-11-19 02:06:36.232316,56.130,56.35,119.62,175.97
2025-11-19 02:06:36.458345,56.283,56.68,195.15,251.83
2025-11-19 02:06:36.610785,56.509,45.54,106.75,152.30
2025-11-19 02:06:36.766061,56.661,51.55,187.52,239.08
2025-11-19 02:06:36.918367,56.816,63.31,236.07,299.39
2025-11-19 02:06:37.093328,56.969,64.27,257.43,321.71
2025-11-19 02:06:37.246176,57.144,65.82,257.92,323.74
2025-11-19 02:06:37.398540,57.296,63.20,261.95,325.15
2025-11-19 02:06:37.552308,57.449,63.39,257.15,320.54
2025-11-19 02:06:37.704772,57.603,62.95,261.35,324.30
2025-11-19 02:06:37.877362,57.755,63.85,256.48,320.33
2025-11-19 02:06:38.029660,57.928,63.36,258.33,321.69
2025-11-19 02:06:38.182274,58.080,63.46,255.50,318.96
2025-11-19 02:06:38.334661,58.233,63.35,260.43,323.78
2025-11-19 02:06:38.562280,58.385,64.63,258.56,323.19
2025-11-19 02:06:38.714560,58.613,71.48,257.97,329.45
2025-11-19 02:06:38.867183,58.765,71.79,262.10,333.89
2025-11-19 02:06:39.019702,58.917,71.75,258.10,329.84
2025-11-19 02:06:39.249796,59.070,70.91,256.83,327.73
2025-11-19 02:06:39.402289,59.300,71.22,259.03,330.25
2025-11-19 02:06:39.554743,59.453,68.36,254.78,323.14
2025-11-19 02:06:39.707192,59.605,70.60,256.57,327.17
2025-11-19 02:06:39.859892,59.757,68.39,255.79,324.18
2025-11-19 02:06:40.013551,59.910,63.35,264.67,328.02
2025-11-19 02:06:40.166053,60.064,68.29,251.75,320.04
2025-11-19 02:06:40.320462,60.216,63.37,257.63,320.99
2025-11-19 02:06:40.472764,60.371,63.41,271.93,335.33
2025-11-19 02:06:40.655487,60.523,63.82,253.70,317.52
2025-11-19 02:06:40.807682,60.706,63.71,255.42,319.14
2025-11-19 02:06:40.963309,60.858,63.58,258.71,322.29
2025-11-19 02:06:41.115809,61.014,63.74,254.39,318.13
2025-11-19 02:06:41.268244,61.166,63.65,259.22,322.86
2025-11-19 02:06:41.420632,61.319,63.50,266.26,329.76
2025-11-19 02:06:41.574390,61.471,64.46,258.77,323.22
2025-11-19 02:06:41.728963,61.625,63.57,261.26,324.83
2025-11-19 02:06:41.881335,61.779,63.70,256.23,319.93
2025-11-19 02:06:42.061759,61.932,63.75,258.64,322.39
2025-11-19 02:06:42.213962,62.112,63.84,257.60,321.44
2025-11-19 02:06:42.366226,62.264,63.82,254.20,318.02
2025-11-19 02:06:42.521754,62.416,62.83,258.52,321.35
2025-11-19 02:06:42.745687,62.572,63.65,257.15,320.80
2025-11-19 02:06:42.898244,62.796,64.39,259.84,324.23
2025-11-19 02:06:43.050595,62.948,63.46,259.57,323.03
2025-11-19 02:06:43.203086,63.101,63.57,255.87,319.44
2025-11-19 02:06:43.359695,63.255,63.83,259.09,322.92
2025-11-19 02:06:43.512837,63.410,64.30,257.34,321.64
2025-11-19 02:06:43.665345,63.563,63.55,258.23,321.78
2025-11-19 02:06:43.817836,63.716,63.84,255.43,319.27
2025-11-19 02:06:43.970138,63.868,63.50,256.05,319.55
2025-11-19 02:06:44.159678,64.020,63.89,258.38,322.27
2025-11-19 02:06:44.312227,64.210,63.65,256.34,320.00
2025-11-19 02:06:44.465644,64.362,63.72,259.78,323.49
2025-11-19 02:06:44.617851,64.516,64.14,257.21,321.35
2025-11-19 02:06:44.770036,64.668,63.84,257.82,321.66
2025-11-19 02:06:44.922744,64.820,63.56,260.38,323.95
2025-11-19 02:06:45.074920,64.973,63.77,252.82,316.59
2025-11-19 02:06:45.227427,65.125,63.02,257.48,320.50
2025-11-19 02:06:45.379869,65.278,63.65,260.17,323.82
2025-11-19 02:06:45.575919,65.430,63.53,260.82,324.35
2025-11-19 02:06:45.728238,65.626,63.63,257.96,321.60
2025-11-19 02:06:45.880918,65.779,63.48,259.69,323.17
2025-11-19 02:06:46.033406,65.931,63.71,258.27,321.97
2025-11-19 02:06:46.186876,66.084,63.55,254.98,318.53
2025-11-19 02:06:46.339386,66.237,63.73,260.71,324.44
2025-11-19 02:06:46.492060,66.390,63.56,256.11,319.66
2025-11-19 02:06:46.645255,66.542,63.87,260.56,324.43
2025-11-19 02:06:46.797432,66.696,62.68,261.73,324.40
2025-11-19 02:06:46.991955,66.848,63.71,259.43,323.15
2025-11-19 02:06:47.144401,67.042,63.77,256.46,320.24
2025-11-19 02:06:47.297699,67.195,63.65,256.47,320.12
2025-11-19 02:06:47.449857,67.348,63.47,256.78,320.25
2025-11-19 02:06:47.602213,67.500,63.01,258.58,321.59
2025-11-19 02:06:47.754875,67.652,64.11,259.65,323.75
2025-11-19 02:06:47.907600,67.805,63.48,260.50,323.98
2025-11-19 02:06:48.063547,67.958,63.42,256.30,319.72
2025-11-19 02:06:48.215874,68.114,63.53,257.54,321.07
2025-11-19 02:06:48.396024,68.266,63.45,260.80,324.25
2025-11-19 02:06:48.549020,68.446,63.32,255.13,318.44
2025-11-19 02:06:48.701149,68.599,63.48,258.68,322.16
2025-11-19 02:06:48.855343,68.751,63.69,261.60,325.29
2025-11-19 02:06:49.074608,68.906,64.12,256.71,320.83
2025-11-19 02:06:49.226965,69.125,64.16,257.61,321.77
2025-11-19 02:06:49.380448,69.277,63.45,258.75,322.21
2025-11-19 02:06:49.534177,69.431,62.96,259.41,322.37
2025-11-19 02:06:49.751037,69.584,63.45,258.02,321.47
2025-11-19 02:06:49.903815,69.801,63.65,259.77,323.42
2025-11-19 02:06:50.056344,69.954,63.67,258.62,322.29
2025-11-19 02:06:50.208798,70.107,63.47,257.40,320.87
2025-11-19 02:06:50.361191,70.259,65.26,255.45,320.71
2025-11-19 02:06:50.513410,70.411,65.84,256.21,322.05
2025-11-19 02:06:50.665425,70.564,63.55,258.86,322.41
2025-11-19 02:06:50.817450,70.716,63.33,259.40,322.73
2025-11-19 02:06:50.969801,70.868,63.54,259.57,323.11
2025-11-19 02:06:51.159148,71.020,67.07,258.99,326.06
2025-11-19 02:06:51.311555,71.209,63.47,257.94,321.40
2025-11-19 02:06:51.464450,71.362,63.45,256.72,320.18
2025-11-19 02:06:51.616653,71.515,63.55,259.06,322.61
2025-11-19 02:06:51.838994,71.667,66.23,261.82,328.05
2025-11-19 02:06:51.991286,71.889,64.11,255.00,319.11
2025-11-19 02:06:52.143804,72.042,63.68,255.16,318.84
2025-11-19 02:06:52.296229,72.194,63.59,261.13,324.72
