[2025-11-19 02:05:43.070536] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:05:58.778465] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:58.831167] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:58.883547] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:58.936230] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:58.988773] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.041603] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.093876] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.146189] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.198139] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.248293] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:05:59.248428] ID                                               
[2025-11-19 02:05:59.250237] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.302112] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.354586] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.406978] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.459521] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.511775] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.564386] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.616634] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.668978] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.721046] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.773269] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.825479] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.877579] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.929521] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:05:59.979710] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:05:59.979833] ID                                               
[2025-11-19 02:05:59.981642] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.033591] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.085975] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.138240] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.190647] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.243110] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.295839] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.348423] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.400894] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.454017] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.507107] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.559336] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.611350] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.663673] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.713864] #Entity   SMACT        SMOCC        DRAMA        
[2025-11-19 02:06:00.713991] ID                                               
[2025-11-19 02:06:00.716000] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.768285] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.820669] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.872842] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.925171] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:00.977227] GPU 0     0.000        0.000        0.000        
[2025-11-19 02:06:01.029204] GPU 0     0.000        0.000        0.000        
